video_id,frame_index,timestamp_seconds,mp_detected,yolo_detected,mp_confidence,yolo_confidence,mp_failure,yolo_failure,mp_inference_ms,yolo_inference_ms,mp_total_ms,yolo_total_ms,mp_ear,mp_ear_left,mp_ear_right,mp_mar,mp_pitch,mp_yaw,mp_roll,yolo_ear,yolo_ear_left,yolo_ear_right,yolo_mar,yolo_pitch,yolo_yaw,yolo_roll,yolo_filtered_ear,yolo_filtered_ear_left,yolo_filtered_ear_right,yolo_filtered_mar,yolo_filtered_pitch,yolo_filtered_yaw,yolo_filtered_roll
video_01,10,0.5548474057414176,1,1,1.0,0.8311712741851807,,,4.239271,59.648677,5.066951,60.133888,0.43503994046304567,0.6760272919606507,0.19405258896544064,0.023170311666894584,-149.3804112375355,-41.545760954699546,-22.482511846305723,,,,,-168.30823630583612,-39.67796002229397,-4.59473248104612,,,,,,,
video_01,11,0.6103321463155593,1,1,1.0,0.8332476615905762,,,4.020845,61.303102,4.951113,61.830612,0.3948231569269688,0.6489018723425297,0.14074444151140791,0.024766634883911082,-150.25098306634848,-42.948987562483104,-21.84291508878726,,,,,-168.1332841656066,-39.7239689221189,-4.037709050225587,,,,,,,
video_01,12,0.6658168868897011,1,1,1.0,0.8342050313949585,,,3.908942,60.606424,4.794964,61.12789,0.45890476322771445,0.7492660304917277,0.16854349596370116,0.0323689854841434,-152.8043032433204,-43.73978061905612,-21.0556597368278,,,,,-168.31307892435228,-39.72814895875474,-3.9998102671301705,,,,,,,
video_01,13,0.7213016274638429,1,1,1.0,0.8322092294692993,,,3.958055,61.336724,4.855218,61.816492,0.3977048560768334,0.6482590408725236,0.1471506712811432,0.03070973301682232,-150.4684735811593,-42.425432992065566,-20.86169724823154,,,,,-168.49303213377883,-40.09508416045691,-3.838004258468903,,,,,,,
video_01,14,0.7767863680379846,1,1,1.0,0.8340297341346741,,,4.319138,60.452191,5.290009,60.956926,0.43874963156089364,0.7197876855575849,0.1577115775642024,0.03322727345715082,-149.23578646790966,-42.7491770485533,-21.454693762356968,,,,,-167.826951137608,-40.40017812934076,-4.169382365900374,,,,,,,
video_01,15,0.8322711086121264,1,1,1.0,0.8359995484352112,,,3.95788,61.09882,4.963359,61.592053,0.5037832633776883,0.8431802636069661,0.1643862631484105,0.028505582992279718,-150.5116571077367,-43.861763819282224,-21.215852107928303,,,,,-168.23571266671166,-39.53948248720044,-4.297289976110805,,,,,,,
video_01,16,0.8877558491862682,1,1,1.0,0.8375634551048279,,,3.904785,60.045898,4.515895,60.557816,0.5010418652839106,0.8886876106160774,0.11339611995174387,0.020606653640373854,-152.70774529695763,-44.765865744597846,-20.533887039755744,,,,,-168.95973676841666,-38.340191331305284,-4.710834801252064,,,,,,,
video_01,17,0.9432405897604098,1,1,1.0,0.832234263420105,,,5.632961,104.460833,6.5043,104.989269,0.41384258571786314,0.7285159179209917,0.09916925351473455,0.01902106120221468,-151.46432827730683,-44.82113635892426,-21.861388862530564,,,,,-169.82678466811745,-38.261786369847236,-4.646679191641783,,,,,,,
video_01,18,0.9987253303345516,1,1,1.0,0.8319206237792969,,,4.973382,63.109455,6.312634,63.62995,0.36358935949569293,0.5907389168794336,0.13643980211195234,0.02626701160841143,-150.20720092899657,-42.79407116464667,-21.548811690291966,,,,,-169.68024114013397,-38.70014520196718,-4.283683310451566,,,,,,,
video_01,19,1.0542100709086935,1,1,1.0,0.8350191712379456,,,4.216242,63.253778,5.090122,63.774323,0.39459682113123834,0.6188315790328147,0.170362063229662,0.03494957315919286,-149.52796041998982,-42.53398858574657,-22.018764906876612,,,,,-169.31906365110376,-38.4088580194421,-4.147695190781988,,,,,,,
video_01,20,1.109694811482835,1,1,1.0,0.83527010679245,,,3.680563,60.111438,4.588953,60.608614,0.4740328530257576,0.7782618875931073,0.16980381845840783,0.05123190614645512,-148.81607920354864,-43.93953124724104,-22.163082855058175,,,,,-170.6253065679938,-37.4429781432906,-3.743430050766126,,,,,,,
video_01,21,1.165179552056977,1,1,1.0,0.8312446475028992,,,3.924608,61.865241,4.733329,62.378548,0.445291165048343,0.7207513967528374,0.16983093334384863,0.04952251721042315,-149.30364837141752,-45.06136625226044,-21.726213590288552,,,,,-170.2528780129283,-37.64152490190895,-4.030691721852994,,,,,,,
video_01,22,1.2206642926311186,1,1,1.0,0.8288640379905701,,,4.024199,60.597001,4.746045,61.095984,0.38887345413771734,0.6279891463320602,0.14975776194337456,0.06300337448110141,-150.44092248099207,-43.82316766353675,-21.571102382330228,,,,,-170.40488976414383,-38.06359787791914,-4.751647634531619,,,,,,,
video_01,23,1.2761490332052603,1,1,1.0,0.8262524604797363,,,3.901969,57.647676,4.864316,58.139682,0.37488425252518276,0.6369687347065399,0.1127997703438256,0.04155488815536503,-148.71801429065587,-42.58095767779233,-20.703158470370493,,,,,-169.5857148124002,-38.710165523895,-4.11501240774482,,,,,,,
video_01,24,1.3316337737794022,1,1,1.0,0.8232024312019348,,,3.53185,57.417085,4.318502,57.924135,0.3800974343064472,0.6289353609929847,0.1312595076199097,0.04165708904003069,-147.5025790803619,-42.92051103947297,-22.575147379156608,,,,,-169.81633674992025,-38.03882140042815,-3.3500060800959455,,,,,,,
video_01,25,1.3871185143535438,1,1,1.0,0.8195367455482483,,,4.06249,58.198581,5.093798,58.700207,0.3934629500768831,0.6611929682521083,0.1257329319016579,0.043287663290628144,-148.60227122969906,-42.23107651783179,-21.686423003367054,,,,,-170.9272552040908,-37.54578480194219,-3.755852755606044,,,,,,,
video_01,26,1.4426032549276857,1,1,1.0,0.8210952281951904,,,3.856743,58.603777,4.598542,59.103423,0.3476834055019019,0.5806419479886602,0.11472486301514363,0.025595726435073875,-148.55733056320716,-40.31511702911169,-21.448614245294095,,,,,-170.51295609291424,-37.63982825080506,-3.785068584593343,,,,,,,
video_01,27,1.4980879955018274,1,1,1.0,0.8249350786209106,,,4.027264,59.015263,4.912386,59.525193,0.43103797671850536,0.7282934954552375,0.13378245798177327,0.025760812049993496,-148.98821145887604,-41.15794687610585,-23.163307623448766,,,,,-171.43422471655248,-37.44122647190294,-3.691920839288946,,,,,,,
video_01,28,1.5535727360759692,1,1,1.0,0.8248727917671204,,,4.08508,57.6505,4.880071,58.137723,0.3663605298054186,0.6052067748244304,0.1275142847864068,0.01173397888154972,-150.13259635641447,-42.051417697873134,-23.35631117678632,,,,,-170.6472044326735,-37.11515917676511,-3.815219105204872,,,,,,,
video_01,29,1.609057476650111,1,1,1.0,0.8151562213897705,,,3.907754,59.105657,4.926703,59.6037,0.44625188513153746,0.7267717719113764,0.16573199835169852,0.014923699486167518,-148.77431179576612,-43.14319783754259,-23.93992817589321,,,,,-170.85477651116366,-37.48271874977492,-3.4228466089531495,,,,,,,
video_01,30,1.6645422172242528,1,1,1.0,0.8208425045013428,,,4.064009,60.236639,4.962459,60.732429,0.4370614556254837,0.7192560101014834,0.15486690114948398,0.017276732397969452,-150.2385554174892,-41.286760768049284,-22.570854926682284,,,,,-169.82176589029703,-36.41534864777063,-4.169048893171104,,,,,,,
video_01,31,1.7200269577983944,1,1,1.0,0.8269283771514893,,,4.072091,60.18861,5.144297,60.707577,0.4121808083493878,0.6802083760124159,0.14415324068635973,0.015389272139292077,-150.58631232189538,-40.79418815758732,-21.86942736529195,,,,,-169.73124098010982,-36.15744452940819,-4.451224119556711,,,,,,,
video_01,32,1.7755116983725363,1,1,1.0,0.8248975872993469,,,3.932941,58.982207,4.628705,59.397856,0.45140343607048816,0.7457370963434738,0.15706977579750253,0.028511766269182705,-149.6144475105288,-42.679365371244515,-21.839842010019886,,,,,-169.95904779625158,-37.32104693015651,-3.6974084476170814,,,,,,,
video_01,33,1.830996438946678,1,1,1.0,0.8219563364982605,,,8.156397,58.278404,9.136433,58.88258,0.32567106283997393,0.5152017498212547,0.13614037585869315,0.018367888108685202,-148.60616323379116,-41.23258627593854,-22.304585870175725,,,,,-171.20290985049124,-35.855508445450354,-3.1749258880546853,,,,,,,
video_01,34,1.8864811795208196,1,1,1.0,0.8198673129081726,,,5.316928,63.717785,6.619664,64.246768,0.364749166203028,0.5759114064905335,0.15358692591552248,0.028789991010384014,-147.3347172334523,-42.75993568823835,-23.007909825735595,,,,,-171.2704569279757,-35.32772373183568,-2.9762652472879836,,,,,,,
video_01,35,1.9419659200949615,1,1,1.0,0.816332995891571,,,8.045732,64.250281,8.818014,64.786773,0.4343488261086069,0.6925785629009988,0.17611908931621503,0.020697654360121914,-148.85430565701606,-42.59095247878405,-22.37062628331325,,,,,-171.74383870689715,-35.58311747883006,-3.2303584571170147,,,,,,,
video_01,36,1.9974506606691032,1,1,1.0,0.8279186487197876,,,4.03346,65.799103,4.954508,66.228982,0.3906996795945127,0.5990038119183808,0.18239554727064458,0.011356767065566936,-148.24229864648834,-40.799531370162214,-22.674815888621616,,,,,-171.3344153260477,-34.5050794336254,-3.3121399942511647,,,,,,,
video_01,37,2.052935401243245,1,1,1.0,0.8317749500274658,,,3.569208,60.755343,4.473519,61.166839,0.42478164425720855,0.6581595143986595,0.19140377411575757,0.015416327284812011,-149.0962807476756,-41.34843609963725,-21.378665396415233,,,,,-170.69909173110364,-34.51943890452558,-3.3432622790687496,,,,,,,
video_01,38,2.108420141817387,1,1,1.0,0.836148202419281,,,3.528522,62.144414,4.693087,62.670619,0.3708834356242846,0.5564581075983236,0.18530876365024568,0.012856203027364269,-145.23540432065028,-40.44643050974635,-23.754766166683208,,,,,-170.62003086560497,-34.87621378709164,-3.3976292340366308,,,,,,,
video_01,39,2.1639048823915283,1,1,1.0,0.8369656205177307,,,4.62876,64.335786,5.46171,64.746465,0.3835259781558038,0.569480359338313,0.19757159697329468,0.011670893110348418,-151.5809716896748,-40.724842382048095,-21.889901602469997,,,,,-170.39747907771107,-35.558050835091855,-3.591763844883174,,,,,,,
video_01,40,2.21938962296567,1,1,1.0,0.8246372938156128,,,3.500365,55.356998,4.659938,55.792148,0.4121180553572771,0.605277567537669,0.21895854317688512,0.010779654881511837,-149.00214353063245,-41.132467672000665,-22.92678475038706,,,,,-170.90563624184227,-36.180510470872015,-3.6989880933157466,,,,,,,
video_01,41,2.274874363539812,1,1,1.0,0.8249990940093994,,,3.86731,58.818436,4.824756,59.287589,0.3477207762739771,0.5190903948684074,0.1763511576795468,0.010460706843167227,-148.4531087274892,-41.14125235779845,-22.930283572470998,,,,,-170.8786088618463,-36.01137274377733,-3.5925023936983336,,,,,,,
video_01,42,2.330359104113954,1,1,1.0,0.8249390125274658,,,3.709277,57.802662,4.495518,58.283397,0.38905877434910774,0.6275298694096769,0.1505876792885386,0.017103374325115543,-148.16028811205797,-41.98081397520446,-22.94784182783486,,,,,-171.28416568415906,-35.33540505041756,-3.1124662083282115,,,,,,,
video_01,43,2.3858438446880954,1,1,1.0,0.8359304070472717,,,3.870854,56.008196,4.750624,56.497572,0.3975205885118221,0.664081176748169,0.13096000027547516,0.015067815840218199,-149.98206803300266,-41.47095454550741,-22.135691454052974,,,,,-169.56068333809333,-35.55736776478412,-4.008426378311368,,,,,,,
video_01,44,2.4413285852622373,1,1,1.0,0.8411650657653809,,,3.484294,58.434392,4.348418,58.922184,0.33014187861443367,0.5202055335613517,0.14007822366751568,0.01202447492991713,-147.94652155254215,-40.7081747671762,-22.993720324942366,,,,,-170.30292679730138,-34.864619545942894,-3.2163486822399423,,,,,,,
video_01,45,2.496813325836379,1,1,1.0,0.8370807766914368,,,3.962633,58.88058,4.828754,59.333825,0.3548065565107456,0.5563594579728505,0.15325365504864077,0.007438217180037415,-146.63366687290426,-39.292636539374094,-22.38859394648108,,,,,-169.89937457872335,-34.3958315939137,-3.2777522361543086,,,,,,,
video_01,46,2.5522980664105206,1,1,1.0,0.844961404800415,,,4.228055,57.419683,4.947473,57.903303,0.29433034593204477,0.49138424653772633,0.09727644532636326,0.0018630135890427002,-147.10252006974332,-37.0776648318175,-22.479525116695743,,,,,-169.88506332508527,-33.16514274464936,-3.26469939671876,,,,,,,
video_01,47,2.6077828069846625,1,1,1.0,0.8504157662391663,,,3.89154,59.177789,4.695976,59.665208,0.2648414729035119,0.3743639651534029,0.15531898065362088,0.002127649821280805,-149.5281309547458,-33.28176794533757,-19.279434769677287,,,,,-167.93966843758722,-33.711675717080645,-3.6178376994089367,,,,,,,
video_01,48,2.6632675475588043,1,1,1.0,0.8422344923019409,,,3.518161,56.938426,4.147968,57.415585,0.22744839536239547,0.3634679858073682,0.09142880491742274,0.003089653236754095,-146.63692902008228,-32.43080679547859,-20.37824785064276,,,,,-167.43935538176834,-33.50175940930615,-2.854665677040408,,,,,,,
video_01,49,2.7187522881329462,1,1,1.0,0.841093897819519,,,3.829007,57.912169,4.590618,58.410172,0.23799921219089906,0.3434237041381873,0.13257472024361083,0.0023524794290357928,-147.17327302082134,-32.43912874163753,-19.801358379956042,,,,,-167.29157398510077,-33.410702947338436,-2.569060706279715,,,,,,,
video_01,50,2.7742370287070877,1,1,1.0,0.8391054272651672,,,3.664217,57.36309,4.4654,57.836635,0.24162411378283088,0.3684278877958356,0.1148203397698262,0.004758123869837909,-143.69510471345453,-34.07962964801511,-20.7778411456553,,,,,-168.04574116867943,-33.31693607493105,-1.308666144386482,,,,,,,
video_01,51,2.8297217692812295,1,1,1.0,0.8381124138832092,,,3.816947,57.322125,4.759762,57.821126,0.2980865831766601,0.5034802381096107,0.09269292824370949,0.004879631117028386,-147.9140879921936,-35.097751249669685,-19.520318112183677,,,,,-166.87783793766562,-34.01267731203317,-0.9525329011327908,,,,,,,
video_01,52,2.8852065098553714,1,1,1.0,0.8375948667526245,,,3.740278,55.321634,4.351498,55.806837,0.2758513610939972,0.45299090486433197,0.09871181732366241,0.003817527181643244,-147.09731131476948,-36.38328735803394,-20.358688774724197,,,,,-166.5521665545072,-35.116433605863726,-1.011228140516643,,,,,,,
video_01,53,2.9406912504295133,1,1,1.0,0.838146984577179,,,4.087191,54.328348,4.844959,54.828087,0.2788764091919113,0.45543834149762497,0.10231447688619769,0.00567394973935705,-146.85946700015464,-35.83670625642586,-19.5533227583981,,,,,-166.80203266985345,-35.246370122101354,-1.0211458331868337,,,,,,,
video_01,54,2.9961759910036547,1,1,1.0,0.8367016911506653,,,4.171245,53.821265,4.858262,54.320615,0.2760117761790902,0.4470921445833455,0.10493140777483483,0.008797584531968211,-147.9926830651975,-34.64305916799107,-19.270954713191525,,,,,-167.40581336875317,-35.005684163956936,-1.285393644094556,,,,,,,
video_01,55,3.0516607315777966,1,1,1.0,0.8378828763961792,,,3.846738,53.675649,4.613997,54.178701,0.23573027933482213,0.378022062632963,0.09343849603668125,0.003859731163881108,-148.4117295992195,-34.03374770891007,-18.868506942091834,,,,,-167.42665846510266,-35.20811018347014,-1.2853830188837323,,,,,,,
video_01,56,3.1071454721519385,1,1,1.0,0.8382144570350647,,,4.141496,54.015005,4.953477,54.507531,0.2551395120589776,0.39459614374127877,0.1156828803766765,0.0010803602921329782,-147.4445266835077,-33.463128981309076,-20.893507404455004,,,,,-167.95939250585187,-33.247443612695584,-1.7572294370446553,,,,,,,
video_01,57,3.16263021272608,1,1,1.0,0.8479073643684387,,,3.824038,55.988824,4.584884,56.33281,0.1955467143244799,0.2651093988297983,0.12598402981916149,0.006823700583177301,-149.16700572330015,-27.179801638601052,-17.461487691502814,,,,,-132.97334171048064,-37.354353534715514,-15.415584146644532,,,,,,,
video_01,58,3.218114953300222,1,1,1.0,0.8551743626594543,,,3.917236,53.668475,4.481928,54.098705,0.12140882925343455,0.13075468651737804,0.11206297198949106,0.004794547328315637,-150.5115207189092,-17.155276886291034,-10.51631498827561,,,,,-131.4899133608935,-26.99014253613301,-8.841190290690035,,,,,,,
video_01,59,3.2735996938743637,1,1,1.0,0.8766977190971375,,,4.028247,54.21599,4.843773,54.667069,0.11702572606350828,0.14252206285314267,0.09152938927387387,0.005354543437360043,-151.50165744528093,-9.947701248188054,-4.717784754588228,,,,,-118.39662490172272,-19.805679212525963,-4.349804327803112,,,,,,,
video_01,60,3.3290844344485055,1,1,1.0,0.8900033831596375,,,3.916074,56.191092,4.724446,56.739627,0.1032989383979652,0.09226064665204631,0.1143372301438841,0.006662853165971971,-148.87116957888477,2.719455672739496,3.5994119209913804,,,,,-97.01348860818567,-7.3506162238671156,0.4700325324115215,,,,,,,
video_01,61,3.384569175022647,1,1,1.0,0.8912678956985474,,,3.859616,56.892716,4.688805,57.292785,0.11612532484890559,0.12693120900869134,0.10531944068911982,0.0041723575024668145,-150.95280151231108,18.026301582304903,8.804983578433202,,,,,-87.86872500661956,2.1662260047118918,5.577543284487622,,,,,,,
video_01,62,3.440053915596789,1,1,1.0,0.8858400583267212,,,3.978139,50.38278,4.638182,50.716508,0.14011484425076018,0.11206640218288227,0.16816328631863808,0.005329339958859645,-148.60827565338923,22.187681205725884,11.72048766605817,,,,,-82.61045174840737,6.8466701633228,9.055670794703136,,,,,,,
video_01,63,3.4955386561709307,1,1,1.0,0.8860852122306824,,,3.48391,52.174643,4.268803,52.499813,0.16263289374850962,0.12835456972777054,0.1969112177692487,0.01212083942506783,-145.26041575867995,22.69985726291831,12.824874206381287,,,,,-83.7849182911235,7.062381660899081,9.82391510723781,,,,,,,
video_01,64,3.5510233967450726,1,1,1.0,0.885775089263916,,,3.673294,54.156397,4.410287,54.515401,0.14955777338582904,0.13479977523526138,0.16431577153639673,0.002082584013598044,-145.65008520316997,22.499987153555143,12.720456301712575,,,,,-82.20871425264434,8.46420108993471,10.561998257506957,,,,,,,
video_01,65,3.606508137319214,1,1,1.0,0.8865055441856384,,,3.451559,53.888273,4.117651,54.273567,0.13486789512165584,0.11660231693144091,0.15313347331187077,0.0041051531524962164,-143.74181480407273,21.588080698475604,14.105682633936489,,,,,-80.82712594957022,9.695135115249116,11.201782923589345,,,,,,,
video_01,66,3.661992877893356,1,1,1.0,0.887708842754364,,,4.034264,53.165397,4.749079,53.563234,0.15100105023685478,0.16412904771489273,0.13787305275881687,0.0033759569410895672,-142.74252305747385,20.76559604855591,14.269260163686129,,,,,-79.423674699307,9.232687846144183,11.98696301907143,,,,,,,
video_01,67,3.717477618467498,1,1,1.0,0.8880982398986816,,,3.725862,56.10879,4.412164,56.491936,0.1841884484910603,0.22334303526554417,0.14503386171657645,0.0018451170773047375,-145.7046504484974,21.174292042512445,13.45227479560454,,,,,-80.14384408113344,9.414842308753169,11.55163457269671,,,,,,,
video_01,68,3.7729623590416392,1,1,1.0,0.8996805548667908,,,3.657798,53.619428,4.353188,53.967427,0.1492770181083674,0.15386224786385325,0.1446917883528816,0.0030071965824124743,-143.82143436831043,23.255771404298706,14.43676848928226,,,,,-81.5449606581684,5.331450265029289,12.717798405092335,,,,,,,
video_01,69,3.828447099615781,1,1,1.0,0.8827637434005737,,,3.866146,53.591942,4.590726,53.960459,0.1916431664206029,0.23979770921035742,0.14348862363084836,0.002466232143317815,-146.23618006897388,21.37017441903103,11.76415532867003,,,,,-79.71821848801054,5.14800498199423,11.105688593442341,,,,,,,
video_01,70,3.883931840189923,1,1,1.0,0.8929002285003662,,,3.747118,56.747215,4.351195,57.249466,0.1909887649702901,0.22615169936074883,0.15582583057983135,0.007798513462930759,-145.78932935148117,25.483313227616694,13.471367809211763,,,,,-78.10815674367532,2.233293678920184,14.6062897858853,,,,,,,
video_01,71,3.939416580764065,1,1,1.0,0.8749547004699707,,,3.475115,56.674593,4.27837,57.167349,0.1471329023325927,0.1291534501462864,0.16511235451889902,0.004361916464284274,-144.1555839497457,24.052377338530924,16.144265878298636,,,,,-73.99515159657618,17.70640345768865,14.660887017128454,,,,,,,
video_01,72,3.9949013213382063,1,1,1.0,0.8740767240524292,,,3.414527,55.573974,4.05213,55.984835,0.1776557439361074,0.20189425588241866,0.15341723198979615,0.009540018998899204,-142.15979898358518,16.983442428070333,14.816662425953236,,,,,-72.43921935487516,22.602855746939447,17.24924895194261,,,,,,,
video_01,73,4.050386061912349,1,1,1.0,0.8872459530830383,,,3.448168,54.661786,4.143231,55.070209,0.20558274950371308,0.22444178664424874,0.1867237123631774,0.06443509661902842,-141.14110234125062,19.403499393169497,15.38445457895555,,,,,-69.76966510591498,30.195474875313657,20.962115002260344,,,,,,,
video_01,74,4.10587080248649,1,1,1.0,0.8744596838951111,,,3.71223,57.88862,4.401705,58.3836,0.23665796396667726,0.24791391398825924,0.2254020139450953,0.037056520806955213,-141.80844265468082,14.260948041266197,14.782337751284274,,,,,-68.3647294253823,-29.893041953106724,4.242805198325879,,,,,,,
video_01,75,4.1613555430606315,1,1,1.0,0.8692540526390076,,,3.905421,57.166789,4.709537,57.657665,0.24266294195856092,0.2650590866793962,0.22026679723772563,0.009835279005999939,-161.5362333021263,8.5913792017067,-171.65422828643526,,,,,-68.38029030307844,-34.20872220120317,1.2162760471473961,,,,,,,
video_01,76,4.216840283634774,1,1,1.0,0.8708052635192871,,,4.331993,57.422506,4.880591,57.889532,0.21774642568462554,0.2543122109957127,0.1811806403735384,0.003733759408051313,-141.06203694027317,29.40322591736546,13.081376094467815,,,,,-67.47647404654735,-35.63236720266868,-1.7811904920031683,,,,,,,
video_01,77,4.272325024208915,0,1,0.0,0.8611162900924683,face_missing,,3.562854,59.136715,3.724971,59.624307,,,,,,,,,,,,-69.37349211722324,-28.606112243952175,2.6646142830030226,,,,,,,
video_01,78,4.327809764783057,0,1,0.0,0.8586001992225647,face_missing,,6.059435,55.135109,6.169528,55.545296,,,,,,,,,,,,-69.17266746796705,-31.624941623490898,4.243291051599414,,,,,,,
video_01,79,4.383294505357199,0,1,0.0,0.8575141429901123,face_missing,,5.028249,58.692353,5.185407,59.101119,,,,,,,,,,,,-68.63391211770217,-29.70093889940066,6.801406076724182,,,,,,,
video_01,80,4.43877924593134,0,0,0.0,0.0,face_missing,face_missing,5.090107,56.031181,5.176363,56.047346,,,,,,,,,,,,,,,,,,,,,
video_01,81,4.494263986505482,0,1,0.0,0.8305573463439941,face_missing,,5.489884,54.052439,5.647249,54.457684,,,,,,,,,,,,-66.53332863761847,-36.80109035567364,2.363786977806397,,,,,,,
video_01,82,4.549748727079624,0,1,0.0,0.8566845059394836,face_missing,,5.42684,56.754789,5.591457,57.236445,,,,,,,,,,,,-70.32598823681266,-28.765339759438984,4.560841591639825,,,,,,,
video_01,83,4.605233467653766,0,1,0.0,0.8591213226318359,face_missing,,5.575392,59.273278,5.777712,59.778328,,,,,,,,,,,,-75.25879008551561,-30.179961448410456,3.342660796593623,,,,,,,
video_01,84,4.660718208227908,0,1,0.0,0.860171914100647,face_missing,,5.219516,59.291087,5.351299,59.798496,,,,,,,,,,,,-72.18833833125404,-17.10591345094604,8.323067767261156,,,,,,,
video_01,85,4.716202948802049,0,1,0.0,0.8490386009216309,face_missing,,5.543853,60.464245,5.728131,60.96605,,,,,,,,,,,,-71.21706338266192,-16.39259220186036,6.177188177416966,,,,,,,
video_01,86,4.771687689376191,0,1,0.0,0.8488479256629944,face_missing,,5.463013,60.575542,5.551439,61.076524,,,,,,,,,,,,-71.53615051334417,-12.862357163765948,8.557595302505574,,,,,,,
video_01,87,4.827172429950333,1,1,1.0,0.8429028987884521,,,5.849747,60.350176,6.709228,60.843448,0.2025394905130977,0.13595220971654431,0.26912677130965107,0.00829694379556456,-137.716890682089,20.348122458611904,16.374819934905698,,,,,-70.49383390769147,-27.154423883774538,7.047481244415792,,,,,,,
video_01,88,4.882657170524475,1,1,1.0,0.8450923562049866,,,3.855261,58.491945,4.643434,58.992727,0.14821397128163424,0.15006082888780445,0.14636711367546404,0.00823580569001907,-138.54658596707063,10.439817345307802,12.165955650309469,,,,,-71.098383551654,-17.42764016193402,8.358606933367346,,,,,,,
video_01,89,4.938141911098616,1,1,1.0,0.8074319958686829,,,4.031057,60.217118,4.921335,60.721984,0.15801014840852823,0.17496330976856234,0.14105698704849412,0.0008825154698249906,-139.4436341932201,11.527408527060956,12.145518432191633,,,,,-71.24291012661597,-21.602962326759084,10.141097491014351,,,,,,,
