source,scientific_status,run_id,family,model,representation,window_size_frames,fold,seed,balancing,subset,scope,label,metric,value
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,validation,global,,balanced_accuracy,0.41520445176359155
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,validation,global,,macro_f1,0.42510647195413176
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,test,global,,accuracy,0.8455497382198953
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,test,global,,balanced_accuracy,0.5646756457804671
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,test,global,,macro_f1,0.5518076215750635
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,all,cost,,training_seconds,360.0625308000017
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,all,cost,,model_size_bytes,637244
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,temporal,tcn,R0,150,1,42,,all,cost,,peak_gpu_memory_bytes,363581440
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,validation,global,,accuracy,0.9
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,validation,global,,balanced_accuracy,0.3701578673645713
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,validation,global,,macro_f1,0.37381364604096046
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,test,global,,accuracy,0.9022270505160239
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,test,global,,balanced_accuracy,0.7584930194360799
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,test,global,,macro_f1,0.525420694593627
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,all,cost,,training_seconds,295.7192161000021
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,all,cost,,model_size_bytes,637052
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,temporal,tcn,R0,150,2,42,,all,cost,,peak_gpu_memory_bytes,363581440
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,validation,global,,accuracy,0.792
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,validation,global,,balanced_accuracy,0.39446994768869437
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,validation,global,,macro_f1,0.38868153633314423
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,test,global,,accuracy,0.8941728064300067
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,test,global,,balanced_accuracy,0.4565277489805792
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,test,global,,macro_f1,0.4468412444973076
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,all,cost,,training_seconds,313.9401807000031
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,all,cost,,model_size_bytes,636924
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,temporal,tcn,R0,150,3,42,,all,cost,,peak_gpu_memory_bytes,363581440
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,validation,global,,accuracy,0.8552036199095022
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,validation,global,,balanced_accuracy,0.45091501977729526
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,validation,global,,macro_f1,0.4250736420407682
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,test,global,,accuracy,0.7713754646840149
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,test,global,,balanced_accuracy,0.5382175963571313
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,test,global,,macro_f1,0.354272442093486
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,all,cost,,training_seconds,347.4366588999983
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,all,cost,,model_size_bytes,636924
G2,reused_valid,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,temporal,tcn,R0,150,4,42,,all,cost,,peak_gpu_memory_bytes,363581440
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,validation,global,,accuracy,0.8571428571428571
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,validation,global,,balanced_accuracy,0.39755454379110294
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,validation,global,,macro_f1,0.41041757118105576
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,test,global,,accuracy,0.831151832460733
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,test,global,,balanced_accuracy,0.5358806688789121
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,test,global,,macro_f1,0.5326557684054466
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,all,cost,,training_seconds,6.9278790999997
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,all,cost,,parameter_count,17443
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,all,cost,,model_size_bytes,267763
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,temporal,transformer,R0,150,1,42,,all,cost,,peak_gpu_memory_bytes,570034688
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,validation,global,,accuracy,0.853448275862069
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,validation,global,,balanced_accuracy,0.4540574093646719
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,validation,global,,macro_f1,0.4084289248762933
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,test,global,,accuracy,0.8924497555676263
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,test,global,,balanced_accuracy,0.7921126471393376
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,test,global,,macro_f1,0.5280750980928918
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,all,cost,,training_seconds,8.022920000003069
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,all,cost,,parameter_count,17443
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,all,cost,,model_size_bytes,268851
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,temporal,transformer,R0,150,2,42,,all,cost,,peak_gpu_memory_bytes,570034688
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,validation,global,,accuracy,0.8
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,validation,global,,balanced_accuracy,0.39365621626751124
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,validation,global,,macro_f1,0.39020915706836284
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,test,global,,accuracy,0.8948425987943738
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,test,global,,balanced_accuracy,0.44807058769322916
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,test,global,,macro_f1,0.4421222480059219
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,all,cost,,training_seconds,6.004303699999582
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,all,cost,,parameter_count,17443
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,all,cost,,model_size_bytes,267507
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,temporal,transformer,R0,150,3,42,,all,cost,,peak_gpu_memory_bytes,570034688
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,validation,global,,accuracy,0.8552036199095022
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,validation,global,,balanced_accuracy,0.4475846841116302
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,validation,global,,macro_f1,0.42321963962359366
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,test,global,,accuracy,0.7797397769516728
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,test,global,,balanced_accuracy,0.5330216295332574
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,test,global,,macro_f1,0.3527387078963939
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,all,cost,,training_seconds,6.257067800001096
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,all,cost,,parameter_count,17443
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,all,cost,,model_size_bytes,267507
G2,reused_valid,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,temporal,transformer,R0,150,4,42,,all,cost,,peak_gpu_memory_bytes,570034688
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,validation,global,,accuracy,0.7822445561139029
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,validation,global,,balanced_accuracy,0.42660262112316905
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,validation,global,,macro_f1,0.41039961954671655
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,test,global,,accuracy,0.7009771986970684
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,test,global,,balanced_accuracy,0.5302540871229758
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,test,global,,macro_f1,0.4646540905400062
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,all,cost,,training_seconds,2.1855460000006133
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,all,cost,,parameter_count,51651
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,all,cost,,model_size_bytes,651410
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,temporal,lstm,R0,30,1,42,,all,cost,,peak_gpu_memory_bytes,233436160
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,validation,global,,accuracy,0.8582278481012658
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,validation,global,,balanced_accuracy,0.4021415639011275
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,validation,global,,macro_f1,0.3863971080465926
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,test,global,,accuracy,0.8869333333333334
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,test,global,,balanced_accuracy,0.764739326324823
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,test,global,,macro_f1,0.5178852148291876
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,all,cost,,training_seconds,3.133406599998125
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,all,cost,,parameter_count,51651
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,all,cost,,model_size_bytes,652434
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,temporal,lstm,R0,30,2,42,,all,cost,,peak_gpu_memory_bytes,233436160
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,validation,global,,accuracy,0.7728842832469776
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,validation,global,,balanced_accuracy,0.41001704916874254
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,validation,global,,macro_f1,0.3949116204171816
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,test,global,,accuracy,0.8783873099801719
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,test,global,,balanced_accuracy,0.4742623451595005
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,test,global,,macro_f1,0.4502651275967841
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,all,cost,,training_seconds,4.534945700001117
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,all,cost,,parameter_count,51651
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,all,cost,,model_size_bytes,653202
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,temporal,lstm,R0,30,3,42,,all,cost,,peak_gpu_memory_bytes,233610240
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,validation,global,,accuracy,0.8311345646437994
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,validation,global,,balanced_accuracy,0.4522897607376979
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,validation,global,,macro_f1,0.41893466059514983
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,test,global,,accuracy,0.7628959276018099
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,test,global,,balanced_accuracy,0.38346631205673765
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,test,global,,macro_f1,0.37253628298875324
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,all,cost,,training_seconds,5.429211899998336
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,all,cost,,parameter_count,51651
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,all,cost,,model_size_bytes,653522
G2,reused_valid,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,temporal,lstm,R0,30,4,42,,all,cost,,peak_gpu_memory_bytes,233610240
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,validation,global,,accuracy,0.821608040201005
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,validation,global,,balanced_accuracy,0.4199094664848089
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,validation,global,,macro_f1,0.42021622443488155
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,test,global,,accuracy,0.8312703583061889
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,test,global,,balanced_accuracy,0.5525554219049097
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,test,global,,macro_f1,0.5383928665484908
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,all,cost,,training_seconds,352.5282251999997
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,all,cost,,model_size_bytes,637116
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,temporal,tcn,R0,30,1,42,,all,cost,,peak_gpu_memory_bytes,131931136
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,validation,global,,accuracy,0.8649789029535865
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,validation,global,,balanced_accuracy,0.4085095305810041
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,validation,global,,macro_f1,0.3937711995066297
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,test,global,,accuracy,0.888
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,test,global,,balanced_accuracy,0.7639937781591933
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,test,global,,macro_f1,0.5184104980804827
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,all,cost,,training_seconds,299.91558409999925
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,all,cost,,model_size_bytes,637052
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,temporal,tcn,R0,30,2,42,,all,cost,,peak_gpu_memory_bytes,131256320
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,validation,global,,accuracy,0.772020725388601
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,validation,global,,balanced_accuracy,0.40782406671260224
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,validation,global,,macro_f1,0.39323755263809756
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,test,global,,accuracy,0.8797091870456047
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,test,global,,balanced_accuracy,0.4747486082278205
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,test,global,,macro_f1,0.4511424941377708
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,all,cost,,training_seconds,389.3013228999989
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,all,cost,,model_size_bytes,637372
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,temporal,tcn,R0,30,3,42,,all,cost,,peak_gpu_memory_bytes,131256320
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,validation,global,,accuracy,0.8355321020228672
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,validation,global,,balanced_accuracy,0.4478478299696374
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,validation,global,,macro_f1,0.41885136394604877
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,test,global,,accuracy,0.7619909502262443
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,test,global,,balanced_accuracy,0.38110224586288416
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,test,global,,macro_f1,0.37070946492360807
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,all,cost,,training_seconds,356.92091110000547
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,all,cost,,parameter_count,49379
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,all,cost,,model_size_bytes,636924
G2,reused_valid,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,temporal,tcn,R0,30,4,42,,all,cost,,peak_gpu_memory_bytes,131931136
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,validation,global,,accuracy,0.8316582914572864
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,validation,global,,balanced_accuracy,0.420435272490067
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,validation,global,,macro_f1,0.4243896479786495
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,test,global,,accuracy,0.7361563517915309
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,test,global,,balanced_accuracy,0.5049698639350199
G2,reused_valid,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,temporal,transformer,R0,30,1,42,,test,global,,macro_f1,0.4810944764018888
