source,scientific_status,run_id,family,model,representation,window_size_frames,fold,seed,balancing,subset,scope,label,metric,value
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,classical,fixed_rules,R0_flat,60,1,42,none,test,class,distraction,f1,0.05759162303664921
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,alert,precision,0.8927875243664717
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,alert,recall,0.903353057199211
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,alert,f1,0.8980392156862745
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,fatigue,precision,0.18181818181818182
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,fatigue,recall,0.5
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,fatigue,f1,0.26666666666666666
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,distraction,precision,0.3776223776223776
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,distraction,recall,0.3333333333333333
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,validation,class,distraction,f1,0.3540983606557377
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,alert,precision,0.8666061705989111
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,alert,recall,0.8777573529411765
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,alert,f1,0.8721461187214612
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,distraction,precision,0.6108490566037735
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,distraction,recall,0.683377308707124
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,classical,svm,R0_flat,60,1,42,none,test,class,distraction,f1,0.6450809464508095
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,alert,precision,0.8881640260950606
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,alert,recall,0.9398422090729783
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,alert,f1,0.9132726401533301
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,distraction,precision,0.42990654205607476
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,distraction,recall,0.2839506172839506
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,validation,class,distraction,f1,0.3420074349442379
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,alert,precision,0.8329238329238329
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,alert,recall,0.9347426470588235
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,alert,f1,0.880900822867042
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,distraction,precision,0.7188498402555911
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,distraction,recall,0.5936675461741425
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,classical,random_forest,R0_flat,60,1,42,none,test,class,distraction,f1,0.6502890173410405
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,alert,precision,0.8895078922934077
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,alert,recall,0.9447731755424064
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,alert,f1,0.9163079866092778
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,distraction,precision,0.4563106796116505
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,distraction,recall,0.29012345679012347
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,validation,class,distraction,f1,0.35471698113207545
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,alert,precision,0.8408903544929925
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,alert,recall,0.9375
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,alert,f1,0.8865710560625815
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,distraction,precision,0.735202492211838
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,distraction,recall,0.6226912928759895
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,classical,xgboost,R0_flat,60,1,42,none,test,class,distraction,f1,0.6742857142857143
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,alert,precision,0.9222222222222223
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,alert,recall,0.07685185185185185
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,alert,f1,0.14188034188034188
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,fatigue,precision,0.005555555555555556
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,fatigue,recall,0.058823529411764705
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,fatigue,f1,0.01015228426395939
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,distraction,precision,0.05647840531561462
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,distraction,recall,0.6710526315789473
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,validation,class,distraction,f1,0.1041879468845761
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,alert,precision,0.45714285714285713
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,alert,recall,0.010184595798854232
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,alert,f1,0.019925280199252802
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,distraction,precision,0.06530089628681178
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,distraction,recall,0.34812286689419797
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_2__seed_42,classical,fixed_rules,R0_flat,60,2,42,none,test,class,distraction,f1,0.10997304582210242
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,alert,precision,0.9355168884339816
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,alert,recall,0.8462962962962963
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,alert,f1,0.8886728245017015
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,fatigue,precision,0.02702702702702703
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,fatigue,recall,0.058823529411764705
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,fatigue,f1,0.037037037037037035
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,distraction,precision,0.15723270440251572
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,distraction,recall,0.32894736842105265
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,validation,class,distraction,f1,0.2127659574468085
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,alert,precision,0.9242227979274611
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,alert,recall,0.9083386378103119
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,alert,f1,0.9162118780096308
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,distraction,precision,0.6107142857142858
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,distraction,recall,0.5836177474402731
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,classical,svm,R0_flat,60,2,42,none,test,class,distraction,f1,0.5968586387434555
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,alert,precision,0.9346978557504874
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,alert,recall,0.887962962962963
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,alert,f1,0.9107312440645774
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,distraction,precision,0.1780821917808219
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,distraction,recall,0.34210526315789475
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,validation,class,distraction,f1,0.23423423423423423
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,alert,precision,0.9304237824161923
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,alert,recall,0.936346276257161
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,alert,f1,0.9333756345177665
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,distraction,precision,0.6466431095406361
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,distraction,recall,0.6245733788395904
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_2__seed_42,classical,random_forest,R0_flat,60,2,42,none,test,class,distraction,f1,0.6354166666666666
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,alert,precision,0.9352657004830918
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,alert,recall,0.8962962962962963
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,alert,f1,0.9153664302600473
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,distraction,precision,0.18840579710144928
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,distraction,recall,0.34210526315789475
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,validation,class,distraction,f1,0.24299065420560748
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,alert,precision,0.9302915082382763
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,alert,recall,0.9344366645448758
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,alert,f1,0.9323594791997459
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,distraction,precision,0.6398601398601399
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,distraction,recall,0.6245733788395904
G1,reused_valid,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,classical,xgboost,R0_flat,60,2,42,none,test,class,distraction,f1,0.6321243523316062
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,alert,precision,0.8058252427184466
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,alert,recall,0.08417849898580122
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,alert,f1,0.15243342516069788
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,fatigue,precision,0.00423728813559322
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,fatigue,recall,0.07692307692307693
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,fatigue,f1,0.008032128514056224
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,distraction,precision,0.1145320197044335
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,distraction,recall,0.6118421052631579
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,validation,class,distraction,f1,0.19294605809128632
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,alert,precision,0.5531914893617021
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,alert,recall,0.019019751280175568
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,alert,f1,0.036775106082036775
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,fatigue,precision,0.007142857142857143
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,fatigue,recall,0.047619047619047616
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,fatigue,f1,0.012422360248447204
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,distraction,precision,0.035034272658035034
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,distraction,recall,0.4107142857142857
G1,reused_valid,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,classical,fixed_rules,R0_flat,60,3,42,none,test,class,distraction,f1,0.06456140350877193
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,alert,precision,0.8814655172413793
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,alert,recall,0.8296146044624746
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,alert,f1,0.8547544409613375
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,distraction,precision,0.26108374384236455
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,distraction,recall,0.34868421052631576
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,validation,class,distraction,f1,0.29859154929577464
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,alert,precision,0.9549050632911392
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,alert,recall,0.8829553767373811
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,alert,f1,0.9175218548080578
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,distraction,precision,0.30454545454545456
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,distraction,recall,0.5982142857142857
G1,reused_valid,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,classical,svm,R0_flat,60,3,42,none,test,class,distraction,f1,0.4036144578313253
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,alert,precision,0.8796764408493428
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,alert,recall,0.8823529411764706
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,alert,f1,0.8810126582278481
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,fatigue,precision,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,fatigue,recall,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,fatigue,f1,0.0
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,distraction,precision,0.2839506172839506
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,distraction,recall,0.3026315789473684
G1,reused_valid,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,classical,random_forest,R0_flat,60,3,42,none,validation,class,distraction,f1,0.2929936305732484
