model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,run_id,scope,paradigm,family,seed,representation,window_size_frames,balancing,fingerprint,source,pr_auc_status,event_metrics_status
random_forest,temporal_behavior_v1,4,test,1095,0.8,0.5786084230611966,0.5734684403464119,0.3823122935642746,"[""alert"", ""distraction""]","[""fatigue""]",9.111807470999338,False,final__screening__feature__random_forest__temporal_behavior_v1__w60__fold_4__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,6757e95718eda232ef7e00dc8447c2f2f2a3710de872be2cc00e44e572ed3046,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,1,validation,1180,0.8423728813559322,0.4183894611245038,0.4264653353911268,0.4264653353911268,"[""alert"", ""fatigue"", ""distraction""]",[],9.927459223999904,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_1__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,afcdbb274c95b14fe9b10df1b7077ac9f493c1940355b2497091548bf7d466e4,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,1,test,1534,0.8096479791395046,0.5192133581664856,0.515214689597175,0.515214689597175,"[""alert"", ""fatigue"", ""distraction""]",[],9.93684495799971,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_1__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,afcdbb274c95b14fe9b10df1b7077ac9f493c1940355b2497091548bf7d466e4,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,2,validation,1173,0.8465473145780051,0.4288011695906433,0.39534104239986595,0.39534104239986595,"[""alert"", ""fatigue"", ""distraction""]",[],10.000764374999562,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_2__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,f5fcec00d76d65a3981e1a17a543b5bd3ad6a9261af3537434b3cdceb8e934c2,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,2,test,1864,0.8894849785407726,0.7817329020232324,0.7872938215143539,0.524862547676236,"[""alert"", ""distraction""]","[""fatigue""]",10.010859797999728,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_2__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,f5fcec00d76d65a3981e1a17a543b5bd3ad6a9261af3537434b3cdceb8e934c2,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,3,validation,1151,0.7993049522154648,0.3889274403046155,0.38854117760972046,0.38854117760972046,"[""alert"", ""fatigue"", ""distraction""]",[],10.046648300000015,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_3__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,5a2ffaa3e72974bc6c7f09509ab9446043282611aad89ab1d6c0c6a746563029,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,3,test,1500,0.8926666666666667,0.4467290207963215,0.44158982713081435,0.44158982713081435,"[""alert"", ""fatigue"", ""distraction""]",[],10.056058129999656,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_3__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,5a2ffaa3e72974bc6c7f09509ab9446043282611aad89ab1d6c0c6a746563029,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,4,validation,1125,0.8275555555555556,0.4417956741326307,0.4116187253243091,0.4116187253243091,"[""alert"", ""fatigue"", ""distraction""]",[],10.114217571000154,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_4__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,ca7ae3fd0f752ee68f281b88d977539453947e49e074ed0a3195494510100b42,new,pending_probability_support,pending_confirmation
xgboost,temporal_behavior_v1,4,test,1095,0.7771689497716895,0.57794966153287,0.5655061631261473,0.3770041087507649,"[""alert"", ""distraction""]","[""fatigue""]",10.123274909999964,False,final__screening__feature__xgboost__temporal_behavior_v1__w60__fold_4__seed_42,screening,feature,classical,42,temporal_behavior_v1,60,class_weights,ca7ae3fd0f752ee68f281b88d977539453947e49e074ed0a3195494510100b42,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,1,validation,1180,0.6084745762711864,0.6700513794530888,0.36569936508784257,0.36569936508784257,"[""alert"", ""fatigue"", ""distraction""]",[],1156.7765019119997,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_1__seed_42,screening,shapelet,classical,42,R0,60,none,abca511bac0972b8e3b71d24f036a31315b376d910fcaf77a3eaa62b21108d4e,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,1,test,1534,0.6681877444589309,0.56747888873188,0.5170783708011321,0.5170783708011321,"[""alert"", ""fatigue"", ""distraction""]",[],1156.9693989770003,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_1__seed_42,screening,shapelet,classical,42,R0,60,none,abca511bac0972b8e3b71d24f036a31315b376d910fcaf77a3eaa62b21108d4e,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,2,validation,1173,0.7570332480818415,0.39639376218323585,0.3680823472199708,0.3680823472199708,"[""alert"", ""fatigue"", ""distraction""]",[],704.733458712999,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_2__seed_42,screening,shapelet,classical,42,R0,60,none,46f16f930060a1a27cb907167b17e5be2440c04eb4b5a99ec3b74afd75c17639,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,2,test,1864,0.8390557939914163,0.744874571749478,0.7538840733143651,0.5025893822095767,"[""alert"", ""distraction""]","[""fatigue""]",705.1824078589998,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_2__seed_42,screening,shapelet,classical,42,R0,60,none,46f16f930060a1a27cb907167b17e5be2440c04eb4b5a99ec3b74afd75c17639,new,pending_probability_support,pending_confirmation
random_shapelet_ridge,R0,3,validation,1151,0.7289313640312771,0.407916978043486,0.3958805696259406,0.3958805696259406,"[""alert"", ""fatigue"", ""distraction""]",[],1084.9489246680005,False,final__screening__shapelet__random_shapelet_ridge__r0__w60__fold_3__seed_42,screening,shapelet,classical,42,R0,60,none,a2441e45a9954a62604d6277ad05ae277bb5c66eff7ae7958b2aacc58cc28fee,new,pending_probability_support,pending_confirmation
