video_id,frame_index,timestamp_seconds,ear,mar,pitch,yaw,roll,face_detected,pose_detected,ear_eye,pitch_raw,yaw_raw,roll_raw,pose_confidence,face_presence_confidence,face_mesh_detected,indicators_accepted,all_indicators_valid,detection_status,ear_valid,mar_valid,head_pose_valid,ear_status,mar_status,head_pose_status
video_01,0,0.0,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8610749244689941,0.24495552480220795,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,1,0.066,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8664922714233398,0.00016648347082082182,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,2,0.133,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8838681578636169,0.15797145664691925,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,3,0.199,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.894223690032959,0.004754859022796154,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,4,0.266,0.30948241869377785,0.05002121474198658,-47.067685564111564,-15.474885301133224,-153.74953360992973,1,1,RIGHT_EYE,-47.067685564111564,-15.474885301133224,-153.74953360992973,0.8876739740371704,0.6648336052894592,1,1,1,both_detected,1,1,1,ok,ok,ok
video_01,5,0.333,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8931999802589417,0.4960024952888489,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,6,0.399,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8932995200157166,0.28354698419570923,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,7,0.466,0.3628993592369264,0.05969729639121326,-46.41679264575393,-16.698281211437436,-152.47369106752703,1,1,RIGHT_EYE,-46.41679264575393,-16.698281211437436,-152.47369106752703,0.8873999714851379,0.5542427897453308,1,1,1,both_detected,1,1,1,ok,ok,ok
video_01,8,0.533,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8887354135513306,0.16925972700119019,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_01,9,0.599,0.35966796973480075,0.02836313012501444,-46.46878161112008,-13.017584858440157,-158.43949588391746,1,1,RIGHT_EYE,-46.46878161112008,-13.017584858440157,-158.43949588391746,0.8960898518562317,0.5275694727897644,1,1,1,both_detected,1,1,1,ok,ok,ok
