video,frame_index,backend,method,presence,pitch,yaw,roll,rmse_px,min_depth,all_positive_depth
3,4406,cpu,sqpnp,0.9992459416389465,-21.120015320651497,-20.36257233494469,-131.69337765279158,4.228843856063289,0.925846152028206,True
3,4406,cuda,iterative,0.9992459416389465,1.3471237341106799,5.247061603309794,-95.98457950516607,618.8563341710534,-0.03960160361354949,False
3,4406,cuda,sqpnp,0.9992459416389465,-21.11962543679299,-20.362429947071227,-131.69325532300326,4.228907525832693,0.9258456995666053,True
3,4407,cpu,iterative,0.9997177720069885,-52.03263512423967,-177.14727803975046,176.74461607022542,1.9666749953324167,-1.0356428083191442,False
3,4407,cpu,sqpnp,0.9997177720069885,9.199499024372491,-2.938118185432167,-160.04571898723722,5.876111037631968,1.0502440545090803,True
3,4407,cuda,iterative,0.9997172355651855,-52.03235695942534,-177.14534614128212,176.73881076279002,1.9663599561731744,-1.0356333546139571,False
3,4407,cuda,sqpnp,0.9997172355651855,9.202037591114092,-2.9536881631769396,-160.045729756917,5.8747362445037,1.0502476695028726,True
3,4408,cpu,iterative,0.9990593791007996,-32.66263577329082,-20.833826433791724,-149.48723004369455,1.8445335158262595,0.9838028284728985,True
3,4408,cpu,sqpnp,0.9990593791007996,-22.030045197109903,-21.92637384808624,-129.22031657971016,4.736342203049341,0.9283543272122083,True
3,4408,cuda,iterative,0.9990610480308533,-32.67345674907713,-20.83722177369191,-149.48866841628507,1.844121175435393,0.9837891491358128,True
3,4408,cuda,sqpnp,0.9990610480308533,-22.04094335590027,-21.929172050131587,-129.23375663686932,4.734388893111963,0.9284309458045001,True
3,28544,cpu,iterative,0.9806429743766785,41.510700786091526,38.249416059958214,-138.82492192344915,2.329124936187526,0.8777730026495121,True
3,28544,cpu,sqpnp,0.9806429743766785,33.045879430059266,35.85437578107109,-126.80403998068485,4.135189398234746,0.837813232073323,True
3,28544,cuda,iterative,0.9806103706359863,41.5026127987456,38.24459159875912,-138.8227031390814,2.3284978778383425,0.8778255972381382,True
3,28544,cuda,sqpnp,0.9806103706359863,32.9993511634442,35.82353936945427,-126.80697010565177,4.137965562824196,0.8379233567542792,True
3,28545,cpu,iterative,0.8269855976104736,36.81001095457267,-164.2223974824213,-174.09142054932892,3.119171662325978,-0.9576831797025346,False
3,28545,cpu,sqpnp,0.8269855976104736,39.827935892754425,37.68344239734613,-129.0631787678681,3.844123705875502,0.8334530405403214,True
3,28545,cuda,iterative,0.8261836171150208,2.589002084482203,-164.8037632682127,149.3877399997135,8.179825545701178,-1.127137072667892,False
3,28545,cuda,sqpnp,0.8261836171150208,39.83376045735565,37.69277916191787,-129.06261044375688,3.8414638116738757,0.8335171147519056,True
3,28546,cpu,missing_face,0.4601428806781769,,,,,,
3,28546,cuda,missing_face,0.45864206552505493,,,,,,
3,28672,cpu,missing_face,1.6747056861277088e-06,,,,,,
3,28672,cuda,missing_face,1.6753590443840949e-06,,,,,,
3,28673,cpu,missing_face,5.375215437197767e-07,,,,,,
3,28673,cuda,missing_face,5.379718004405731e-07,,,,,,
3,28674,cpu,missing_face,1.3531368495023344e-05,,,,,,
3,28674,cuda,missing_face,1.3478153050527908e-05,,,,,,
4,243,cpu,iterative,0.9998172521591187,-20.652483424350905,-13.190383023055176,-149.2993041809783,2.207255129764008,0.9440494663429169,True
4,243,cpu,sqpnp,0.9998172521591187,-10.019636257326871,-12.12156601184019,-129.38718331032368,4.621356698812246,0.8757229204305667,True
4,243,cuda,iterative,0.9998157024383545,-20.651757899574235,-13.1851563854847,-149.29792045361003,2.205993714714731,0.9440124378172541,True
4,243,cuda,sqpnp,0.9998157024383545,-10.028510316292715,-12.120600375471025,-129.38097481364804,4.621441864785017,0.8756456198432283,True
4,244,cpu,iterative,0.9972342252731323,-44.12478174268708,177.6099977701898,-171.7396522984148,2.509259857437334,-0.9774940111836207,False
4,244,cpu,sqpnp,0.9972342252731323,3.838704840368444,-15.055245507288516,-143.53709634665833,5.618654343168032,0.9182378852197918,True
4,244,cuda,iterative,0.9972333312034607,-44.11926217528526,177.6110341470973,-171.73758861836797,2.5090398504076874,-0.9774874669877346,False
4,244,cuda,sqpnp,0.9972333312034607,3.784948087964115,-15.141078864943278,-143.3749096735393,5.629838853440514,0.9174075845535308,True
4,245,cpu,iterative,0.9971880912780762,-30.287765570747403,-15.220542131865662,-151.1440395568219,2.421061300897219,0.8995842783028657,True
4,245,cpu,sqpnp,0.9971880912780762,-31.661125382087665,-15.888721851010512,-150.67234498245887,2.448488034483431,0.8856419013142568,True
4,245,cuda,iterative,0.997215747833252,-30.289826998623923,-15.222642729293565,-151.14343714065643,2.4210104135700394,0.8995548951712528,True
4,245,cuda,sqpnp,0.997215747833252,-31.65890385809407,-15.88937999652128,-150.6705274657235,2.44833223848127,0.8856274985568399,True
4,246,cpu,iterative,0.9935800433158875,-25.997224973005977,-16.776042223216653,-147.47005662538498,2.173832728570704,0.9056596242536628,True
4,246,cpu,sqpnp,0.9935800433158875,-2.6262020527988317,-21.0017100117402,-135.96536392130508,6.391259631383851,0.8855691856414221,True
4,246,cuda,iterative,0.9935437440872192,-26.024575039436108,-16.782099128071522,-147.47381518917948,2.174589842718199,0.9054729854893635,True
4,246,cuda,sqpnp,0.9935437440872192,-2.474659135836003,-20.778497566526543,-136.31656687667,6.3633114196957745,0.8878803780854572,True
4,23861,cpu,iterative,0.8722437024116516,-28.457449254793612,-12.736137607110674,-157.4113467995767,1.7811266976113538,0.9609869355033248,True
4,23861,cpu,sqpnp,0.8722437024116516,-37.747555837902226,-19.638952254531613,-150.03179845183445,2.912895332168983,0.8988801674195148,True
4,23861,cuda,iterative,0.8722423911094666,-28.457441651765798,-12.736104986901521,-157.4114004774372,1.7811278616844137,0.9609871685287834,True
4,23861,cuda,sqpnp,0.8722423911094666,-37.74753575257259,-19.638767343565128,-150.03200314584024,2.9128784039524085,0.8988809272110684,True
4,23862,cpu,iterative,0.8117090463638306,-47.215989076768906,173.3837010871581,-174.8236473384113,2.025790344783806,-0.9886203608934948,False
4,23862,cpu,sqpnp,0.8117090463638306,-28.981823762373548,-25.811429564855437,-139.62704944655877,2.7038833387619747,0.8656938613950801,True
4,23862,cuda,iterative,0.811707615852356,-47.21610586473653,173.38373770821713,-174.82365867653806,2.0257964909122945,-0.9886197163223706,False
4,23862,cuda,sqpnp,0.811707615852356,-28.982033763969973,-25.811497524681368,-139.62713507670108,2.703875796171479,0.8656931751208993,True
4,23863,cpu,iterative,0.9991474747657776,-22.033131506610804,-23.599585801188606,-145.3599672889441,1.819729401864558,0.9015895309443405,True
4,23863,cpu,sqpnp,0.9991474747657776,-25.804536517252608,-27.833187361379338,-136.01046374527257,2.740887399830591,0.8494797106556968,True
4,23863,cuda,iterative,0.9991583824157715,-22.020818040882098,-23.599652905863252,-145.3512468888336,1.8193554910144292,0.9015840637582728,True
4,23863,cuda,sqpnp,0.9991583824157715,-25.792145815564922,-27.830471391305547,-136.0098110328083,2.739484342745309,0.849501042379815,True
