run_id,model,scenario,strategy,fold,subset,video_id,session_id,observed_hours,false_fatigue_windows,false_fatigue_episodes,false_windows_per_hour,false_episodes_per_hour
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,tcn,A,none,1,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,tcn,A,none,1,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,tcn,A,none,1,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,tcn,A,none,1,test,video_01,session_01,0.4933518182717438,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,tcn,A,none,2,validation,video_01,session_01,0.08484541579462511,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,tcn,A,none,2,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,tcn,A,none,2,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,tcn,A,none,2,test,video_02,session_02,0.498435,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,tcn,A,none,3,validation,video_01,session_01,0.08484541579462511,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,tcn,A,none,3,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,tcn,A,none,3,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,tcn,A,none,3,test,video_03,session_03,0.49538827800487906,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,tcn,A,none,4,validation,video_01,session_01,0.08484541579462511,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,tcn,A,none,4,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,tcn,A,none,4,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,tcn,A,none,4,test,video_04,session_04,0.49564397622417944,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,transformer,A,none,1,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,transformer,A,none,1,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,transformer,A,none,1,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,transformer,A,none,1,test,video_01,session_01,0.4933518182717438,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,transformer,A,none,2,validation,video_01,session_01,0.08623253430897865,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,transformer,A,none,2,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,transformer,A,none,2,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,transformer,A,none,2,test,video_02,session_02,0.498435,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,transformer,A,none,3,validation,video_01,session_01,0.08623253430897865,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,transformer,A,none,3,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,transformer,A,none,3,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,transformer,A,none,3,test,video_03,session_03,0.49538827800487906,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,transformer,A,none,4,validation,video_01,session_01,0.08623253430897865,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,transformer,A,none,4,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,transformer,A,none,4,validation,video_03,session_03,0.09897965594162766,0,0,0.0,0.0
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,transformer,A,none,4,test,video_04,session_04,0.49564397622417944,0,0,0.0,0.0
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,transformer,B,class_weights,1,validation,video_02,session_02,0.099687,15,2,150.47097414908666,20.06279655321155
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,transformer,B,class_weights,1,validation,video_03,session_03,0.09897965594162766,64,3,646.5975193704796,30.309258720491233
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,transformer,B,class_weights,1,validation,video_04,session_04,0.09894167151620005,60,4,606.417893295607,40.42785955304046
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,transformer,B,class_weights,1,test,video_01,session_01,0.4933518182717438,12,7,24.32341293893897,14.1886575477144
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,transformer,B,class_weights,2,validation,video_01,session_01,0.08623253430897865,15,5,173.94826813570964,57.98275604523655
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,transformer,B,class_weights,2,validation,video_03,session_03,0.09897965594162766,4,2,40.41234496065498,20.20617248032749
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,transformer,B,class_weights,2,validation,video_04,session_04,0.09894167151620005,1,1,10.106964888260116,10.106964888260116
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,transformer,B,class_weights,2,test,video_02,session_02,0.498435,45,8,90.28258448945198,16.050237242569242
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,transformer,B,class_weights,3,validation,video_01,session_01,0.08623253430897865,32,3,371.08963868951395,34.78965362714193
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,transformer,B,class_weights,3,validation,video_02,session_02,0.099687,11,2,110.34538104266353,20.06279655321155
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,transformer,B,class_weights,3,validation,video_04,session_04,0.09894167151620005,1,1,10.106964888260116,10.106964888260116
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,transformer,B,class_weights,3,test,video_03,session_03,0.49538827800487906,18,2,36.33513508331887,4.037237231479874
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,transformer,B,class_weights,4,validation,video_01,session_01,0.08623253430897865,132,4,1530.744759594245,46.38620483618924
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,transformer,B,class_weights,4,validation,video_02,session_02,0.099687,21,5,210.6593638087213,50.15699138302888
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,transformer,B,class_weights,4,validation,video_03,session_03,0.09897965594162766,30,4,303.0925872049123,40.41234496065498
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,transformer,B,class_weights,4,test,video_04,session_04,0.49564397622417944,96,16,193.68741396057897,32.28123566009649
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,lstm,B,class_weights,1,validation,video_02,session_02,0.099687,11,3,110.34538104266353,30.09419482981733
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,lstm,B,class_weights,1,validation,video_03,session_03,0.09897965594162766,7,4,70.7216036811462,40.41234496065498
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,lstm,B,class_weights,1,validation,video_04,session_04,0.09894167151620005,4,4,40.42785955304046,40.42785955304046
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,lstm,B,class_weights,1,test,video_01,session_01,0.4933518182717438,225,47,456.0639926051057,95.26670067751097
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,lstm,B,class_weights,2,validation,video_01,session_01,0.08484541579462511,0,0,0.0,0.0
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,lstm,B,class_weights,2,validation,video_03,session_03,0.09897965594162766,1,1,10.103086240163744,10.103086240163744
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,lstm,B,class_weights,2,validation,video_04,session_04,0.09894167151620005,0,0,0.0,0.0
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,lstm,B,class_weights,2,test,video_02,session_02,0.498435,1,1,2.0062796553211553,2.0062796553211553
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,lstm,B,class_weights,3,validation,video_01,session_01,0.08484541579462511,98,14,1155.0417790068539,165.00596842955053
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,lstm,B,class_weights,3,validation,video_02,session_02,0.099687,5,3,50.15699138302888,30.09419482981733
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,lstm,B,class_weights,3,validation,video_04,session_04,0.09894167151620005,11,9,111.17661377086128,90.96268399434105
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,lstm,B,class_weights,3,test,video_03,session_03,0.49538827800487906,45,25,90.83783770829716,50.46546539349842
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,lstm,B,class_weights,4,validation,video_01,session_01,0.08484541579462511,111,14,1308.2616068342936,165.00596842955053
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,lstm,B,class_weights,4,validation,video_02,session_02,0.099687,8,3,80.2511862128462,30.09419482981733
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,lstm,B,class_weights,4,validation,video_03,session_03,0.09897965594162766,24,8,242.47406976392986,80.82468992130995
G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,lstm,B,class_weights,4,test,video_04,session_04,0.49564397622417944,45,24,90.7909752940214,48.42185349014474
G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,svm,B,class_weights,1,validation,video_02,session_02,0.099687,0,0,0.0,0.0
G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,svm,B,class_weights,1,validation,video_03,session_03,0.09897965594162766,6,4,60.618517440982465,40.41234496065498
G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,svm,B,class_weights,1,validation,video_04,session_04,0.09894167151620005,3,2,30.32089466478035,20.21392977652023
G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,svm,B,class_weights,1,test,video_01,session_01,0.4933518182717438,8,7,16.215608625959312,14.1886575477144
G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,svm,B,class_weights,2,validation,video_01,session_01,0.08484541579462511,10,6,117.86140602110753,70.71684361266452
G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,svm,B,class_weights,2,validation,video_03,session_03,0.09897965594162766,20,12,202.06172480327487,121.23703488196493
G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,svm,B,class_weights,2,validation,video_04,session_04,0.09894167151620005,16,8,161.71143821216185,80.85571910608093
G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,svm,B,class_weights,2,test,video_02,session_02,0.498435,43,23,86.27002517880968,46.14443207238657
G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,svm,B,class_weights,3,validation,video_01,session_01,0.08484541579462511,6,4,70.71684361266452,47.144562408443015
G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,svm,B,class_weights,3,validation,video_02,session_02,0.099687,11,8,110.34538104266353,80.2511862128462
G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,svm,B,class_weights,3,validation,video_04,session_04,0.09894167151620005,5,4,50.534824441300586,40.42785955304046
G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,svm,B,class_weights,3,test,video_03,session_03,0.49538827800487906,15,14,30.279279236099054,28.26066062035912
G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,svm,B,class_weights,4,validation,video_01,session_01,0.08484541579462511,10,4,117.86140602110753,47.144562408443015
G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,svm,B,class_weights,4,validation,video_02,session_02,0.099687,15,6,150.47097414908666,60.18838965963466
G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,svm,B,class_weights,4,validation,video_03,session_03,0.09897965594162766,20,9,202.06172480327487,90.92777616147369
G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,svm,B,class_weights,4,test,video_04,session_04,0.49564397622417944,37,24,74.65035746397314,48.42185349014474
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,tcn,B,class_weights,1,validation,video_02,session_02,0.099687,21,6,210.6593638087213,60.18838965963466
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,tcn,B,class_weights,1,validation,video_03,session_03,0.09897965594162766,71,9,717.3191230516258,90.92777616147369
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,tcn,B,class_weights,1,validation,video_04,session_04,0.09894167151620005,61,9,616.5248581838671,90.96268399434105
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,tcn,B,class_weights,1,test,video_01,session_01,0.4933518182717438,336,45,681.0555622902912,91.21279852102114
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,tcn,B,class_weights,2,validation,video_01,session_01,0.08484541579462511,51,16,601.0931707076484,188.57824963377206
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,tcn,B,class_weights,2,validation,video_03,session_03,0.09897965594162766,15,9,151.54629360245616,90.92777616147369
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,tcn,B,class_weights,2,validation,video_04,session_04,0.09894167151620005,18,11,181.9253679886821,111.17661377086128
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,tcn,B,class_weights,2,test,video_02,session_02,0.498435,38,16,76.23862690220389,32.100474485138484
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,tcn,B,class_weights,3,validation,video_01,session_01,0.08484541579462511,20,6,235.72281204221505,70.71684361266452
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,tcn,B,class_weights,3,validation,video_02,session_02,0.099687,7,6,70.21978793624044,60.18838965963466
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,tcn,B,class_weights,3,validation,video_04,session_04,0.09894167151620005,13,9,131.39054354738153,90.96268399434105
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,tcn,B,class_weights,3,test,video_03,session_03,0.49538827800487906,44,17,88.81921909255722,34.31651646757893
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,tcn,B,class_weights,4,validation,video_01,session_01,0.08484541579462511,101,14,1190.400200813186,165.00596842955053
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,tcn,B,class_weights,4,validation,video_02,session_02,0.099687,12,6,120.37677931926932,60.18838965963466
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,tcn,B,class_weights,4,validation,video_03,session_03,0.09897965594162766,14,8,141.4432073622924,80.82468992130995
G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,tcn,B,class_weights,4,test,video_04,session_04,0.49564397622417944,61,30,123.07221095411788,60.52731686268093
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,transformer,C,weighted_sampling,1,validation,video_02,session_02,0.099687,11,1,110.34538104266353,10.031398276605776
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,transformer,C,weighted_sampling,1,validation,video_03,session_03,0.09897965594162766,64,2,646.5975193704796,20.20617248032749
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,transformer,C,weighted_sampling,1,validation,video_04,session_04,0.09894167151620005,60,4,606.417893295607,40.42785955304046
G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,transformer,C,weighted_sampling,1,test,video_01,session_01,0.4933518182717438,54,14,109.45535822522537,28.3773150954288
