model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,scenario,balancing,seed
svm,r0_flat,4,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,C,weighted_sampling,42
svm,r0_flat,4,test,distraction,alert,96,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,C,weighted_sampling,42
svm,r0_flat,4,test,distraction,fatigue,9,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,C,weighted_sampling,42
svm,r0_flat,4,test,distraction,distraction,33,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,C,weighted_sampling,42
svm,r0_flat,1,validation,alert,alert,905,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,alert,fatigue,9,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,alert,distraction,100,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,fatigue,alert,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,fatigue,fatigue,2,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,fatigue,distraction,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,distraction,alert,103,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,distraction,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,validation,distraction,distraction,59,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,alert,alert,935,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,alert,fatigue,6,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,alert,distraction,147,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,fatigue,alert,25,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,fatigue,distraction,42,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,distraction,alert,108,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,distraction,fatigue,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,1,test,distraction,distraction,270,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,alert,alert,908,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,alert,fatigue,30,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,alert,distraction,142,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,fatigue,alert,15,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,fatigue,fatigue,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,fatigue,distraction,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,distraction,alert,45,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,distraction,fatigue,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,validation,distraction,distraction,30,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,alert,alert,1414,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,alert,fatigue,32,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,alert,distraction,125,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,fatigue,alert,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,fatigue,distraction,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,distraction,alert,117,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,distraction,fatigue,5,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,2,test,distraction,distraction,171,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,alert,alert,803,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,alert,fatigue,14,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,alert,distraction,169,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,fatigue,alert,13,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,fatigue,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,fatigue,distraction,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,distraction,alert,94,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,distraction,fatigue,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,validation,distraction,distraction,57,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,alert,alert,1182,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,alert,fatigue,8,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,alert,distraction,177,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,fatigue,alert,15,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,fatigue,distraction,6,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,distraction,alert,43,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,distraction,fatigue,4,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,3,test,distraction,distraction,65,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,alert,alert,839,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,alert,fatigue,29,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,alert,distraction,144,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,fatigue,alert,14,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,fatigue,fatigue,1,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,fatigue,distraction,2,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,distraction,alert,53,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,distraction,fatigue,3,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,validation,distraction,distraction,40,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,alert,alert,774,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,alert,fatigue,25,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,alert,distraction,158,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,fatigue,alert,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,fatigue,fatigue,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,fatigue,distraction,0,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,distraction,alert,88,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,distraction,fatigue,3,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
svm,r0_flat,4,test,distraction,distraction,47,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,g4_d_augmentation_w60,R0,60,D,augmentation,42
