model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,best_epoch,best_training_loss,best_validation_loss,best_validation_macro_f1,configuration_id,inference_seconds,inference_windows_per_second,model_size_bytes,parameter_count,peak_gpu_memory_bytes,stopping_epoch,training_seconds
tcn,temporal_r0,2,validation,1173,0.7246376811594203,0.49339334174215493,0.38381767490112173,0.38381767490112173,"[""alert"", ""fatigue"", ""distraction""]",[],284.21722659999796,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,4,0.9365705414923807,1.0614251592478383,0.38381767490112173,g4_b_class_weights_w60,3.667486500002269,319.83757813403656,637052,49379,188977664,19,284.21722659999796
tcn,temporal_r0,2,test,1864,0.8626609442060086,0.7810898473396871,0.7774969101900573,0.5183312734600382,"[""alert"", ""distraction""]","[""fatigue""]",284.21722659999796,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,4,0.9365705414923807,1.0614251592478383,0.38381767490112173,g4_b_class_weights_w60,5.8548451000024215,318.3687985185516,637052,49379,188977664,19,284.21722659999796
tcn,temporal_r0,3,validation,1151,0.7471763683753258,0.40388687235329707,0.39384059125073234,0.39384059125073234,"[""alert"", ""fatigue"", ""distraction""]",[],301.0808567999993,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,4,0.8566997883103898,1.1831304072090898,0.39384059125073234,g4_b_class_weights_w60,3.5833621000056155,321.2067237073798,637052,49379,188977664,19,301.0808567999993
tcn,temporal_r0,3,test,1500,0.8713333333333333,0.4928080839748725,0.4699633118481286,0.4699633118481286,"[""alert"", ""fatigue"", ""distraction""]",[],301.0808567999993,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,4,0.8566997883103898,1.1831304072090898,0.39384059125073234,g4_b_class_weights_w60,4.742809000003035,316.26827055423064,637052,49379,188977664,19,301.0808567999993
tcn,temporal_r0,4,validation,1125,0.7217777777777777,0.5147058823529412,0.41639273351049894,0.41639273351049894,"[""alert"", ""fatigue"", ""distraction""]",[],339.59701619999396,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,4,0.8389066987318302,1.12115749168396,0.41639273351049894,g4_b_class_weights_w60,3.5823222999970312,314.0420949842878,637052,49379,188977664,19,339.59701619999396
tcn,temporal_r0,4,test,1095,0.7141552511415525,0.5605038389895961,0.5504695056843163,0.3669796704562109,"[""alert"", ""distraction""]","[""fatigue""]",339.59701619999396,False,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,4,0.8389066987318302,1.12115749168396,0.41639273351049894,g4_b_class_weights_w60,3.899109899997711,280.83332557531725,637052,49379,188977664,19,339.59701619999396
transformer,temporal_r0,1,validation,1155,0.7212121212121212,0.41784365010171465,0.4232512985568683,0.4232512985568683,"[""alert"", ""fatigue"", ""distraction""]",[],8.422492800003965,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,10,0.40993733163975726,0.9041661896746912,0.4232512985568683,g4_c_weighted_sampling_w150,0.037723499997809995,30617.5195850611,268403,17443,568796672,25,8.422492800003965
transformer,temporal_r0,1,test,1528,0.6681937172774869,0.5201281801028044,0.45360837674308424,0.45360837674308424,"[""alert"", ""fatigue"", ""distraction""]",[],8.422492800003965,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,10,0.40993733163975726,0.9041661896746912,0.4232512985568683,g4_c_weighted_sampling_w150,0.1767760000002454,8643.707290570434,268403,17443,568796672,25,8.422492800003965
transformer,temporal_r0,2,validation,1160,0.728448275862069,0.43421913533645373,0.3587981979460155,0.3587981979460155,"[""alert"", ""fatigue"", ""distraction""]",[],5.8143874000015785,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,5,0.6998621643964099,0.7913233234964568,0.3587981979460155,g4_c_weighted_sampling_w150,0.03856509999604896,30079.009262749052,267891,17443,568970752,20,5.8143874000015785
transformer,temporal_r0,2,test,1841,0.8598587724063009,0.7743407245186604,0.7769838732250933,0.5179892488167289,"[""alert"", ""distraction""]","[""fatigue""]",5.8143874000015785,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,5,0.6998621643964099,0.7913233234964568,0.3587981979460155,g4_c_weighted_sampling_w150,0.05506050000258256,33435.947728655745,267891,17443,568970752,20,5.8143874000015785
transformer,temporal_r0,3,validation,1125,0.7271111111111112,0.42995860171049666,0.40037880031968126,0.40037880031968126,"[""alert"", ""fatigue"", ""distraction""]",[],9.686435399999027,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,15,0.37459639297859393,0.7780826823049122,0.40037880031968126,g4_c_weighted_sampling_w150,0.03544069999770727,31743.165345853173,268979,17443,568970752,30,9.686435399999027
transformer,temporal_r0,3,test,1493,0.8807769591426657,0.5096528209735757,0.4655124387582221,0.4655124387582221,"[""alert"", ""fatigue"", ""distraction""]",[],9.686435399999027,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,15,0.37459639297859393,0.7780826823049122,0.40037880031968126,g4_c_weighted_sampling_w150,0.04120630000397796,36232.32369457751,268979,17443,568970752,30,9.686435399999027
transformer,temporal_r0,4,validation,1105,0.6624434389140271,0.5755028404729003,0.3866842372329387,0.3866842372329387,"[""alert"", ""fatigue"", ""distraction""]",[],6.3104005999994115,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,3,0.6689014771759526,0.9885654911736018,0.3866842372329387,g4_c_weighted_sampling_w150,0.03779420000500977,29237.29037401315,267635,17443,568970752,18,6.3104005999994115
transformer,temporal_r0,4,test,1076,0.6765799256505576,0.5639290941616523,0.5463414634146342,0.3642276422764228,"[""alert"", ""distraction""]","[""fatigue""]",6.3104005999994115,False,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,3,0.6689014771759526,0.9885654911736018,0.3866842372329387,g4_c_weighted_sampling_w150,0.03461609999794746,31083.802047711924,267635,17443,568970752,18,6.3104005999994115
lstm,temporal_r0,1,validation,1180,0.6957627118644067,0.7125550928969733,0.4074660972357264,0.4074660972357264,"[""alert"", ""fatigue"", ""distraction""]",[],3.908732700001565,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,6,0.9333803639679381,1.0361007460093095,0.4074660972357264,g4_c_weighted_sampling_w60,0.03142929999739863,37544.58419683758,652050,51651,376863232,21,3.908732700001565
lstm,temporal_r0,1,test,1534,0.6192959582790091,0.5278674627020107,0.5000096210374783,0.5000096210374783,"[""alert"", ""fatigue"", ""distraction""]",[],3.908732700001565,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,6,0.9333803639679381,1.0361007460093095,0.4074660972357264,g4_c_weighted_sampling_w60,0.03681890000007115,41663.38483759796,652050,51651,376863232,21,3.908732700001565
lstm,temporal_r0,2,validation,1173,0.7280477408354646,0.4133537820586324,0.36804687541731435,0.36804687541731435,"[""alert"", ""fatigue"", ""distraction""]",[],3.14050309999584,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,5,1.0050439456188387,1.0252582564479962,0.36804687541731435,g4_c_weighted_sampling_w60,0.025178399999276735,46587.55123572964,651986,51651,377265664,20,3.14050309999584
lstm,temporal_r0,2,test,1864,0.8669527896995708,0.7753067001518565,0.7647517084663069,0.5098344723108713,"[""alert"", ""distraction""]","[""fatigue""]",3.14050309999584,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,5,1.0050439456188387,1.0252582564479962,0.36804687541731435,g4_c_weighted_sampling_w60,0.035303500000736676,52799.297518974156,651986,51651,377265664,20,3.14050309999584
lstm,temporal_r0,3,validation,1151,0.7254561251086012,0.3972901320237714,0.3842129248323873,0.3842129248323873,"[""alert"", ""fatigue"", ""distraction""]",[],4.261741499998607,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,13,0.8513185089373365,0.9372703858710288,0.3842129248323873,g4_c_weighted_sampling_w60,0.025451599998632446,45223.090102855815,652818,51651,377265664,28,4.261741499998607
lstm,temporal_r0,3,test,1500,0.8253333333333334,0.5318323927961822,0.4653540929466065,0.4653540929466065,"[""alert"", ""fatigue"", ""distraction""]",[],4.261741499998607,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,13,0.8513185089373365,0.9372703858710288,0.3842129248323873,g4_c_weighted_sampling_w60,0.032143999997060746,46665.00747066825,652818,51651,377265664,28,4.261741499998607
lstm,temporal_r0,4,validation,1125,0.6871111111111111,0.5632596747526415,0.4026040994258369,0.4026040994258369,"[""alert"", ""fatigue"", ""distraction""]",[],4.546950799995102,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,11,0.8745859880756224,0.9509003879759047,0.4026040994258369,g4_c_weighted_sampling_w60,0.028504699999757577,39467.1755889228,652626,51651,377265664,26,4.546950799995102
lstm,temporal_r0,4,test,1095,0.7077625570776256,0.5537458543455545,0.5409288247523542,0.3606192165015694,"[""alert"", ""distraction""]","[""fatigue""]",4.546950799995102,False,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,11,0.8745859880756224,0.9509003879759047,0.4026040994258369,g4_c_weighted_sampling_w60,0.028511700002127327,38405.28624804201,652626,51651,377265664,26,4.546950799995102
svm,r0_flat,1,validation,1180,0.7203389830508474,0.5560790902671244,0.4059094676765184,0.4059094676765184,"[""alert"", ""fatigue"", ""distraction""]",[],3.5192775999967125,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,1,test,1534,0.6766623207301173,0.48258810228695115,0.44837808662571227,0.44837808662571227,"[""alert"", ""fatigue"", ""distraction""]",[],3.5192775999967125,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,2,validation,1173,0.6811594202898551,0.37191453579482475,0.3263506146313883,0.3263506146313883,"[""alert"", ""fatigue"", ""distraction""]",[],3.910122599998431,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,2,test,1864,0.8004291845493562,0.7233474472249801,0.708450282615203,0.4723001884101354,"[""alert"", ""distraction""]","[""fatigue""]",3.910122599998431,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,3,validation,1151,0.6594265855777585,0.36974217999359454,0.3456759012314568,0.3456759012314568,"[""alert"", ""fatigue"", ""distraction""]",[],6.480405900001642,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,3,test,1500,0.768,0.4667067265823667,0.39014156242265,0.39014156242265,"[""alert"", ""fatigue"", ""distraction""]",[],6.480405900001642,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,4,validation,1125,0.6808888888888889,0.41029056550156295,0.3542222222222222,0.3542222222222222,"[""alert"", ""fatigue"", ""distraction""]",[],4.702778200000466,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
svm,r0_flat,4,test,1095,0.6885844748858447,0.4962632320203535,0.49834816115163943,0.33223210743442627,"[""alert"", ""distraction""]","[""fatigue""]",4.702778200000466,True,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,,,,,g4_c_weighted_sampling_w60,,,,,,,
tcn,temporal_r0,1,validation,1180,0.6754237288135593,0.7133099568997006,0.4155355864483232,0.4155355864483232,"[""alert"", ""fatigue"", ""distraction""]",[],492.6108324000015,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,15,0.5878664249970442,1.0435201364048456,0.4155355864483232,g4_c_weighted_sampling_w60,3.766410200005339,313.29566811345387,638268,49379,188977152,30,492.6108324000015
tcn,temporal_r0,1,test,1534,0.6264667535853976,0.501995107498361,0.4761927703104174,0.4761927703104174,"[""alert"", ""fatigue"", ""distraction""]",[],492.6108324000015,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,15,0.5878664249970442,1.0435201364048456,0.4155355864483232,g4_c_weighted_sampling_w60,4.802491700000246,319.41752236655014,638268,49379,188977152,30,492.6108324000015
tcn,temporal_r0,2,validation,1173,0.7297527706734868,0.4841006383060047,0.3841724676497678,0.3841724676497678,"[""alert"", ""fatigue"", ""distraction""]",[],384.96875049999653,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,11,0.7915724514477671,0.781438982700143,0.3841724676497678,g4_c_weighted_sampling_w60,3.736637800000608,313.9185713958707,637820,49379,188977152,26,384.96875049999653
tcn,temporal_r0,2,test,1864,0.846030042918455,0.765670656067851,0.7659583373579317,0.5106388915719545,"[""alert"", ""distraction""]","[""fatigue""]",384.96875049999653,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,11,0.7915724514477671,0.781438982700143,0.3841724676497678,g4_c_weighted_sampling_w60,5.964305400004378,312.52591458489565,637820,49379,188977152,26,384.96875049999653
tcn,temporal_r0,3,validation,1151,0.6585577758470895,0.5144680725843318,0.3975278133562489,0.3975278133562489,"[""alert"", ""fatigue"", ""distraction""]",[],295.321285500002,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,3,0.9320102731085879,1.1030264924548172,0.3975278133562489,g4_c_weighted_sampling_w60,3.6586399000007077,314.59778263495605,636924,49379,188977152,18,295.321285500002
tcn,temporal_r0,3,test,1500,0.8573333333333333,0.5497664623030387,0.4850523589246072,0.4850523589246072,"[""alert"", ""fatigue"", ""distraction""]",[],295.321285500002,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,3,0.9320102731085879,1.1030264924548172,0.3975278133562489,g4_c_weighted_sampling_w60,4.794246999997995,312.87499371655804,636924,49379,188977152,18,295.321285500002
tcn,temporal_r0,4,validation,1125,0.7137777777777777,0.4991700896432354,0.4166219503790627,0.4166219503790627,"[""alert"", ""fatigue"", ""distraction""]",[],343.2228520999997,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,4,0.8457365861601549,0.9551369382010566,0.4166219503790627,g4_c_weighted_sampling_w60,3.5739426000000094,314.77841865731057,637052,49379,188977152,19,343.2228520999997
tcn,temporal_r0,4,test,1095,0.7041095890410959,0.5299509336240971,0.5391304045744777,0.35942026971631846,"[""alert"", ""distraction""]","[""fatigue""]",343.2228520999997,False,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,4,0.8457365861601549,0.9551369382010566,0.4166219503790627,g4_c_weighted_sampling_w60,3.490279500001634,313.72845641716873,637052,49379,188977152,19,343.2228520999997
transformer,temporal_r0,1,validation,1155,0.8380952380952381,0.46107182451268475,0.45160948146547025,0.45160948146547025,"[""alert"", ""fatigue"", ""distraction""]",[],9.48191670000233,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,11,0.3851171227982113,0.4082247649694418,0.45160948146547025,g4_d_augmentation_w150,0.04494839999824762,25696.13156519541,268531,17443,568796672,26,9.48191670000233
transformer,temporal_r0,1,test,1528,0.775523560209424,0.5476332227210619,0.5056455571919489,0.5056455571919489,"[""alert"", ""fatigue"", ""distraction""]",[],9.48191670000233,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,D,augmentation,11,0.3851171227982113,0.4082247649694418,0.45160948146547025,g4_d_augmentation_w150,0.04834159999882104,31608.386980101302,268531,17443,568796672,26,9.48191670000233
transformer,temporal_r0,2,validation,1160,0.825,0.452203600248293,0.3932938673857966,0.3932938673857966,"[""alert"", ""fatigue"", ""distraction""]",[],6.918999099994835,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,3,0.5342063190789106,0.460736608505249,0.3932938673857966,g4_d_augmentation_w150,0.04101470000023255,28282.54260041943,267635,17443,568970752,18,6.918999099994835
transformer,temporal_r0,2,test,1841,0.8951656708310701,0.7995505976822703,0.7982442841284307,0.5321628560856205,"[""alert"", ""distraction""]","[""fatigue""]",6.918999099994835,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,D,augmentation,3,0.5342063190789106,0.460736608505249,0.3932938673857966,g4_d_augmentation_w150,0.05393900000490248,34131.14814573264,267635,17443,568970752,18,6.918999099994835
transformer,temporal_r0,3,validation,1125,0.768,0.432098501832675,0.40488841361871825,0.40488841361871825,"[""alert"", ""fatigue"", ""distraction""]",[],8.644642500003101,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,6,0.46778330543032787,0.5959873044689497,0.40488841361871825,g4_d_augmentation_w150,0.037406000003102235,30075.388972536468,267955,17443,568970752,21,8.644642500003101
transformer,temporal_r0,3,test,1493,0.8948425987943738,0.4886769415071302,0.4637523949889462,0.4637523949889462,"[""alert"", ""fatigue"", ""distraction""]",[],8.644642500003101,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,D,augmentation,6,0.46778330543032787,0.5959873044689497,0.40488841361871825,g4_d_augmentation_w150,0.0453269999998156,32938.425221304606,267955,17443,568970752,21,8.644642500003101
transformer,temporal_r0,4,validation,1105,0.8334841628959276,0.43627031650983744,0.4058480492813142,0.4058480492813142,"[""alert"", ""fatigue"", ""distraction""]",[],6.952083899996069,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,1,0.78022662379623,0.4809124016653898,0.4058480492813142,g4_d_augmentation_w150,0.0408333000013954,27061.24657968469,267443,17443,568970752,16,6.952083899996069
transformer,temporal_r0,4,test,1076,0.7853159851301115,0.5295576516506749,0.527236277249116,0.3514908514994107,"[""alert"", ""distraction""]","[""fatigue""]",6.952083899996069,False,G4__g4_d_augmentation_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,D,augmentation,1,0.78022662379623,0.4809124016653898,0.4058480492813142,g4_d_augmentation_w150,0.04082349999953294,26357.367692929573,267443,17443,568970752,16,6.952083899996069
lstm,temporal_r0,1,validation,1180,0.8279661016949152,0.4179876786714393,0.42028737123195414,0.42028737123195414,"[""alert"", ""fatigue"", ""distraction""]",[],3.150101499995799,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,6,0.5075409486108166,0.4567395227945457,0.42028737123195414,g4_d_augmentation_w60,0.022231800001463853,53077.12375616472,652050,51651,376863232,21,3.150101499995799
lstm,temporal_r0,1,test,1534,0.7353324641460235,0.505492879869626,0.47321512891960754,0.47321512891960754,"[""alert"", ""fatigue"", ""distraction""]",[],3.150101499995799,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,6,0.5075409486108166,0.4567395227945457,0.42028737123195414,g4_d_augmentation_w60,0.02424099999916507,63281.21777372367,652050,51651,376863232,21,3.150101499995799
lstm,temporal_r0,2,validation,1173,0.8277919863597613,0.43016569200779725,0.38663757594480486,0.38663757594480486,"[""alert"", ""fatigue"", ""distraction""]",[],5.0971245000037015,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,14,0.5610835063741643,0.4624348112079493,0.38663757594480486,g4_d_augmentation_w60,0.029745699997874908,39434.271174784975,652946,51651,377265664,29,5.0971245000037015
lstm,temporal_r0,2,test,1864,0.8733905579399142,0.7777377075535028,0.768712604759251,0.5124750698395006,"[""alert"", ""distraction""]","[""fatigue""]",5.0971245000037015,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,14,0.5610835063741643,0.4624348112079493,0.38663757594480486,g4_d_augmentation_w60,0.040222999996331055,46341.64533152736,652946,51651,377265664,29,5.0971245000037015
lstm,temporal_r0,3,validation,1151,0.7671589921807124,0.41166239635600155,0.39448002101298885,0.39448002101298885,"[""alert"", ""fatigue"", ""distraction""]",[],5.257176399994933,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,17,0.5123795633627357,0.5977511714325067,0.39448002101298885,g4_d_augmentation_w60,0.022192800002812874,51863.66748919082,653266,51651,377265664,32,5.257176399994933
lstm,temporal_r0,3,test,1500,0.886,0.4934728463440973,0.4622507466207703,0.4622507466207703,"[""alert"", ""fatigue"", ""distraction""]",[],5.257176399994933,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,17,0.5123795633627357,0.5977511714325067,0.39448002101298885,g4_d_augmentation_w60,0.029635300001245923,50615.31349225205,653266,51651,377265664,32,5.257176399994933
lstm,temporal_r0,4,validation,1125,0.8071111111111111,0.44364844093104966,0.4010901503014734,0.4010901503014734,"[""alert"", ""fatigue"", ""distraction""]",[],4.93383310000354,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,12,0.46595722853618193,0.5540068349308438,0.4010901503014734,g4_d_augmentation_w60,0.023989699999219738,46895.12582635842,652754,51651,377265664,27,4.93383310000354
lstm,temporal_r0,4,test,1095,0.7442922374429224,0.5808459406660306,0.5542308810700785,0.36948725404671895,"[""alert"", ""distraction""]","[""fatigue""]",4.93383310000354,False,G4__g4_d_augmentation_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,12,0.46595722853618193,0.5540068349308438,0.4010901503014734,g4_d_augmentation_w60,0.01953759999742033,56045.77840392779,652754,51651,377265664,27,4.93383310000354
svm,r0_flat,1,validation,1180,0.8186440677966101,0.585567487276889,0.5092790398341775,0.5092790398341775,"[""alert"", ""fatigue"", ""distraction""]",[],11.427068700002565,True,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,1,test,1534,0.7855280312907431,0.5239253518029904,0.5039127822966895,0.5039127822966895,"[""alert"", ""fatigue"", ""distraction""]",[],11.427068700002565,True,G4__g4_d_augmentation_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,2,validation,1173,0.8005115089514067,0.4314337040859229,0.38949964398409964,0.38949964398409964,"[""alert"", ""fatigue"", ""distraction""]",[],17.60721840000042,True,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,2,test,1864,0.8503218884120172,0.741840700582008,0.7461575258418086,0.4974383505612057,"[""alert"", ""distraction""]","[""fatigue""]",17.60721840000042,True,G4__g4_d_augmentation_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,3,validation,1151,0.7471763683753258,0.3964672075726843,0.38287790502980373,0.38287790502980373,"[""alert"", ""fatigue"", ""distraction""]",[],11.885946199996397,False,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,3,test,1500,0.8313333333333334,0.4816747657365799,0.42263350807654604,0.42263350807654604,"[""alert"", ""fatigue"", ""distraction""]",[],11.885946199996397,False,G4__g4_d_augmentation_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,4,validation,1125,0.7822222222222223,0.43484719315921366,0.3995191997179884,0.3995191997179884,"[""alert"", ""fatigue"", ""distraction""]",[],14.921890300000086,False,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
svm,r0_flat,4,test,1095,0.7497716894977169,0.5746785698060061,0.5625347602325309,0.37502317348835396,"[""alert"", ""distraction""]","[""fatigue""]",14.921890300000086,False,G4__g4_d_augmentation_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,augmentation,D,augmentation,,,,,g4_d_augmentation_w60,,,,,,,
tcn,temporal_r0,1,validation,1180,0.8245762711864407,0.43569045705797843,0.4317000365959586,0.4317000365959586,"[""alert"", ""fatigue"", ""distraction""]",[],413.76752439999836,False,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,7,0.4252558895101342,0.42936572089033614,0.4317000365959586,g4_d_augmentation_w60,3.9550903999988805,298.34969132445974,637372,49379,188977152,22,413.76752439999836
tcn,temporal_r0,1,test,1534,0.7940026075619296,0.5594306159139117,0.5205487280298905,0.5205487280298905,"[""alert"", ""fatigue"", ""distraction""]",[],413.76752439999836,False,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,D,augmentation,7,0.4252558895101342,0.42936572089033614,0.4317000365959586,g4_d_augmentation_w60,4.932071900002484,311.0254738985511,637372,49379,188977152,22,413.76752439999836
