model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
lstm,temporal_r0,2,validation,fatigue,0.0,0.0,0.0,17,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,distraction,0.10689655172413794,0.40789473684210525,0.16939890710382513,76,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,alert,0.9318181818181818,0.913430935709739,0.9225329476052716,1571,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,fatigue,,,,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,distraction,0.5820433436532507,0.6416382252559727,0.6103896103896104,293,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,alert,0.8808618504435995,0.704868154158215,0.7830985915492957,986,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,fatigue,0.05785123966942149,0.5384615384615384,0.1044776119402985,13,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,distraction,0.24896265560165975,0.39473684210526316,0.3053435114503817,152,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,alert,0.9620355411954766,0.8712509144111192,0.9143953934740883,1367,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,fatigue,0.08163265306122448,0.19047619047619047,0.11428571428571428,21,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,distraction,0.3145539906103286,0.5982142857142857,0.4123076923076923,112,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,alert,0.92578125,0.7025691699604744,0.798876404494382,1012,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,fatigue,0.05921052631578947,0.5294117647058824,0.10650887573964497,17,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,distraction,0.22439024390243903,0.4791666666666667,0.30564784053156147,96,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,alert,0.898876404494382,0.7523510971786834,0.8191126279863481,957,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,fatigue,,,,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,distraction,0.20080321285140562,0.36231884057971014,0.25839793281653745,138,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,alert,0.8963350785340314,0.8441814595660749,0.8694768918232605,1014,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,fatigue,0.18181818181818182,0.5,0.26666666666666666,4,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,distraction,0.3037383177570093,0.4012345679012346,0.34574468085106386,162,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,alert,0.8725376593279258,0.6920955882352942,0.7719118400820092,1088,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,fatigue,0.0,0.0,0.0,67,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,distraction,0.4343891402714932,0.7598944591029023,0.5527831094049904,379,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,alert,0.9334889148191365,0.7407407407407407,0.8260196179659267,1080,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,fatigue,0.02127659574468085,0.058823529411764705,0.03125,17,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,distraction,0.11152416356877323,0.39473684210526316,0.17391304347826086,76,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,test,alert,0.9244415243101183,0.8956078930617442,0.9097963142580019,1571,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,test,fatigue,,,,0,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,test,distraction,0.5719063545150501,0.5836177474402731,0.5777027027027027,293,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,validation,alert,0.8835063437139562,0.7768762677484787,0.8267674042093902,986,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,validation,distraction,0.2366412213740458,0.40789473684210525,0.2995169082125604,152,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,test,alert,0.9584026622296173,0.8427212874908558,0.8968470221876217,1367,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,test,fatigue,0.0,0.0,0.0,21,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,3,test,distraction,0.24734982332155478,0.625,0.35443037974683544,112,G4__g4_b_class_weights_w60__svm__r0__w60__fold_3__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,validation,alert,0.9160671462829736,0.7549407114624506,0.8277356446370531,1012,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,validation,fatigue,0.0,0.0,0.0,17,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,validation,distraction,0.14634146341463414,0.375,0.21052631578947367,96,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,test,alert,0.8919239904988123,0.7847439916405433,0.8349082823790995,957,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,test,fatigue,,,,0,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,4,test,distraction,0.2037037037037037,0.3188405797101449,0.24858757062146894,138,G4__g4_b_class_weights_w60__svm__r0__w60__fold_4__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,validation,alert,0.9090909090909091,0.7297830374753451,0.8096280087527352,1014,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,validation,fatigue,0.025477707006369428,1.0,0.049689440993788817,4,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,validation,distraction,0.3492822966507177,0.4506172839506173,0.3935309973045822,162,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,test,alert,0.9480874316939891,0.6378676470588235,0.7626373626373626,1088,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,test,fatigue,0.034482758620689655,0.1791044776119403,0.05783132530120482,67,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,1,test,distraction,0.6629955947136564,0.7941952506596306,0.7226890756302521,379,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,validation,alert,0.9441860465116279,0.7518518518518519,0.8371134020618557,1080,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,validation,fatigue,0.056179775280898875,0.29411764705882354,0.09433962264150944,17,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,validation,distraction,0.14732142857142858,0.4342105263157895,0.22,76,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,test,alert,0.9364238410596026,0.9000636537237429,0.9178838039597533,1571,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,test,fatigue,,,,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,2,test,distraction,0.6139240506329114,0.6621160409556314,0.6371100164203612,293,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,validation,alert,0.8917410714285714,0.8103448275862069,0.8490967056323061,986,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,validation,distraction,0.2837209302325581,0.40131578947368424,0.33242506811989103,152,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,test,alert,0.954858454475899,0.9129480614484272,0.9334330590875094,1367,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,test,fatigue,0.022222222222222223,0.047619047619047616,0.030303030303030304,21,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,3,test,distraction,0.3918918918918919,0.5178571428571429,0.4461538461538462,112,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,validation,alert,0.9301470588235294,0.75,0.8304157549234136,1012,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,validation,fatigue,0.03787878787878788,0.29411764705882354,0.06711409395973154,17,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,validation,distraction,0.2711864406779661,0.5,0.3516483516483517,96,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,test,alert,0.9027093596059114,0.7659352142110762,0.8287167891464104,957,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,test,fatigue,,,,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
tcn,temporal_r0,4,test,distraction,0.22072072072072071,0.35507246376811596,0.2722222222222222,138,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
transformer,temporal_r0,1,validation,alert,0.9152542372881356,0.7567567567567568,0.8284931506849315,999,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,1,validation,fatigue,0.0,0.0,0.0,1,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,1,validation,distraction,0.39690721649484534,0.4967741935483871,0.44126074498567336,155,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,1,test,alert,0.9793205317577548,0.6082568807339449,0.7504244482173175,1090,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,1,test,fatigue,0.0,0.0,0.0,62,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,1,test,distraction,0.4491844416562108,0.9521276595744681,0.6104006820119352,376,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,alert,0.9481132075471698,0.7486033519553073,0.8366285119667014,1074,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,fatigue,0.0,0.0,0.0,12,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,validation,distraction,0.15298507462686567,0.5540540540540541,0.23976608187134502,74,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,alert,0.9453072248480756,0.8974358974358975,0.9207497533706018,1560,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,2,test,distraction,0.6161616161616161,0.6512455516014235,0.6332179930795848,281,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,alert,0.902676399026764,0.7657378740970072,0.8285873813512005,969,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,11,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,validation,distraction,0.2889733840304182,0.5241379310344828,0.37254901960784315,145,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,alert,0.963020030816641,0.9157509157509157,0.938790837401427,1365,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,fatigue,0.0,0.0,0.0,22,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,3,test,distraction,0.3651685393258427,0.6132075471698113,0.45774647887323944,106,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,alert,0.9433701657458563,0.6816367265469062,0.7914252607184241,1002,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,fatigue,0.036458333333333336,0.5833333333333334,0.06862745098039216,12,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,validation,distraction,0.2222222222222222,0.46153846153846156,0.3,91,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,alert,0.912043301759134,0.7124735729386892,0.8,946,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
transformer,temporal_r0,4,test,distraction,0.22594142259414227,0.4153846153846154,0.2926829268292683,130,G4__g4_c_weighted_sampling_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,C,weighted_sampling,g4_c_weighted_sampling_w150
lstm,temporal_r0,1,validation,alert,0.9017964071856287,0.742603550295858,0.8144943212547323,1014,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,fatigue,0.0273972602739726,1.0,0.05333333333333334,4,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,validation,distraction,0.32160804020100503,0.3950617283950617,0.3545706371191136,162,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,alert,0.9470588235294117,0.5919117647058824,0.7285067873303167,1088,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,fatigue,0.03640776699029126,0.22388059701492538,0.06263048016701461,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,1,test,distraction,0.6583710407239819,0.7678100263852242,0.7088915956151035,379,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,alert,0.9415137614678899,0.7601851851851852,0.8411885245901639,1080,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,fatigue,0.2,0.058823529411764705,0.09090909090909091,17,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,validation,distraction,0.10810810810810811,0.42105263157894735,0.17204301075268819,76,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,alert,0.9315068493150684,0.9089751750477403,0.9201030927835051,1571,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,2,test,distraction,0.5802469135802469,0.6416382252559727,0.6094003241491086,293,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,alert,0.8905529953917051,0.783975659229209,0.8338727076591155,986,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,validation,distraction,0.2616033755274262,0.40789473684210525,0.31876606683804626,152,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,alert,0.9573770491803278,0.8544257498171178,0.9029764205643602,1367,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,fatigue,0.03529411764705882,0.14285714285714285,0.05660377358490566,21,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,3,test,distraction,0.3435897435897436,0.5982142857142857,0.4364820846905538,112,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,alert,0.9255455712451861,0.7124505928853755,0.8051367950865438,1012,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,fatigue,0.059602649006622516,0.5294117647058824,0.10714285714285714,17,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,validation,distraction,0.2205128205128205,0.4479166666666667,0.29553264604810997,96,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,alert,0.8964241676942046,0.7596656217345873,0.8223981900452488,957,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,fatigue,,,,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
lstm,temporal_r0,4,test,distraction,0.20689655172413793,0.34782608695652173,0.2594594594594595,138,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,alert,0.8898978433598184,0.7731755424063116,0.8274406332453826,1014,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,fatigue,0.045454545454545456,0.5,0.08333333333333333,4,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,validation,distraction,0.25098039215686274,0.3950617283950617,0.3069544364508393,162,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,alert,0.8536036036036037,0.6966911764705882,0.7672064777327935,1088,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,fatigue,0.05263157894736842,0.014925373134328358,0.023255813953488372,67,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
svm,r0_flat,1,test,distraction,0.4449760765550239,0.7361477572559367,0.5546719681908548,379,G4__g4_c_weighted_sampling_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,weighted_sampling,C,weighted_sampling,g4_c_weighted_sampling_w60
