configuration_id,epoch,fold,generation,learning_rate,model,representation,run_id,seed,training_accuracy,training_loss,training_macro_f1,validation_accuracy,validation_loss,validation_macro_f1,window_size_frames,scenario,strategy
qualification_r0_w60_b1024,26,3,G2,0.000125,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_3__seed_42,42,0.8736746440472584,0.3926165848654424,0.5427885795957664,0.788010425716768,0.5234712794306586,0.3854633639794342,60,A,none
qualification_r0_w60_b1024,1,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.4012362268207471,1.0667408687137399,0.2688957556886981,0.6995555555555556,1.0369965287314522,0.3430863660528732,60,A,none
qualification_r0_w60_b1024,2,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8395592582639075,0.9977266853998118,0.5218686864633396,0.7271111111111112,0.9604075504938762,0.3501514092709061,60,A,none
qualification_r0_w60_b1024,3,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8570276807309863,0.9067588882784599,0.5315875144408435,0.7395555555555555,0.8493077262242635,0.35581483282018045,60,A,none
qualification_r0_w60_b1024,4,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8597151303413061,0.7650969615869386,0.5320618683498927,0.7457777777777778,0.6782187513245477,0.35597096831297576,60,A,none
qualification_r0_w60_b1024,5,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8591776404192422,0.5642077530288978,0.5304143312898963,0.7573333333333333,0.5229456373320686,0.36146254319686055,60,A,none
qualification_r0_w60_b1024,6,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8637463047567858,0.4325823574673582,0.532977806265031,0.7768888888888889,0.48211366078588697,0.37132325133366256,60,A,none
qualification_r0_w60_b1024,7,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8731523783929052,0.40947895685500657,0.5393878326603461,0.8337777777777777,0.46159174275398257,0.40308719816916544,60,A,none
qualification_r0_w60_b1024,8,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8833646869121204,0.40027284720705836,0.5474727200380888,0.8355555555555556,0.4460378016100989,0.4061546154120889,60,A,none
qualification_r0_w60_b1024,9,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8852459016393442,0.3824969245698048,0.55044174609392,0.8275555555555556,0.4508971078528298,0.40260116179940125,60,A,none
qualification_r0_w60_b1024,10,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8868583714055361,0.37223151152379347,0.5532329428372328,0.8266666666666667,0.46392502148946124,0.40378111405488504,60,A,none
qualification_r0_w60_b1024,11,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8879333512496641,0.36239476984497426,0.5551382942704626,0.8248888888888889,0.4612571079995897,0.4043426116346051,60,A,none
qualification_r0_w60_b1024,12,4,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.889277076054824,0.3642626619489563,0.5562990165604065,0.8275555555555556,0.4397222772174411,0.4043686363469284,60,A,none
qualification_r0_w60_b1024,13,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8879333512496641,0.360202560739407,0.5546535824394608,0.8275555555555556,0.4380017637676663,0.4043686363469284,60,A,none
qualification_r0_w60_b1024,14,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.888470841171728,0.3581930551356572,0.5552409558875001,0.8275555555555556,0.4463816188706292,0.4078205995041695,60,A,none
qualification_r0_w60_b1024,15,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8876646062886321,0.36330155932560493,0.5541805386591615,0.8284444444444444,0.4520304370721181,0.41010814572109844,60,A,none
qualification_r0_w60_b1024,16,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.888470841171728,0.3599576533673688,0.5551207956961628,0.8284444444444444,0.45102392522494,0.41010814572109844,60,A,none
qualification_r0_w60_b1024,17,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8898145659768879,0.3578904676953172,0.5567627990163201,0.8302222222222222,0.4456873642338647,0.41132077923765703,60,A,none
qualification_r0_w60_b1024,18,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8873958613276001,0.35850531461097257,0.5540649162242733,0.832,0.4419845390319824,0.4142227767164412,60,A,none
qualification_r0_w60_b1024,19,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.889545821015856,0.354868427099191,0.5562923830930532,0.832,0.4406446115175883,0.4142227767164412,60,A,none
qualification_r0_w60_b1024,20,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.889545821015856,0.35680481690580057,0.5564160568814067,0.8337777777777777,0.43979576230049133,0.41546724233801063,60,A,none
qualification_r0_w60_b1024,21,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8903520558989519,0.3526857704588945,0.5568756884124311,0.8328888888888889,0.4426737734741635,0.41484341484341486,60,A,none
qualification_r0_w60_b1024,22,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8898145659768879,0.3523199557136765,0.5565298489513228,0.8382222222222222,0.4399984004232619,0.41863563167910994,60,A,none
qualification_r0_w60_b1024,23,4,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,0.8906208008599839,0.35095739747464927,0.5566292246872597,0.8444444444444444,0.43783056569099427,0.4214917016267064,60,A,none
