video,frame_index,backend,method,presence,pitch,yaw,roll,rmse_px,min_depth,all_positive_depth
3,4405,cpu,iterative,0.9291885495185852,-27.372129042228593,-17.239762085278578,-154.48791511226554,2.5181975351910446,0.9273678748027313,True
3,4405,cpu,sqpnp,0.9291885495185852,-26.52359528546735,-22.68824378413492,-130.14837593369626,5.522937865069502,0.835109116293459,True
3,4405,cuda,iterative,0.9291887283325195,-27.372081513450247,-17.23976266874748,-154.48788117299534,2.518214311820576,0.9273686465663648,True
3,4405,cuda,sqpnp,0.9291887283325195,-26.523719227117677,-22.68835775541926,-130.14810389815653,5.522999114851027,0.8351078514027187,True
3,4406,cpu,iterative,0.9974287152290344,-26.52789650646174,-21.951755920616712,-147.3728961921242,2.164052149917244,0.9165856024042875,True
3,4406,cpu,sqpnp,0.9974287152290344,-20.032355231862386,-22.040728386629784,-136.97374542469618,3.1535897271407864,0.8945251648218235,True
3,4406,cuda,iterative,0.9974287152290344,-26.527831862362824,-21.951775983820628,-147.37288097573713,2.164051542172128,0.9165859771721735,True
3,4406,cuda,sqpnp,0.9974287152290344,-20.032234136395232,-22.040711612370938,-136.97379238019792,3.1535830462477183,0.8945258889417119,True
3,4407,cpu,iterative,0.9955762624740601,-25.74528375042327,-21.214425140099024,-148.57519927756059,2.078956683288266,0.920818866040837,True
3,4407,cpu,sqpnp,0.9955762624740601,-33.48988202067712,-28.065278092511065,-141.44348793506975,3.0381798099980295,0.8625420415778791,True
3,4407,cuda,iterative,0.9955809712409973,-25.73671495734882,-21.219870770194923,-148.568984289054,2.080268844641057,0.9207505240866599,True
3,4407,cuda,sqpnp,0.9955809712409973,-33.4732862000552,-28.05670605836095,-141.4367736412186,3.0374664521174664,0.8625145871932527,True
3,4408,cpu,iterative,0.9989286661148071,-25.06903824683679,-21.511003153469336,-146.55831303631098,2.1176191248672622,0.9275675996945495,True
3,4408,cpu,sqpnp,0.9989286661148071,-17.80853159677505,-21.414131212031325,-132.5147605201642,3.728565113313685,0.8865719663494799,True
3,4408,cuda,iterative,0.9989240765571594,-25.070931666698083,-21.515385842257015,-146.55579446327852,2.117723507078254,0.9275120852067164,True
3,4408,cuda,sqpnp,0.9989240765571594,-17.776522770617078,-21.4041040641365,-132.50508787099074,3.7318798237011706,0.8865548803409994,True
3,28672,cpu,iterative,0.9806429743766785,41.510700786091526,38.249416059958214,-138.82492192344915,2.329124936187526,0.8777730026495121,True
3,28672,cpu,sqpnp,0.9806429743766785,33.045879430059266,35.85437578107109,-126.80403998068485,4.135189398234746,0.837813232073323,True
3,28672,cuda,iterative,0.9806103706359863,41.5026127987456,38.24459159875912,-138.8227031390814,2.3284978778383425,0.8778255972381382,True
3,28672,cuda,sqpnp,0.9806103706359863,32.9993511634442,35.82353936945427,-126.80697010565177,4.137965562824196,0.8379233567542792,True
3,28673,cpu,iterative,0.8269855976104736,36.81001095457267,-164.2223974824213,-174.09142054932892,3.119171662325978,-0.9576831797025346,False
3,28673,cpu,sqpnp,0.8269855976104736,39.827935892754425,37.68344239734613,-129.0631787678681,3.844123705875502,0.8334530405403214,True
3,28673,cuda,iterative,0.8261836171150208,2.589002084482203,-164.8037632682127,149.3877399997135,8.179825545701178,-1.127137072667892,False
3,28673,cuda,sqpnp,0.8261836171150208,39.83376045735565,37.69277916191787,-129.06261044375688,3.8414638116738757,0.8335171147519056,True
3,28674,cpu,missing_face,0.4601428806781769,,,,,,
3,28674,cuda,missing_face,0.45864206552505493,,,,,,
4,243,cpu,iterative,0.9640083312988281,-40.10776200398771,-16.14231723391499,-164.7671649793784,2.055336039091044,1.0050514367408914,True
4,243,cpu,sqpnp,0.9640083312988281,-40.521756131388926,-16.307359566917633,-164.64101277419,2.063677751964263,0.9951056471584631,True
4,243,cuda,iterative,0.9643216133117676,-40.09629310315967,-16.140019529416783,-164.75823456912104,2.0554322819103135,1.0049628287013945,True
4,243,cuda,sqpnp,0.9643216133117676,-40.51044908119568,-16.30513349608359,-164.63188232778734,2.063772243803408,0.9950195650449083,True
4,244,cpu,iterative,0.729225754737854,-33.68960535652315,-18.92566683095477,-148.37257945557738,2.1790483164166266,0.9749412671752056,True
4,244,cpu,sqpnp,0.729225754737854,-32.0957794790056,-18.86348971696048,-147.19173587704404,2.220624945989671,0.9701739174354849,True
4,244,cuda,iterative,0.7215626239776611,-33.68875326343119,-18.920812004274588,-148.36389489228836,2.181702762134752,0.9749111651458968,True
4,244,cuda,sqpnp,0.7215626239776611,-32.12342984369776,-18.871593923118542,-147.17335763047865,2.2225783772828707,0.9699821882791284,True
4,245,cpu,iterative,0.9797090291976929,-28.840715679113337,-23.797851909931627,-150.63866726475655,2.6030394894527302,0.9295769454262636,True
4,245,cpu,sqpnp,0.9797090291976929,-23.809653152372682,-25.769487928555883,-133.33800314009736,4.671260462713136,0.8690168228909322,True
4,245,cuda,iterative,0.9798303246498108,-28.83462104298361,-23.79491372304297,-150.63531044423738,2.603978304016922,0.9295955021746195,True
4,245,cuda,sqpnp,0.9798303246498108,-23.787941679931684,-25.760735627664307,-133.32418521272555,4.674338433992719,0.8690003345654806,True
4,246,cpu,iterative,0.6676392555236816,-30.832378536056797,-25.609099290711026,-147.19097426234666,2.3670264030255024,0.9148296304813236,True
4,246,cpu,sqpnp,0.6676392555236816,-27.097773894984993,-24.525068923078283,-147.0932336569874,2.502153104084587,0.9204740369592008,True
4,246,cuda,iterative,0.6682506799697876,-30.839670927733458,-25.61079445562795,-147.19050112212392,2.367355226247642,0.914740912369121,True
4,246,cuda,sqpnp,0.6682506799697876,-27.1029485549894,-24.52510244506044,-147.09539536334017,2.50264913125679,0.9203991737007796,True
4,23861,cpu,iterative,0.9952612519264221,-33.76332595533013,-23.03200342964253,-151.1032258989915,2.3034700514012307,0.9243751729735453,True
4,23861,cpu,sqpnp,0.9952612519264221,-18.121255534516052,-22.173861282751066,-130.26447245435858,5.802641512713594,0.8751336459973471,True
4,23861,cuda,iterative,0.9952611327171326,-33.763262626340115,-23.031984358972636,-151.10318480361653,2.3034540286929164,0.9243752074278329,True
4,23861,cuda,sqpnp,0.9952611327171326,-18.121255690819524,-22.173788044483366,-130.2647628343678,5.802567425384391,0.8751355750797034,True
4,23862,cpu,iterative,0.9626972675323486,-33.43573347757287,-22.584881792958946,-151.7579658375936,2.0347026423235173,0.9303617637887266,True
4,23862,cpu,sqpnp,0.9626972675323486,-24.948053279452235,-23.33986207703523,-137.54355755805207,3.891296851216398,0.9051960381714563,True
4,23862,cuda,iterative,0.9629074931144714,-33.43640495804502,-22.58318497687307,-151.75593302333004,2.0343860187361007,0.9303982973001724,True
4,23862,cuda,sqpnp,0.9629074931144714,-24.95234150943245,-23.338336100462964,-137.54714769534164,3.889876201997296,0.9052469355884498,True
4,23863,cpu,iterative,0.9988783597946167,-30.232259597085687,-22.834291365032694,-148.69763237990065,2.631918927010077,0.9348752989855007,True
4,23863,cpu,sqpnp,0.9988783597946167,-14.492039787225044,-20.494905959858826,-129.63430163990938,5.581814690190534,0.8835707178940235,True
4,23863,cuda,iterative,0.9988783597946167,-30.232285021119385,-22.83428047196189,-148.6975527886754,2.6319292215840577,0.9348751636472493,True
4,23863,cuda,sqpnp,0.9988783597946167,-14.492090070654104,-20.494902717066438,-129.63406335027653,5.58185470906278,0.8835692139754694,True
