video,frame_index,backend,method,presence,pitch,yaw,roll,rmse_px,min_depth,all_positive_depth
1,17795,cpu,missing_face,0.06536220759153366,,,,,,
1,17795,cuda,missing_face,0.06559998542070389,,,,,,
1,17796,cpu,iterative,0.9977930784225464,-46.77663191245719,-25.58243712885098,-160.08194719636217,2.176292458336228,0.8513807656522199,True
1,17796,cpu,sqpnp,0.9977930784225464,-47.147546369242534,-25.632092884092508,-159.93006728038023,2.189013350670762,0.8423432503137496,True
1,17796,cuda,iterative,0.9978097081184387,-46.7787839725251,-25.586432097424282,-160.08159535405105,2.175714348133491,0.8513806314479153,True
1,17796,cuda,sqpnp,0.9978097081184387,-47.14955482814578,-25.636047699433966,-159.92982898786326,2.1884266722582963,0.842347360125517,True
1,17797,cpu,missing_face,0.424247682094574,,,,,,
1,17797,cuda,missing_face,0.4231499135494232,,,,,,
1,25596,cpu,missing_face,,,,,,,
1,25596,cuda,missing_face,,,,,,,
1,25597,cpu,missing_face,,,,,,,
1,25597,cuda,missing_face,,,,,,,
1,25598,cpu,missing_face,,,,,,,
1,25598,cuda,missing_face,,,,,,,
1,25599,cpu,missing_face,,,,,,,
1,25599,cuda,missing_face,,,,,,,
2,3050,cpu,iterative,0.9994498491287231,-33.277763888549124,-20.26402779378862,-149.13364923944636,1.4185805186235338,0.9409034023920015,True
2,3050,cpu,sqpnp,0.9994498491287231,-31.46139055561946,-22.990014308306677,-136.70633987990237,2.8605958874969892,0.9059380085194108,True
2,3050,cuda,iterative,0.9994494318962097,-33.277453156192955,-20.264784967385097,-149.13109623650018,1.4192612718068485,0.9408778776943142,True
2,3050,cuda,sqpnp,0.9994494318962097,-31.45453253560739,-22.989595200879723,-136.69638332750714,2.8625691730558107,0.9058971850509417,True
2,3051,cpu,missing_face,0.3900200426578522,,,,,,
2,3051,cuda,missing_face,0.3910026550292969,,,,,,
2,3052,cpu,iterative,0.7712975740432739,-33.85668022860309,-19.33984442012034,-152.47396352150054,2.082581119013762,0.9384031977049054,True
2,3052,cpu,sqpnp,0.7712975740432739,-36.217955222970616,-20.69093136726145,-151.67437513848128,2.156263083351583,0.9200558182771148,True
2,3052,cuda,iterative,0.7712430953979492,-33.854219589601996,-19.33765872694343,-152.47683669330476,2.08275325578528,0.9384638051369393,True
2,3052,cuda,sqpnp,0.7712430953979492,-36.21686716786247,-20.689573644362913,-151.6771786688433,2.1565033442792982,0.9201069451619656,True
2,9264,cpu,missing_face,0.07059361040592194,,,,,,
2,9264,cuda,missing_face,0.07014191150665283,,,,,,
2,9265,cpu,missing_face,9.838373080128804e-05,,,,,,
2,9265,cuda,missing_face,9.879785648081452e-05,,,,,,
2,9266,cpu,missing_face,1.9080564015894197e-05,,,,,,
2,9266,cuda,missing_face,1.9133112800773233e-05,,,,,,
2,18551,cpu,missing_face,0.21225085854530334,,,,,,
2,18551,cuda,missing_face,0.211248517036438,,,,,,
2,18552,cpu,missing_face,0.1439041644334793,,,,,,
2,18552,cuda,missing_face,0.1429579257965088,,,,,,
2,18553,cpu,missing_face,0.1413978636264801,,,,,,
2,18553,cuda,missing_face,0.14184436202049255,,,,,,
3,3945,cpu,iterative,0.9850301742553711,-37.108397701290684,-18.10430338672144,-154.59937617287162,1.9111353499767647,0.9397765540337226,True
3,3945,cpu,sqpnp,0.9850301742553711,-37.55010407391303,-18.337784178567805,-154.3301210473731,1.918929317184444,0.9316340522186533,True
3,3945,cuda,iterative,0.9850307106971741,-37.108430797127184,-18.104279504825683,-154.59942964625876,1.9111405351958703,0.9397763158509541,True
3,3945,cuda,sqpnp,0.9850307106971741,-37.55013996532277,-18.337760724620953,-154.3301748792871,1.918934585740275,0.9316337649993547,True
3,3946,cpu,iterative,0.7957412004470825,-35.72839122382765,-17.135692998837985,-155.62360824273046,1.9234638379379634,0.9430932279018174,True
3,3946,cpu,sqpnp,0.7957412004470825,-18.931127282767722,-16.932729674299267,-132.9294604018019,5.712927689214859,0.9078078380541373,True
3,3946,cuda,iterative,0.79582279920578,-35.729069582438356,-17.13594713957193,-155.6234095910907,1.9234195344021612,0.9430887341705856,True
3,3946,cuda,sqpnp,0.79582279920578,-18.935370568628233,-16.934264169634282,-132.9301840568074,5.712579690050884,0.9078020478195757,True
3,3947,cpu,iterative,0.9613063335418701,-36.28614761046399,-17.264104681331677,-155.2685930450132,1.9466631371846832,0.947254390788368,True
3,3947,cpu,sqpnp,0.9613063335418701,-36.746516319572045,-17.457153953639278,-155.06625932551196,1.9542896002163883,0.9390507733184424,True
3,3947,cuda,iterative,0.9613064527511597,-36.28611571603531,-17.264120646438105,-155.26858223671385,1.9466464308885718,0.9472549121467293,True
3,3947,cuda,sqpnp,0.9613064527511597,-36.746476301293626,-17.457169822431077,-155.06624538351912,1.95427267781389,0.9390514356917399,True
