video,frame_index,max_circular_delta
2,18857,53.80297979703464
2,18865,56.730105879604025
2,19003,52.699381324901935
2,19004,58.04520255328907
2,19026,52.852036777471625
2,19105,164.34362853866463
2,19106,164.2904806926138
2,19107,161.6914958621246
2,19110,162.01784204771263
2,19136,165.26190099301527
2,19137,160.95136313065592
2,19255,164.73258953221148
2,19256,161.68632294108323
2,20595,90.44088560871677
2,20709,92.15101272843117
2,21090,158.73345256782352
2,21091,158.4183486093837
2,21144,156.9942524627878
2,21228,151.11904013867291
2,21265,162.19551135348138
2,21266,159.92664706384483
2,21271,161.42454613127586
2,21861,99.67065027244763
2,21918,154.7852582010287
2,21919,162.7772258112708
2,21920,64.237066445196
2,22212,95.22965313226808
2,22429,41.14544448243868
2,22430,41.74121567550114
2,22627,102.67682378241409
2,22628,107.58154700624613
2,22629,95.91989144830745
2,22631,73.33828691005981
2,22922,70.01831026003049
2,22923,71.83403953478852
2,23858,95.3629064165973
2,23859,99.23379788669192
2,23863,97.3768864391023
2,23867,92.38096920114492
2,23873,114.50971292653394
2,23874,109.78116749109176
2,23875,108.9978379984106
2,23885,89.82580679467014
2,23886,92.43425286070355
2,24982,79.25060074702117
2,24985,54.25386590002124
2,24988,88.06553061465644
2,24990,89.76801702583231
2,25462,64.76260174835801
2,25463,59.64140099764613
2,25939,139.07240490085778
2,25940,132.67658353600228
2,26259,32.23017873265027
2,26328,95.39381943517935
2,26942,31.01432165449245
2,27271,117.4958543040583
2,27523,153.20489493749037
2,27524,152.1697862577933
2,27739,74.8255289033846
2,28007,105.67623951991231
3,601,89.37042700152813
3,602,83.88071474163357
3,612,79.95789268585878
3,613,77.02682253001092
3,799,82.84798723382596
3,800,83.33232064930323
3,861,161.08417373704265
3,863,164.40378754913093
3,1275,101.54148591407409
3,1276,97.7126305894007
3,1281,85.89168668979681
3,1396,71.75848443066721
3,1398,69.18808022572729
3,1399,50.91259677571014
3,1400,81.06518863774511
3,1957,158.7859068558904
3,1958,157.0230577471956
3,2135,148.18582828278105
3,2136,147.94187827457262
3,2138,161.1918232077079
3,2139,162.38991462506084
3,2188,161.18255832565552
3,2189,161.39732715013236
3,2396,84.60861130804936
3,2408,36.84129331687842
3,2409,43.57833311788164
3,2445,84.64484391267376
3,2446,90.72121181174202
3,2682,69.82881990671439
3,2683,66.4289778775542
3,2713,151.11215476575114
3,2715,146.77429933941085
3,2850,86.4346991202024
3,2912,79.20066388205635
3,2914,84.75201532644758
3,2917,80.01009275968045
3,3001,57.741248679189084
3,3002,59.02719095004174
3,3006,59.82999665875724
3,3007,60.17446392167204
3,3112,73.38935892429011
3,3146,63.71838219169908
3,3147,47.78349029157738
3,3150,77.2226733467428
3,3596,55.693033789734386
3,3597,58.000436290371255
3,3751,88.8891988439018
3,3752,88.73870763524
3,3874,159.48576147222695
3,3936,53.30328438093511
3,3937,53.55718012461152
3,3944,49.74032453727969
3,3946,172.673020001817
3,3949,115.82055329438055
3,3950,31.615013222225457
3,3951,138.0169309002244
3,3952,159.914074672438
3,4405,156.10892812643704
3,4406,178.1266077413194
3,4407,177.60759225540812
3,4408,156.3081243675902
3,4525,52.0047709950468
3,4542,98.36226904241357
3,4543,77.67359832230781
3,4544,44.99266248194209
3,4545,43.57790435746713
3,4546,47.58205910681744
3,4654,47.388423021085316
3,4655,51.177950495445515
3,4658,59.194363379753895
3,4659,58.34418993082356
3,4675,56.052434881876565
3,4681,52.8149137371891
3,4698,53.01235160988671
3,4699,30.03377138266697
3,4700,51.92670331624399
3,4742,159.68072212060576
3,4744,158.90510769446792
3,4930,134.59845164655525
3,5272,86.77978100716103
3,5273,88.01906408719915
3,5275,63.08450233963566
3,5276,70.78156679656462
3,5278,76.92642706151724
3,5279,76.89256950816304
3,5299,80.67706184077588
3,5480,61.35226419728558
3,5481,97.20453802580198
3,5507,63.06426594284055
3,5531,76.14903119373034
3,5556,91.5487408847604
3,5561,64.15572254749102
3,5897,149.19084598487893
3,5898,150.12347005918286
3,6092,50.9400672753527
3,6097,51.08386043263886
3,6098,47.34807589303898
3,6099,46.89356066639161
3,6100,36.73294314916183
3,6101,62.394133148924695
3,6103,41.88789811131949
3,6104,43.19145506031316
3,6108,45.94318227438072
3,6109,44.915046591359555
3,6152,52.938736097814285
3,6343,167.86893625761286
3,6345,170.11007203885583
3,6351,165.36064501569098
3,6352,164.4365224869922
3,6363,167.22822010535162
3,6364,166.4242981153397
3,6390,167.32985460690884
3,6391,167.77634040689338
3,6393,164.69364225273944
3,6394,166.4859979572891
3,6411,82.73182413736589
3,6786,76.25665463070294
3,15377,78.93441678960528
3,15379,71.08119843269235
3,15382,101.74917679709972
3,15664,70.13278353272312
3,15847,147.62080222316956
3,15849,149.894583255879
3,16459,56.32860244544577
3,16563,57.37575586528368
3,16571,43.287753844083454
3,16766,32.394572661786896
3,17171,31.775056271376627
3,17180,49.555641910300665
3,17366,139.81850558815043
3,17367,139.54584482309122
3,17371,101.39844552843533
3,17372,98.1552333758471
3,17375,92.41556810741088
3,17376,93.75775932911118
3,17619,42.09071655502885
3,17633,39.73789403227593
3,18183,41.53080518777972
3,18235,32.992205177506804
3,18704,93.3501305314553
3,18705,94.33057188225919
3,18896,154.77615242153766
3,18897,152.04273138176598
3,19492,86.29080250087634
3,19493,94.32204479689003
3,19494,97.5274974447417
3,19495,97.18897004520699
3,19496,94.84608766724045
3,19497,85.83557886206441
3,19910,50.43338229684559
3,19911,43.949675924966414
3,19912,65.9158015436559
3,19914,89.22463905789397
3,19946,93.18239723581246
3,19953,103.24881557396412
3,20020,90.28976682786913
3,20022,72.49099947859355
3,20032,41.937564112295775
3,21111,107.81742128287806
3,21112,107.77807806713248
3,21424,100.92673468627589
3,21425,107.14598313242581
3,22236,158.17137628397865
3,22237,158.66202120900317
3,22352,161.03997332860033
3,22353,158.8022161912802
3,22407,34.01003047504378
3,22685,172.29446422689816
3,22686,171.42735356241815
3,23671,48.18243114827678
3,23672,42.43902061386075
3,23889,63.87310929516022
3,23890,64.90501252773038
3,24056,74.80249982526001
3,24057,73.83274497819072
3,24519,39.35608776626597
3,24520,43.30361374210355
3,24942,169.8867471214397
3,24943,170.58223619464252
3,24945,167.7611168514821
3,24946,165.8435936448377
3,25655,58.642223619614924
3,26103,162.4748679353986
3,26104,162.2729924508668
3,26379,41.81355517426576
3,26968,164.05098029789377
3,26973,164.38008292063262
3,26974,148.45950555392614
3,26975,148.2424566794636
3,26983,162.72829862140588
3,26984,164.02264563573948
3,27083,163.52786245196216
3,27084,162.76694608879802
3,27482,161.07388233132485
3,27489,163.4759580345039
3,27490,50.01518987547135
3,27497,161.06436385033987
3,27498,159.0535052904296
3,27525,157.25433543590162
3,27527,156.15107756071598
3,27591,33.38803520288943
3,27592,30.873791466412428
3,27627,67.35897975393081
3,27628,71.92272895182882
3,27721,95.40156879346671
3,27722,95.97213527712962
3,27853,68.14948708371065
3,27854,68.45142734523502
3,27867,69.22728655522587
3,27868,70.40568887167589
3,27874,70.71655379469271
3,27875,65.99595516378886
3,27966,91.30069075698202
3,27991,68.52133076231667
3,28519,53.103242068198824
3,28520,55.19262801619391
3,28541,53.3338805209338
3,28545,156.9516451330282
3,28553,32.42796346763552
3,28987,33.62456487458181
3,29557,109.63641134408033
3,29997,99.79900689508639
3,30055,55.380783514631446
3,30193,90.53285821056926
3,30198,93.52576879697881
3,30301,101.12303989243458
4,244,169.20380946741795
4,245,167.16632312360912
4,247,162.6045829417057
4,248,161.48161357536515
4,477,57.174395951620866
4,1202,99.44040949684499
4,1203,94.58915472575444
4,17557,64.66497226441504
4,18041,98.37309213495121
4,18043,92.88644496010139
4,18105,68.71212024004672
4,18107,88.79796256361647
4,18139,91.49044623637036
4,18266,138.88616828622168
4,18267,137.81398300767393
4,19726,32.581210256404404
4,19742,49.725319925062166
4,20470,84.31851736577428
4,20494,106.00124203586618
4,21006,97.29122177350098
4,21008,89.93866620742469
4,21158,89.1172815929475
4,21159,94.57969585642402
4,21194,148.56275660420272
4,21297,93.45692530691315
4,21326,92.34392135653019
4,21327,91.20845648772945
4,21719,76.95129067094786
4,21720,74.6779258658281
4,21900,95.93837720680324
4,21901,92.98283513833616
4,21910,71.70198261669549
4,22091,102.05177747706551
4,22092,103.47600188515176
4,23593,55.46209662978288
4,23608,86.61325240211676
4,23757,112.72616134934435
4,23766,84.28354462119512
4,23767,78.92290014138602
4,23775,82.14053592432822
4,23776,81.11839455314875
4,23862,173.88015730488132
4,23863,163.01660938591965
4,23868,35.782261849814205
4,23924,45.121904308884126
4,23925,48.386430712583774
4,24430,151.95557537766047
4,25085,88.4826620041758
4,25092,87.79975763105995
4,25720,114.69410315529562
4,25721,102.45856577852192
4,25723,110.49706424931281
4,25726,80.84509012242438
4,25756,86.90479005473173
4,25757,83.13076194493749
4,25781,83.63399024511386
4,25783,79.90018529556093
4,25879,97.88911876338636
4,26014,99.29289017594897
4,26098,76.35011183407909
4,26099,65.61833328074472
4,26476,62.11045633892405
4,26477,67.20609197693246
4,26928,52.19567549721998
4,26933,96.39365902708062
4,27446,78.23477799281693
4,27447,78.56899192074411
4,27977,68.95098869148816
4,27978,74.90457951040891
4,28037,80.23540567605903
4,28038,80.0117145963977
4,28348,75.44205823271022
4,28349,72.46095355851384
4,28533,80.69065724846195
4,28534,81.63209538691271
4,28539,57.89086669782648
4,28540,42.399117174530204
4,28541,94.5790725612876
4,28574,85.7998864128599
4,28575,87.1686830538048
4,28595,66.97327628176022
4,28691,30.573155151739797
4,29041,52.68683868194887
4,29990,88.53184030083548
4,29991,91.28292623437616
4,30022,99.01929688867455
4,30025,105.36403202982171
4,30026,92.88709698964539
4,30145,122.61253495526553
4,30151,123.02269809478042
4,30152,115.88622525234227
4,30214,107.29416133926543
4,30231,114.10914942497755
4,30232,102.66197629958037
4,30233,95.56729630859115
4,30262,64.6768192900818
4,30264,61.26391232823724
4,30268,89.36448514285644
4,30270,85.24191711566677
4,30301,85.6511372359618
4,30431,85.83282916420649
4,30432,89.8314411174279
4,30435,100.05011481651367
4,30771,108.07527884579392
4,30781,108.37854057806899
4,30867,81.49836084790978
4,30925,78.479256067596
4,30926,77.6179769362804
4,30927,92.53415886644962
4,30929,85.95479749448819
4,30930,88.1877137646569
4,30935,112.08007493202548
4,30975,106.12107491140921
4,30976,97.09387373809531
4,31182,81.00980672383406
4,31183,85.73455143526928
4,31199,96.2086544062177
4,31200,98.58802742958943
4,31209,65.98242963295245
4,31224,58.86528974728776
4,31225,55.85314501226364
4,31272,113.2635928068396
4,31274,82.07010563520791
4,31279,87.95744573813363
4,31280,86.62695390147171
4,31283,90.52833709799984
4,31285,93.25459089320125
4,31688,70.57783497346875
4,31689,66.49874904887199
