target_video,calibration_videos,threshold,equal_video_mean_macro_f1,equal_video_mean_fatigue_f1,equal_video_mean_fatigue_precision,model_key
video_03,"[""video_01"",""video_02"",""video_04""]",0.27,0.28511085274083936,0.025641025641025644,0.013675213675213675,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.28,0.3191194787594771,0.026533996683250415,0.014184397163120567,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.29,0.3187255620489568,0.020618556701030927,0.011049723756906077,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.3,0.3190220009356926,0.01763668430335097,0.00946969696969697,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.31,0.3227510724588974,0.018315018315018316,0.009861932938856016,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.32,0.32770111783893535,0.018621973929236497,0.010040160642570281,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.33,0.336843028966103,0.01949317738791423,0.010548523206751056,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.34,0.33898706413995366,0.011299435028248588,0.00634920634920635,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.35,0.3449901564401366,0.012345679012345678,0.007017543859649123,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.36,0.3507444313334542,0.01346801346801347,0.007751937984496124,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.37,0.34952771036815194,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.38,0.35540175311966604,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.39,0.3615336733760825,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.4,0.36030423921363397,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.41,0.36139566104083154,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.42,0.36562069446669493,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.43,0.36592532333966243,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.44,0.36606423929174065,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.45,0.36692438571998703,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.46,0.36692438571998703,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.47,0.36692438571998703,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.48,0.36692438571998703,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.49,0.3668772682077539,0.0,0.0,tcn_b
video_03,"[""video_01"",""video_02"",""video_04""]",0.5,0.3668772682077539,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.05,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.06,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.07,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.08,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.09,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.1,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.11,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.12,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.13,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.14,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.15,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.16,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.17,0.00992788404135922,0.02978365212407766,0.015338917936320534,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.18,0.018470385198454477,0.030094294245237643,0.015505643598221411,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.19,0.05814365092301931,0.03135521885521886,0.016184054742841087,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.2,0.11644402280471895,0.0335960335960336,0.01750392464678179,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.21,0.13568956921052142,0.03194264406996655,0.016655105344051357,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.22,0.17297592002602494,0.03401329638211197,0.01776485788113695,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.23,0.21047651958291433,0.034322524031749825,0.01792528459195126,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.24,0.22875390747696192,0.03724532583493661,0.019484316852737906,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.25,0.3113704921283588,0.03802564041726971,0.01990561990561991,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.26,0.35506661565478964,0.04134246893508303,0.021666138739309473,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.27,0.3698993938537718,0.04403183023872679,0.02313147845062739,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.28,0.3761498230655828,0.04614183982050531,0.02428540726413067,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.29,0.37736211119084895,0.041782577865052094,0.02197868550553996,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.3,0.3793850221851161,0.03967525179646392,0.020865708365708367,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.31,0.3848840986741926,0.04212454212454212,0.022207611951201692,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.32,0.38272890075788046,0.04377920663363901,0.02311205606740688,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.33,0.38807445549883385,0.04879720669194354,0.025874193704835347,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.34,0.3860212200156144,0.03661589072445112,0.019682539682539683,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.35,0.39485409244889014,0.03166935050993022,0.01727395411605938,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.36,0.39541833696521417,0.03463203463203463,0.01905137301274471,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.37,0.3859037581322649,0.012820512820512822,0.006944444444444444,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.38,0.37817781931023714,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.39,0.3766940882237289,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.4,0.3769797929247873,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.41,0.37534024349361705,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.42,0.3783687053818723,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.43,0.37880501059870353,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.44,0.38338102852878414,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.45,0.3834112172279067,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.46,0.3834112172279067,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.47,0.38357069136194966,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.48,0.3829487071801545,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.49,0.3830597637459086,0.0,0.0,tcn_b
video_04,"[""video_01"",""video_02"",""video_03""]",0.5,0.3830597637459086,0.0,0.0,tcn_b
video_01,"[""video_02"",""video_03"",""video_04""]",0.05,0.002244668911335578,0.006734006734006735,0.003401360544217687,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.06,0.002244668911335578,0.006734006734006735,0.003401360544217687,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.07,0.002244668911335578,0.006734006734006735,0.003401360544217687,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.08,0.017223727792833484,0.007226738934056007,0.0036529680365296802,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.09,0.06498274156207393,0.010296010296010296,0.00522875816993464,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.1,0.14433400354725404,0.01288244766505636,0.006568144499178982,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.11,0.1565999270441273,0.015151515151515152,0.007751937984496124,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.12,0.16530142659917166,0.016771488469601678,0.008602150537634409,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.13,0.1695258550698965,0.017777777777777778,0.0091324200913242,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.14,0.17461207513214524,0.018779342723004695,0.00966183574879227,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.15,0.23620931481012694,0.0196078431372549,0.010101010101010102,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.16,0.2559753017940888,0.01990049751243781,0.010256410256410256,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.17,0.2585166010999432,0.02035623409669211,0.010498687664041995,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.18,0.26140906199383573,0.020833333333333332,0.01075268817204301,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.19,0.26376527368323777,0.021333333333333333,0.011019283746556474,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.2,0.26629091011567835,0.022598870056497175,0.011695906432748537,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.21,0.267096993812274,0.022792022792022793,0.011799410029498525,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.22,0.2694578187925504,0.023391812865497075,0.012121212121212121,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.23,0.2706203042656595,0.02359882005899705,0.012232415902140673,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.24,0.27144918233278204,0.023809523809523808,0.012345679012345678,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.25,0.2718734313631021,0.024024024024024024,0.012461059190031152,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.26,0.27285302641981163,0.024024024024024024,0.012461059190031152,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.27,0.2735978891929563,0.024024024024024024,0.012461059190031152,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.28,0.2767146577658194,0.024464831804281346,0.0126984126984127,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.29,0.28080861636347515,0.024922118380062305,0.012944983818770225,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.3,0.37275945547054506,0.02693602693602694,0.014035087719298246,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.31,0.40280146704905834,0.027210884353741496,0.014184397163120567,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.32,0.41277180490570853,0.027777777777777776,0.014492753623188406,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.33,0.4143314322859448,0.027777777777777776,0.014492753623188406,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.34,0.41577215404403534,0.028368794326241134,0.014814814814814815,tcn_c
video_01,"[""video_02"",""video_03"",""video_04""]",0.35,0.4206178103161237,0.028673835125448032,0.0149812734082397,tcn_c
