video_id,start,end_exclusive,reason
video_01,0,15,missing_indicator
video_01,15,30,missing_indicator
video_01,45,60,missing_indicator
video_01,60,75,missing_indicator
video_01,75,90,missing_indicator
video_01,90,105,missing_indicator
video_01,105,120,missing_indicator
video_01,120,135,missing_indicator
video_01,135,150,missing_indicator
video_01,150,165,missing_indicator
video_01,240,255,missing_indicator
video_01,255,270,missing_indicator
video_01,270,285,missing_indicator
video_01,300,315,missing_indicator
video_01,315,330,missing_indicator
video_01,360,375,missing_indicator
video_01,375,390,missing_indicator
video_01,435,450,missing_indicator
video_01,495,510,missing_indicator
video_01,510,525,missing_indicator
video_01,525,540,missing_indicator
video_01,540,555,missing_indicator
video_01,870,885,missing_indicator
video_01,885,900,missing_indicator
video_01,915,930,missing_indicator
video_01,930,945,missing_indicator
video_01,945,960,missing_indicator
video_01,960,975,missing_indicator
video_01,990,1005,missing_indicator
video_01,1035,1050,missing_indicator
video_01,1050,1065,missing_indicator
video_01,1080,1095,missing_indicator
video_01,1185,1200,missing_indicator
video_01,1305,1320,missing_indicator
video_01,1335,1350,missing_indicator
video_01,1350,1365,missing_indicator
video_01,1455,1470,missing_indicator
video_01,1485,1500,missing_indicator
video_01,1500,1515,missing_indicator
video_01,1515,1530,missing_indicator
video_01,1530,1545,missing_indicator
video_01,1545,1560,missing_indicator
video_01,1560,1575,missing_indicator
video_01,1575,1590,missing_indicator
video_01,1590,1605,missing_indicator
video_01,1605,1620,missing_indicator
video_01,1620,1635,missing_indicator
video_01,1635,1650,missing_indicator
video_01,1680,1695,missing_indicator
video_01,1860,1875,missing_indicator
video_01,1875,1890,missing_indicator
video_01,1890,1905,missing_indicator
video_01,1905,1920,missing_indicator
video_01,1920,1935,missing_indicator
video_01,1935,1950,missing_indicator
video_01,1950,1965,missing_indicator
video_01,1965,1980,missing_indicator
video_01,1980,1995,missing_indicator
video_01,1995,2010,missing_indicator
video_01,2010,2025,missing_indicator
video_01,2025,2040,missing_indicator
video_01,2040,2055,missing_indicator
video_01,2055,2070,missing_indicator
video_01,2070,2085,missing_indicator
video_01,2085,2100,missing_indicator
video_01,2100,2115,missing_indicator
video_01,2115,2130,missing_indicator
video_01,2130,2145,missing_indicator
video_01,2145,2160,missing_indicator
video_01,2160,2175,missing_indicator
video_01,2175,2190,missing_indicator
video_01,2265,2280,missing_indicator
video_01,2280,2295,missing_indicator
video_01,2295,2310,missing_indicator
video_01,2325,2340,missing_indicator
video_01,2340,2355,missing_indicator
video_01,2355,2370,missing_indicator
video_01,2370,2385,missing_indicator
video_01,2385,2400,missing_indicator
video_01,2400,2415,missing_indicator
video_01,2415,2430,missing_indicator
video_01,2430,2445,missing_indicator
video_01,2445,2460,missing_indicator
video_01,2460,2475,missing_indicator
video_01,2475,2490,missing_indicator
video_01,2490,2505,missing_indicator
video_01,2505,2520,missing_indicator
video_01,2520,2535,missing_indicator
video_01,2535,2550,missing_indicator
video_01,2550,2565,missing_indicator
video_01,2565,2580,missing_indicator
video_01,2580,2595,missing_indicator
video_01,2835,2850,missing_indicator
video_01,2850,2865,missing_indicator
video_01,2895,2910,missing_indicator
video_01,2910,2925,missing_indicator
video_01,2955,2970,missing_indicator
video_01,2970,2985,missing_indicator
video_01,2985,3000,missing_indicator
video_01,3015,3030,missing_indicator
video_01,3030,3045,missing_indicator
video_01,3045,3060,missing_indicator
video_01,3060,3075,missing_indicator
video_01,3075,3090,missing_indicator
video_01,3090,3105,missing_indicator
video_01,3105,3120,missing_indicator
video_01,3120,3135,missing_indicator
video_01,3135,3150,missing_indicator
video_01,3150,3165,missing_indicator
video_01,3165,3180,missing_indicator
video_01,3210,3225,missing_indicator
video_01,3225,3240,missing_indicator
video_01,3240,3255,missing_indicator
video_01,3255,3270,missing_indicator
video_01,3270,3285,missing_indicator
video_01,3285,3300,missing_indicator
video_01,3300,3315,missing_indicator
video_01,3315,3330,missing_indicator
video_01,3345,3360,missing_indicator
video_01,3360,3375,missing_indicator
video_01,3375,3390,missing_indicator
video_01,3390,3405,missing_indicator
video_01,3420,3435,missing_indicator
video_01,3435,3450,missing_indicator
video_01,3465,3480,missing_indicator
video_01,3480,3495,missing_indicator
video_01,3495,3510,missing_indicator
video_01,3510,3525,missing_indicator
video_01,3525,3540,missing_indicator
video_01,3540,3555,missing_indicator
video_01,3555,3570,missing_indicator
video_01,3570,3585,missing_indicator
video_01,3585,3600,missing_indicator
video_01,3600,3615,missing_indicator
video_01,3615,3630,missing_indicator
video_01,3630,3645,missing_indicator
video_01,3675,3690,missing_indicator
video_01,3705,3720,missing_indicator
video_01,3720,3735,missing_indicator
video_01,3735,3750,missing_indicator
video_01,3750,3765,missing_indicator
video_01,3765,3780,missing_indicator
video_01,3780,3795,missing_indicator
video_01,3795,3810,missing_indicator
video_01,3810,3825,missing_indicator
video_01,3825,3840,missing_indicator
video_01,3840,3855,missing_indicator
video_01,3855,3870,missing_indicator
video_01,3870,3885,missing_indicator
video_01,3885,3900,missing_indicator
video_01,3900,3915,missing_indicator
video_01,3915,3930,missing_indicator
video_01,3930,3945,missing_indicator
video_01,3945,3960,missing_indicator
video_01,3960,3975,missing_indicator
video_01,3975,3990,missing_indicator
video_01,3990,4005,missing_indicator
video_01,4005,4020,missing_indicator
video_01,4020,4035,missing_indicator
video_01,4035,4050,missing_indicator
video_01,4050,4065,missing_indicator
video_01,4065,4080,missing_indicator
video_01,4080,4095,missing_indicator
video_01,4095,4110,missing_indicator
video_01,4110,4125,absent_unknown_or_missing_frame
video_01,4125,4140,absent_unknown_or_missing_frame
video_01,4140,4155,missing_indicator
video_01,4155,4170,missing_indicator
video_01,4170,4185,missing_indicator
video_01,4185,4200,missing_indicator
video_01,4200,4215,missing_indicator
video_01,4215,4230,missing_indicator
video_01,4230,4245,missing_indicator
video_01,4245,4260,missing_indicator
video_01,4260,4275,missing_indicator
video_01,4275,4290,missing_indicator
video_01,4290,4305,missing_indicator
video_01,4305,4320,missing_indicator
video_01,4320,4335,missing_indicator
video_01,4335,4350,missing_indicator
video_01,4350,4365,missing_indicator
video_01,4365,4380,missing_indicator
video_01,4380,4395,missing_indicator
video_01,4395,4410,missing_indicator
video_01,4410,4425,missing_indicator
video_01,4425,4440,missing_indicator
video_01,4440,4455,missing_indicator
