candidate,paired_frames,both_detected,mediapipe_only,candidate_only,neither_detected,detection_rate_delta,detection_rate_delta_operator_present,delta_present_block_bootstrap_ci95_low,delta_present_block_bootstrap_ci95_high,detection_rate_delta_operator_absent,delta_absent_block_bootstrap_ci95_low,delta_absent_block_bootstrap_ci95_high,delta_block_bootstrap_ci95_low,delta_block_bootstrap_ci95_high,mcnemar_exact_p
openface,31790,13306,43,1482,16959,0.04526580685750236,0.0850820756418736,0.05923911736318439,0.11378192761054057,0.001583217890362161,-0.0012582347689415229,0.004888518847921124,0.030229631959735766,0.06143677256999056,0.0
