video_id,complete,indicator,total_frames,valid_samples,face_detection_ratio,source_fps,processing_seconds,processing_fps,mean,median,std,minimum,p05,p95,maximum,mode_bin_width,mode_bin_centers,mode_count,mode_fraction
video_02,True,ear,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,0.13768059377623393,0.13414682706731718,0.02930145260340632,0.04077723627821118,0.09681529224148083,0.18981002289674018,0.5772534544576733,0.01,[0.13],3681,0.15596135920684687
video_02,True,mar,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,0.01607612959701785,0.00840340577959917,0.033067927940930435,7.45049862812859e-05,0.0021366666030116018,0.04906102612674821,0.6951364525386237,0.01,[0.01],12285,0.5205067367172274
video_02,True,pitch,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-31.62821228136926,-32.02569493725499,6.721850346794367,-65.0737325775206,-38.008760007023916,-26.35487110049828,71.74675382322923,1.0,[-32.0],3012,0.127616303703076
video_02,True,yaw,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-19.96727627707766,-21.146591620044383,11.076195815469983,-178.07749093663332,-25.038596831621675,-11.920676418850636,179.9546187775418,1.0,[-22.0],3600,0.15252944665706297
video_02,True,roll,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-146.05652050516116,-146.90377872055205,14.20309658057019,-179.99411652174766,-151.77349819647057,-142.59906426112227,179.9065545909451,1.0,[-147.0],3685,0.15613083636979916
video_02,True,pitch_raw,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-31.62821228136926,-32.02569493725499,6.721850346794367,-65.0737325775206,-38.008760007023916,-26.35487110049828,71.74675382322923,1.0,[-32.0],3012,0.127616303703076
video_02,True,yaw_raw,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-19.96727627707766,-21.146591620044383,11.076195815469983,-178.07749093663332,-25.038596831621675,-11.920676418850636,179.9546187775418,1.0,[-22.0],3600,0.15252944665706297
video_02,True,roll_raw,28200,23602,0.8369503546099291,15.715857300015715,1241.4967213000527,22.714518303737385,-146.05652050516116,-146.90377872055205,14.20309658057019,-179.99411652174766,-151.77349819647057,-142.59906426112227,179.9065545909451,1.0,[-147.0],3685,0.15613083636979916
