video_id,frame_index,timestamp_seconds,ear,mar,pitch,yaw,roll,face_detected,pose_detected,ear_eye,pitch_raw,yaw_raw,roll_raw
video_03,0,0.0,0.2225960968712886,0.038818329165480635,-38.77676154852001,-18.163670611193588,-155.4311887401387,1,1,RIGHT_EYE,-38.77676154852001,-18.163670611193588,-155.4311887401387
video_03,1,0.066,0.12369701024958475,0.005536855755332508,-31.386180858632063,-20.01283338345535,-144.84398817284728,1,1,RIGHT_EYE,-31.386180858632063,-20.01283338345535,-144.84398817284728
video_03,2,0.133,0.1712326855877433,0.0007996871219117487,-28.44319945830227,-20.7953869577596,-144.18532294633877,1,1,RIGHT_EYE,-28.44319945830227,-20.7953869577596,-144.18532294633877
video_03,3,0.199,0.15309123719533432,0.004478345874021182,-28.161584193401552,-19.013905838724106,-143.8064021354585,1,1,RIGHT_EYE,-28.161584193401552,-19.013905838724106,-143.8064021354585
video_03,4,0.266,0.17120336100435984,0.01064900227872048,-28.433927521591258,-20.981668894968234,-142.04363623367317,1,1,RIGHT_EYE,-28.433927521591258,-20.981668894968234,-142.04363623367317
video_03,5,0.333,0.16432182831893052,0.0060398576464209455,-28.064567990188674,-20.589216285055954,-141.9133844455074,1,1,RIGHT_EYE,-28.064567990188674,-20.589216285055954,-141.9133844455074
video_03,6,0.399,0.14511905405895173,0.006804123211203114,-28.76571127510123,-20.664397495366263,-142.59038608527268,1,1,RIGHT_EYE,-28.76571127510123,-20.664397495366263,-142.59038608527268
video_03,7,0.466,0.150600877089903,0.005173990381090219,-28.228920284155862,-20.80126142391833,-142.34365766572694,1,1,RIGHT_EYE,-28.228920284155862,-20.80126142391833,-142.34365766572694
video_03,8,0.533,0.16250308766894173,0.002612709845754758,-29.02155370783142,-20.630281751059634,-142.67990177972328,1,1,RIGHT_EYE,-29.02155370783142,-20.630281751059634,-142.67990177972328
video_03,9,0.599,0.16441428055945742,0.004075046438064383,-28.464705397941906,-20.620327597311537,-142.42215535253604,1,1,RIGHT_EYE,-28.464705397941906,-20.620327597311537,-142.42215535253604
video_03,10,0.666,0.1714292094590227,0.0022346124319334343,-28.525655991507204,-21.8430773942861,-141.6630241864931,1,1,RIGHT_EYE,-28.525655991507204,-21.8430773942861,-141.6630241864931
video_03,11,0.733,0.1642662413054465,0.03627094772508832,-32.98071920271365,-22.868029107486173,-143.3861758225016,1,1,RIGHT_EYE,-32.98071920271365,-22.868029107486173,-143.3861758225016
video_03,12,0.799,0.1458999883309885,0.008703578243616164,-33.278607053414035,-21.717489993394956,-144.75560514174487,1,1,RIGHT_EYE,-33.278607053414035,-21.717489993394956,-144.75560514174487
video_03,13,0.866,0.1673887338084292,0.012995931055821586,-34.410449368058956,-20.916393656660095,-145.70008004118228,1,1,RIGHT_EYE,-34.410449368058956,-20.916393656660095,-145.70008004118228
video_03,14,0.933,0.14123854368032682,0.010208692386070178,-33.32010597415473,-21.1172918825732,-144.59768393243527,1,1,RIGHT_EYE,-33.32010597415473,-21.1172918825732,-144.59768393243527
video_03,15,0.999,0.11832905604457615,0.013810976839108886,-35.475949309729124,-21.734362465610232,-145.67225631137086,1,1,RIGHT_EYE,-35.475949309729124,-21.734362465610232,-145.67225631137086
video_03,16,1.066,0.13976932649391627,0.0575921882658843,-33.71695289677203,-20.61917851493556,-144.4378844019184,1,1,RIGHT_EYE,-33.71695289677203,-20.61917851493556,-144.4378844019184
video_03,17,1.133,0.13567480169662516,0.043901345127424114,-35.68917376563316,-21.603568728256214,-144.21940316695304,1,1,RIGHT_EYE,-35.68917376563316,-21.603568728256214,-144.21940316695304
video_03,18,1.199,0.19028074261034358,0.05230691920052988,-35.19645656533243,-19.35032470075653,-146.60992400356332,1,1,RIGHT_EYE,-35.19645656533243,-19.35032470075653,-146.60992400356332
video_03,19,1.266,0.14078510614938275,0.03518862372863331,-35.17450995480837,-20.533251970549767,-145.17254341697554,1,1,RIGHT_EYE,-35.17450995480837,-20.533251970549767,-145.17254341697554
video_03,20,1.333,0.12361697512085186,0.025369382199846375,-33.65028403668634,-18.786415219947408,-145.42130059894689,1,1,RIGHT_EYE,-33.65028403668634,-18.786415219947408,-145.42130059894689
video_03,21,1.399,0.10315232056113881,0.013271545659668935,-29.696508491977614,-17.39067393572334,-143.430730945266,1,1,RIGHT_EYE,-29.696508491977614,-17.39067393572334,-143.430730945266
video_03,22,1.466,0.09494440232671297,0.013945407172898938,-30.77936622239618,-17.369254387850223,-144.15372565432864,1,1,RIGHT_EYE,-30.77936622239618,-17.369254387850223,-144.15372565432864
video_03,23,1.5330000000000001,0.11244477552264276,0.01496669438390443,-29.712482499248534,-16.75881843965311,-142.883707523509,1,1,RIGHT_EYE,-29.712482499248534,-16.75881843965311,-142.883707523509
video_03,24,1.599,0.08091139345589504,0.010093434822207549,-29.297863366281693,-15.93214774005088,-143.31092942764383,1,1,RIGHT_EYE,-29.297863366281693,-15.93214774005088,-143.31092942764383
video_03,25,1.666,0.12116759270138305,0.007759946725676781,-30.406721769295096,-15.784849822010193,-146.385678058672,1,1,RIGHT_EYE,-30.406721769295096,-15.784849822010193,-146.385678058672
video_03,26,1.733,0.09125178179751747,0.0011300931950687246,-29.35709783972349,-15.676273837538561,-142.91093358651312,1,1,RIGHT_EYE,-29.35709783972349,-15.676273837538561,-142.91093358651312
video_03,27,1.799,0.10257563583069691,0.004206125708461102,-28.14313357782491,-15.898148357762123,-142.59206487022243,1,1,RIGHT_EYE,-28.14313357782491,-15.898148357762123,-142.59206487022243
video_03,28,1.866,0.10134365995760702,0.002774579763051747,-29.028033768101047,-15.969161694295137,-144.52622061877247,1,1,RIGHT_EYE,-29.028033768101047,-15.969161694295137,-144.52622061877247
video_03,29,1.933,0.0852053095360344,0.006867080593488808,-31.943725289884405,-17.60588216645137,-146.2317900619778,1,1,RIGHT_EYE,-31.943725289884405,-17.60588216645137,-146.2317900619778
video_03,30,1.999,0.10935143970358865,0.007837267259239274,-29.169741394715594,-15.980344121939643,-147.83634840645252,1,1,RIGHT_EYE,-29.169741394715594,-15.980344121939643,-147.83634840645252
video_03,31,2.066,0.1107113678118755,0.0013718705723566264,-29.430290599231263,-18.21699506818831,-144.93788931326944,1,1,RIGHT_EYE,-29.430290599231263,-18.21699506818831,-144.93788931326944
video_03,32,2.133,0.1260497956122118,0.004092260784634453,-25.346072794828405,-14.806833025580977,-148.10233001845754,1,1,RIGHT_EYE,-25.346072794828405,-14.806833025580977,-148.10233001845754
video_03,33,2.199,0.13678087207218395,0.004942715983269812,-23.645780125106132,-12.59074613157539,-146.23621875945506,1,1,RIGHT_EYE,-23.645780125106132,-12.59074613157539,-146.23621875945506
video_03,34,2.266,0.1651012591770604,0.004450025141073276,-20.93715769648504,-10.66258520026459,-144.09064642611304,1,1,RIGHT_EYE,-20.93715769648504,-10.66258520026459,-144.09064642611304
video_03,35,2.333,0.15004451270641775,0.005589841222491895,-21.184017180371555,-8.314664253928855,-147.9561915975812,1,1,RIGHT_EYE,-21.184017180371555,-8.314664253928855,-147.9561915975812
video_03,36,2.399,0.16774604390432402,0.006115851354617582,-20.369329327256168,-9.38106228314655,-145.09747437364695,1,1,RIGHT_EYE,-20.369329327256168,-9.38106228314655,-145.09747437364695
video_03,37,2.466,0.1590751069417578,0.003513424520597997,-18.747212121999198,-7.560905559067911,-147.0621397622733,1,1,RIGHT_EYE,-18.747212121999198,-7.560905559067911,-147.0621397622733
video_03,38,2.533,0.12758215172460488,0.003747850717937016,-21.099529991196007,-7.172772026461405,-148.10052629391078,1,1,RIGHT_EYE,-21.099529991196007,-7.172772026461405,-148.10052629391078
video_03,39,2.599,0.1578257445548449,0.0021261161723433297,-21.00867614397856,-7.0009301385127545,-146.9266304041539,1,1,RIGHT_EYE,-21.00867614397856,-7.0009301385127545,-146.9266304041539
video_03,40,2.666,0.12411923983671454,0.001756757097842114,-20.543519517524878,-6.399841823440959,-147.26108459492673,1,1,RIGHT_EYE,-20.543519517524878,-6.399841823440959,-147.26108459492673
video_03,41,2.733,0.10774337676268719,0.004317283225159506,-25.05895917660053,-9.265414391870754,-146.25596287089056,1,1,RIGHT_EYE,-25.05895917660053,-9.265414391870754,-146.25596287089056
video_03,42,2.799,0.10480911371169685,0.007066784646009123,-30.073113386529567,-14.673970539119475,-144.62937240130393,1,1,RIGHT_EYE,-30.073113386529567,-14.673970539119475,-144.62937240130393
video_03,43,2.866,0.1445869866786423,0.02779251736343804,-34.051542291792785,-16.699516912643144,-143.7258837975742,1,1,RIGHT_EYE,-34.051542291792785,-16.699516912643144,-143.7258837975742
video_03,44,2.9330000000000003,0.13347656707175956,0.02602332259160143,-35.98950780380235,-16.06492317838163,-144.1816106144064,1,1,RIGHT_EYE,-35.98950780380235,-16.06492317838163,-144.1816106144064
video_03,45,2.999,0.15230426971269237,0.017561941006736633,-35.009007206793974,-16.16186934278082,-144.96438588745562,1,1,RIGHT_EYE,-35.009007206793974,-16.16186934278082,-144.96438588745562
video_03,46,3.0660000000000003,0.13655329946079287,0.03353974775494422,-35.97023270123344,-17.007640144282817,-145.11415198072444,1,1,RIGHT_EYE,-35.97023270123344,-17.007640144282817,-145.11415198072444
video_03,47,3.133,0.10954177532807438,0.041445231311210466,-35.78280687358919,-16.349504866669296,-144.697588149633,1,1,RIGHT_EYE,-35.78280687358919,-16.349504866669296,-144.697588149633
video_03,48,3.1990000000000003,0.13735315584015234,0.05219690873739257,-35.63399750588664,-16.661991396882726,-145.11652808731955,1,1,RIGHT_EYE,-35.63399750588664,-16.661991396882726,-145.11652808731955
video_03,49,3.266,0.13718975834735167,0.04289516687966127,-35.48653324806072,-17.357289300352335,-146.74052793174855,1,1,RIGHT_EYE,-35.48653324806072,-17.357289300352335,-146.74052793174855
video_03,50,3.333,0.12210016085347848,0.005582087060466785,-32.772992358660176,-17.76034367157336,-146.1210424358886,1,1,RIGHT_EYE,-32.772992358660176,-17.76034367157336,-146.1210424358886
video_03,51,3.399,0.12084643909487602,0.011528493711718626,-35.290067830525096,-18.1751331756937,-146.53208254265462,1,1,RIGHT_EYE,-35.290067830525096,-18.1751331756937,-146.53208254265462
video_03,52,3.466,0.15264895621967373,0.005318830448360252,-33.98458409923491,-17.84411505138138,-146.96265382390112,1,1,RIGHT_EYE,-33.98458409923491,-17.84411505138138,-146.96265382390112
video_03,53,3.533,0.16702641155384174,0.0032943194076450206,-33.59515715649504,-16.44960474745676,-147.4557914225177,1,1,RIGHT_EYE,-33.59515715649504,-16.44960474745676,-147.4557914225177
video_03,54,3.599,0.16617073260427903,0.004793402446849527,-31.43190323011987,-16.597407649297526,-144.5972588406399,1,1,RIGHT_EYE,-31.43190323011987,-16.597407649297526,-144.5972588406399
video_03,55,3.666,0.17536100907547944,0.005999406000404845,-29.667169980165664,-15.86212973321001,-144.9311200749915,1,1,RIGHT_EYE,-29.667169980165664,-15.86212973321001,-144.9311200749915
video_03,56,3.733,0.1550727375429118,0.006690199925678647,-29.403870916473945,-15.489745937606166,-144.67051558263006,1,1,RIGHT_EYE,-29.403870916473945,-15.489745937606166,-144.67051558263006
video_03,57,3.799,0.15085144627052274,0.0069550131115198085,-32.01073792943915,-15.82006455727927,-145.34800852113463,1,1,RIGHT_EYE,-32.01073792943915,-15.82006455727927,-145.34800852113463
video_03,58,3.866,0.1562658320292604,0.004970790369740141,-29.895541292165156,-15.645811371927525,-144.26444809429353,1,1,RIGHT_EYE,-29.895541292165156,-15.645811371927525,-144.26444809429353
video_03,59,3.9330000000000003,0.13490530454787997,0.004698661516643966,-29.793932175246354,-15.694435393180896,-143.4212735288965,1,1,RIGHT_EYE,-29.793932175246354,-15.694435393180896,-143.4212735288965
video_03,60,3.999,0.12796303936641149,0.004605476660192858,-30.18176132465289,-17.479405639378804,-143.9595503328395,1,1,RIGHT_EYE,-30.18176132465289,-17.479405639378804,-143.9595503328395
video_03,61,4.066,0.1334670012476155,0.024514274542547225,-30.497631958849233,-17.00698839349717,-144.61529496331767,1,1,RIGHT_EYE,-30.497631958849233,-17.00698839349717,-144.61529496331767
video_03,62,4.133,0.14121419771559512,0.0016971508254180398,-31.169399601632207,-17.83105509242123,-144.13572569225502,1,1,RIGHT_EYE,-31.169399601632207,-17.83105509242123,-144.13572569225502
video_03,63,4.199,0.12240075447833762,0.003022969030142251,-30.932157816180446,-16.44761091709562,-145.74869372155175,1,1,RIGHT_EYE,-30.932157816180446,-16.44761091709562,-145.74869372155175
video_03,64,4.266,0.08931568224895645,0.002645614526843021,-31.254058281844916,-16.840642733468158,-144.25650727801658,1,1,RIGHT_EYE,-31.254058281844916,-16.840642733468158,-144.25650727801658
video_03,65,4.333,0.1068992952862729,0.0086922318556511,-32.26696305045843,-18.43570529879801,-144.88470049760372,1,1,RIGHT_EYE,-32.26696305045843,-18.43570529879801,-144.88470049760372
video_03,66,4.399,0.10004695863891824,0.023859911148122435,-32.618925560989204,-18.84904404698261,-146.45124419167246,1,1,RIGHT_EYE,-32.618925560989204,-18.84904404698261,-146.45124419167246
video_03,67,4.466,0.11667612412613702,0.01685695338672981,-31.239694034819934,-17.46079670419716,-147.63719888793688,1,1,RIGHT_EYE,-31.239694034819934,-17.46079670419716,-147.63719888793688
