model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,run_id,generation,configuration_id,representation,window_size_frames,seed,best_epoch,stopping_epoch,best_validation_macro_f1,best_training_loss,best_validation_loss,training_seconds,parameter_count,model_size_bytes,peak_gpu_memory_bytes,inference_seconds,inference_windows_per_second
tcn,temporal_r0,1,validation,64,0.40625,0.5,0.4082687338501292,0.4082687338501292,"[""alert"", ""fatigue"", ""distraction""]",[],1.5799047999971663,False,G4SMOKE__g4_smoke_b__tcn__r0__w60__fold_1__seed_42,G4SMOKE,g4_smoke_b,R0,60,42,2,2,0.4082687338501292,1.0533472895622253,1.069020390510559,1.5799047999971663,49379,636796,72020992,0.22488940000039292,284.5843334540809
tcn,temporal_r0,1,test,64,0.296875,0.30158730158730157,0.15261044176706826,0.15261044176706826,"[""alert"", ""fatigue"", ""distraction""]",[],1.5799047999971663,False,G4SMOKE__g4_smoke_b__tcn__r0__w60__fold_1__seed_42,G4SMOKE,g4_smoke_b,R0,60,42,2,2,0.4082687338501292,1.0533472895622253,1.069020390510559,1.5799047999971663,49379,636796,72020992,0.22474309999961406,284.76958803233515
