run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G4SMOKE__g4_smoke_d__tcn__r0__w60__fold_1__seed_42,G4SMOKE,g4_smoke_d,R0,60,tcn,1,42,1,1.125946044921875,1.0673751831054688,0.16470588235294117,0.1818181818181818,0.328125,0.375,0.001
G4SMOKE__g4_smoke_d__tcn__r0__w60__fold_1__seed_42,G4SMOKE,g4_smoke_d,R0,60,tcn,1,42,2,1.0886383056640625,1.067626953125,0.16470588235294117,0.1818181818181818,0.328125,0.375,0.001
