video_id,frame_index,timestamp_seconds,state,ear,mar,pitch,yaw,roll,face_detected,pose_detected
video_01,66,4.399,alert,0.1512499427,0.003998802082,21.27361899,14.30269256,-142.9769062,1,1
video_01,67,4.466,alert,0.1664413572,0.002470598575,21.09515004,13.50791642,-145.6419895,1,1
video_01,68,4.533,alert,0.1420974701,0.005016909354,23.03885641,14.38934942,-144.0900751,1,1
video_01,69,4.599,alert,0.184422471,0.003253554134,20.32906054,11.99047,-145.4009997,1,1
video_01,70,4.666,alert,0.1798763404,0.008118667056,24.30555656,13.48238144,-145.0824553,1,1
video_01,71,4.733,alert,0.1536698193,0.00495591227,24.36120642,16.79249762,-143.4044355,1,1
video_01,72,4.799,alert,0.1826286172,0.009832642881,18.38994511,16.30682578,-139.9464375,1,1
video_01,73,4.866,alert,0.217124085,0.06100824526,21.12906649,16.69321105,-140.2412689,1,1
video_01,74,4.933,alert,0.2214837497,0.05194717974,16.98688467,15.38085356,-139.5563576,1,1
video_01,75,4.999,alert,0.2455788757,0.008826269838,7.775009881,-171.723414,-160.9387971,1,1
video_01,76,5.066,alert,0.2187645761,0.006516231423,31.29087252,13.57138413,-140.9665236,1,1
video_01,77,5.133,alert,,,,,,0,1
video_01,78,5.199,alert,,,,,,0,1
video_01,79,5.266,alert,,,,,,0,1
video_01,80,5.333,alert,,,,,,0,1
video_01,81,5.399,alert,,,,,,0,1
video_01,82,5.466,alert,,,,,,0,1
video_01,83,5.533,alert,,,,,,0,1
video_01,84,5.599,alert,,,,,,0,1
video_01,85,5.666,alert,,,,,,0,1
video_01,86,5.733,alert,,,,,,0,1
video_01,87,5.799,alert,0.2025394827,0.009205369583,20.34812246,16.37481993,-137.7168907,1,1
video_01,88,5.866,alert,0.1482139653,0.009099487963,10.43981735,12.16595565,-138.546586,1,1
video_01,89,5.933,alert,0.1580101421,0.0009775551177,11.52740853,12.14551843,-139.4436342,1,1
video_01,90,5.999,alert,0.1845709093,0.009026323068,13.86188138,15.17585401,-148.5416674,1,1
video_01,91,6.066,alert,0.2173713797,0.02028199474,17.8785536,17.27219381,-150.6249613,1,1
video_01,92,6.133,alert,0.2102751006,0.05711680216,18.36167691,19.86220919,-145.2477011,1,1
video_01,93,6.199,alert,0.194870959,0.01471379177,15.32939946,18.94620025,-139.8695983,1,1
video_01,94,6.266,alert,0.2241637208,0.01978325555,12.02792459,18.0137533,-140.6459197,1,1
video_01,95,6.333,alert,0.2129524716,0.04803445378,13.52352903,18.62038428,-140.4221015,1,1
video_01,96,6.399,alert,0.2272397606,0.04209009237,11.36998931,17.77562908,-140.3212302,1,1
video_01,97,6.466,alert,0.22281338,0.05537653538,10.17286631,17.31852093,-140.3295424,1,1
video_01,98,6.533,alert,0.2120831928,0.01167052384,10.08197904,16.14260889,-142.2892822,1,1
video_01,99,6.599,alert,0.2278049967,0.009699405338,11.25593348,17.58845889,-146.6696963,1,1
video_01,100,6.666,alert,0.1908633441,0.05223389949,6.411609235,15.14131039,-144.9266661,1,1
video_01,101,6.733,alert,0.2060662996,0.07771614876,4.404768401,14.08342397,-144.4071447,1,1
video_01,102,6.799,alert,0.2070913939,0.1307641109,7.062180872,15.40254586,-141.7055715,1,1
video_01,103,6.866,alert,0.2275495912,0.1879500693,7.259390346,15.89815045,-141.6986691,1,1
video_01,104,6.933,alert,0.2067806416,0.03724895238,8.048390312,16.21502074,-144.3623318,1,1
video_01,105,6.999,alert,0.1977657523,0.03381616844,7.897996593,15.46636173,-144.2445251,1,1
video_01,106,7.066,alert,0.2055715937,0.01871023353,10.28024628,16.31285012,-145.7594307,1,1
video_01,107,7.133,alert,0.1906399522,0.03833462304,12.20924443,17.03113753,-145.1579351,1,1
video_01,108,7.199,alert,0.1763638148,0.04328102223,12.7305555,16.48791988,-144.893591,1,1
video_01,109,7.266,alert,0.1699800548,0.02541025256,16.63484123,17.88463513,-146.1652704,1,1
video_01,110,7.333,alert,0.1753706477,0.01904223406,14.55523624,16.81974251,-146.1829533,1,1
video_01,111,7.399,alert,0.2031807855,0.02083414164,14.64676897,17.14342193,-146.8996417,1,1
video_01,112,7.466,alert,0.1689885523,0.006277856478,13.17283114,16.40705617,-147.118479,1,1
video_01,113,7.533,alert,0.1644131466,0.003346100786,13.60985445,16.27078478,-146.9274062,1,1
video_01,114,7.599,alert,0.1572211455,0.003936682839,16.46829705,18.12104522,-147.1185548,1,1
video_01,115,7.666,alert,0.1656965049,0.004250045628,12.34650972,16.11389603,-148.3537159,1,1
video_01,116,7.733,alert,0.1573372241,0.00362859348,11.16952367,15.90771134,-148.4843806,1,1
video_01,117,7.799,alert,0.162417853,0.002631776194,14.86287649,17.07923184,-147.9602042,1,1
video_01,118,7.866,alert,0.1679136223,0.003938398191,11.25220982,15.60321809,-147.3714564,1,1
video_01,119,7.933,alert,0.1756947603,0.001176530876,11.59201074,16.11810599,-146.1318701,1,1
video_01,120,7.999,alert,0.1714181213,0.005112998288,16.71391578,17.12158126,-146.0605041,1,1
video_01,121,8.066,alert,0.1566695687,0.003806447413,17.84032618,17.42441539,-147.6993599,1,1
video_01,122,8.133,alert,0.1761095487,0.001569508161,16.34165335,16.92168092,-148.3228574,1,1
video_01,123,8.199,alert,0.1893989355,0.014205374,15.32840012,16.34919503,-146.5259008,1,1
video_01,124,8.266,alert,0.2177334868,0.01020038991,13.06046746,16.50458407,-146.8584613,1,1
video_01,125,8.333,alert,0.1903883566,0.007621516084,10.34453707,14.70801674,-146.2247575,1,1
video_01,126,8.399,alert,0.1729927271,0.005782026453,9.527345235,14.2567927,-145.3884347,1,1
video_01,127,8.466,alert,0.2129341842,0.0008443058595,11.17165374,14.49201742,-146.4966226,1,1
video_01,128,8.533,alert,0.2119239396,0.007587295583,10.55006017,14.27785175,-144.1857634,1,1
video_01,129,8.599,alert,0.1839401697,0.0078598359,12.50336829,15.39121472,-145.0836085,1,1
video_01,130,8.666,alert,0.1809381076,0.006487245535,19.29067717,18.74490335,-146.5284976,1,1
video_01,131,8.733,alert,0.1517255604,0.007965844869,17.30564304,18.99045516,-144.7562087,1,1
video_01,132,8.799,alert,0.1653180256,0.00613849576,13.79891319,16.84721155,-147.078662,1,1
video_01,133,8.866,alert,0.1739139507,0.0003080419417,-0.4877380226,9.898348878,-147.4631049,1,1
video_01,134,8.933,alert,0.1376171161,0.003952063271,-13.88805455,0.6669671332,-149.3710398,1,1
video_01,135,8.999,alert,0.2465978057,0.007981352239,-24.89654062,-5.114852046,-145.9755593,1,1
video_01,136,9.066,alert,0.2468626227,0.009008605657,-28.87332907,-8.821169641,-145.5241844,1,1
video_01,137,9.133,alert,0.2554765859,0.01495259707,-33.69262739,-10.62287082,-145.0657472,1,1
video_01,138,9.199,alert,0.275173665,0.01501473339,-37.0048995,-14.14080582,-144.4479945,1,1
video_01,139,9.266,alert,0.3903797564,0.01993824794,-40.85546119,-15.18850722,-148.9589992,1,1
video_01,140,9.333,alert,0.3436117544,0.01260375876,-38.35622171,-17.72029005,-146.2196731,1,1
video_01,141,9.366,alert,0.3001462769,0.002840612636,-38.35431947,-17.0968699,-147.1788935,1,1
video_01,142,9.399,alert,0.3116656968,0.01622263046,-35.85465718,-17.66526141,-145.0367915,1,1
video_01,143,9.433,alert,0.2435824323,0.01808656965,-35.61802375,-18.09121373,-144.518231,1,1
video_01,144,9.466,alert,0.2618423301,0.02073012972,-36.94054336,-19.70028802,-144.4422764,1,1
video_01,145,9.499,alert,0.2509596338,0.02082961317,-35.53827717,-18.53164252,-142.8771407,1,1
video_01,146,9.533,alert,0.3234566739,0.01953970022,-37.44839119,-18.76702094,-144.5950023,1,1
video_01,147,9.566,alert,0.2919048653,0.01184779161,-36.67743089,-18.73375244,-144.7982977,1,1
video_01,148,9.599,alert,0.2718332663,0.01650902598,-36.7609536,-19.2238148,-144.7188489,1,1
video_01,149,9.633,alert,0.3031153757,0.006147751566,-35.20728025,-19.81813127,-145.8147806,1,1
video_01,150,9.666,alert,0.3120856092,0.005429977773,-36.75844783,-21.23786055,-144.8372261,1,1
video_01,151,9.699,alert,0.3452683267,0.003002965129,-37.16765871,-22.51648857,-145.0340825,1,1
video_01,152,9.733,alert,0.3643131739,0.003789269288,-38.64048125,-21.71093828,-146.7614369,1,1
video_01,153,9.766,alert,0.2971088872,0.005121717929,-36.57484537,-22.0112841,-145.8744003,1,1
video_01,154,9.799,alert,0.2984394149,0.0007722253188,-36.57917039,-21.74600331,-144.9845413,1,1
video_01,155,9.833,alert,0.335314853,0.002893631341,-38.43903682,-21.81717372,-145.0410263,1,1
video_01,156,9.866,alert,0.3263949254,0.00848469727,-37.23348692,-22.65328161,-144.4070292,1,1
video_01,157,9.899,alert,0.3613749351,0.006997055476,-38.56784292,-21.77197211,-146.4611905,1,1
video_01,158,9.933,alert,0.4120259521,0.007680287461,-39.31532712,-23.03977443,-144.5066427,1,1
video_01,159,9.966,alert,0.4097288374,0.002086419234,-38.51116653,-20.95512587,-146.9737183,1,1
video_01,160,9.999,alert,0.4189506299,0.006920456316,-39.50824575,-21.17423143,-147.4284382,1,1
video_01,161,10.033,alert,0.408346181,0.009030679485,-38.92352919,-21.49770085,-146.3554921,1,1
video_01,162,10.066,alert,0.3810439715,0.001858628451,-38.53268074,-20.20918884,-147.0932298,1,1
video_01,163,10.099,alert,0.4118302517,0.008431890947,-38.90813262,-20.83285077,-145.6859371,1,1
video_01,164,10.133,alert,0.3917295476,0.005097423753,-37.76821322,-20.97102389,-146.0021851,1,1
video_01,165,10.166,alert,0.421051879,0.006068619376,-38.92884726,-21.33941409,-146.7522068,1,1
video_01,166,10.199,alert,0.3715075366,0.006333272107,-37.6722424,-21.5671797,-145.8453157,1,1
video_01,167,10.233,alert,0.3266869952,0.006218918483,-36.73181609,-21.5429087,-144.8878417,1,1
video_01,168,10.266,alert,0.2833599837,0.00765819775,-36.14557036,-22.66344384,-143.0600798,1,1
video_01,169,10.299,alert,0.3459199293,0.007861339212,-36.94692468,-22.04671862,-143.5373699,1,1
video_01,170,10.333,alert,0.3668141053,0.007343441447,-36.36665934,-22.70472358,-143.7583343,1,1
video_01,171,10.366,alert,0.3144864313,0.007293427753,-36.42502303,-22.39606578,-143.3738407,1,1
video_01,172,10.399,alert,0.2926941259,0.01123191454,-37.95807434,-22.81082907,-144.3640165,1,1
video_01,173,10.433,alert,0.3118100612,0.008396065477,-38.73986646,-20.39110745,-147.7671901,1,1
video_01,174,10.466,alert,0.34467158,0.004707870558,-38.00174518,-21.24979909,-145.2016102,1,1
video_01,175,10.499,alert,0.3459087271,0.003895382514,-38.27569496,-22.04495895,-145.1520201,1,1
video_01,176,10.533,alert,0.3611971627,0.0122629046,-39.4554869,-22.29024378,-146.2753147,1,1
video_01,177,10.566,alert,0.3297923791,0.01116185309,-37.66517314,-21.02511116,-146.259611,1,1
video_01,178,10.599,alert,0.3454247558,0.01130341201,-36.58719709,-20.54730935,-145.9867908,1,1
video_01,179,10.633,alert,0.3612771332,0.007216262662,-37.83785581,-20.25360029,-147.6342729,1,1
video_01,180,10.666,alert,0.3173327466,0.004359948397,-37.68362825,-21.5647686,-145.5229112,1,1
video_01,181,10.699,alert,0.3645542171,0.009135060447,-37.91492834,-21.42271483,-145.371942,1,1
video_01,182,10.733,alert,0.3494627583,0.005776153055,-36.1037421,-20.78971867,-145.5058759,1,1
video_01,183,10.766,alert,0.3677190542,0.007358292373,-35.5741116,-20.57559834,-145.9294804,1,1
video_01,184,10.799,alert,0.384034545,0.004659419463,-36.16287765,-21.51208984,-145.6284177,1,1
video_01,185,10.833,alert,0.3741073714,0.005736749074,-36.10429509,-21.71829848,-144.8221901,1,1
video_01,186,10.866,alert,0.3773932433,0.00755942094,-35.74301245,-20.86890097,-145.088737,1,1
video_01,187,10.899,alert,0.3660090908,0.007524117176,-35.46427065,-20.8944188,-145.2171092,1,1
video_01,188,10.933,alert,0.3835142513,0.01038600733,-35.93035395,-20.92642749,-145.6013194,1,1
video_01,189,10.966,alert,0.3925670374,0.008451601898,-36.65901165,-21.08514044,-146.5518799,1,1
video_01,190,10.999,alert,0.3863426426,0.008017215869,-36.1645471,-20.61499108,-146.9780168,1,1
video_01,191,11.033,alert,0.3937015685,0.007844919739,-36.20835082,-20.91917932,-147.3414785,1,1
video_01,192,11.066,alert,0.398037027,0.007008834209,-36.18728636,-20.97368258,-146.3877767,1,1
video_01,193,11.099,alert,0.3322115535,0.007585401411,-35.29281233,-20.38479811,-146.0740207,1,1
video_01,194,11.133,alert,0.4039155883,0.009057929173,-36.12113833,-21.20525352,-146.0960355,1,1
video_01,195,11.166,alert,0.3632014866,0.0102408162,-35.36780776,-20.80325973,-145.8466574,1,1
video_01,196,11.199,alert,0.3674963509,0.008732207269,-35.67270758,-21.16459817,-145.4662385,1,1
video_01,197,11.233,alert,0.3922955401,0.01544249989,-36.19643482,-21.14512093,-145.8004627,1,1
video_01,198,11.266,alert,0.4017241106,0.0077377532,-36.41098334,-21.85014391,-145.4896405,1,1
video_01,199,11.299,alert,0.3966032776,0.007760368783,-36.96699583,-22.65393705,-145.3807251,1,1
video_01,200,11.333,alert,0.3589494769,0.006493569668,-37.125121,-23.43075849,-145.3077296,1,1
video_01,201,11.366,alert,0.3454636109,0.003886623018,-37.01868562,-24.14756939,-145.0410651,1,1
video_01,202,11.399,alert,0.3682529722,0.006724677532,-38.40967907,-22.1068079,-146.7317874,1,1
video_01,203,11.433,alert,0.3008089702,0.007975502443,1.697479382,6.638827552,-95.9196921,1,1
video_01,204,11.466,alert,0.2943051814,0.006442345907,-36.93397973,-20.71475924,-145.7594893,1,1
video_01,205,11.499,alert,0.3040541789,0.004078912104,-37.20879622,-20.69245079,-145.8890897,1,1
video_01,206,11.533,alert,0.3354485369,0.00727277271,-37.14862369,-20.39487542,-145.1128567,1,1
video_01,207,11.566,alert,0.2905436219,0.005959313351,-37.38133616,-19.45710748,-147.45627,1,1
video_01,208,11.599,alert,0.3501709523,0.008362590958,-38.08230981,-20.45586447,-146.3126588,1,1
video_01,209,11.633,alert,0.3126779688,0.006124999977,-38.42172658,-21.04947361,-145.3199441,1,1
video_01,210,11.666,alert,0.3327691818,0.009488634373,-38.12681825,-21.08510648,-145.4977366,1,1
video_01,211,11.699,alert,0.3405835058,0.008434511635,-38.85524202,-21.87890837,-145.2680485,1,1
video_01,212,11.733,alert,0.3345159056,0.009674730676,-38.20328728,-21.9332117,-145.3047564,1,1
video_01,213,11.766,alert,0.3726176302,0.01141649624,-39.31354984,-21.93289891,-146.7059431,1,1
video_01,214,11.799,alert,0.3012298815,0.009003777036,-38.80116638,-20.83184048,-146.6595421,1,1
video_01,215,11.833,alert,0.3268646024,0.008576757707,-38.31893503,-20.93412207,-146.1021449,1,1
video_01,216,11.866,alert,0.3414461996,0.004526833269,-39.38815758,-21.72469089,-145.6199177,1,1
video_01,217,11.899,alert,0.3285705393,0.006771182778,-38.06088389,-20.73554215,-146.2140237,1,1
video_01,218,11.933,alert,0.3316368326,0.009349699833,-38.24172098,-21.58204865,-145.6855357,1,1
video_01,219,11.966,alert,0.3136101959,0.006934512504,-37.11421686,-21.07767284,-145.2850088,1,1
video_01,220,11.999,alert,0.3284030998,0.009178794025,-37.55761481,-21.51348047,-144.5664862,1,1
video_01,221,12.033,alert,0.3358887038,0.001763605111,-37.36622275,-20.65260602,-146.22123,1,1
video_01,222,12.066,alert,0.3132396285,0.007027210969,-38.0292992,-21.41457162,-145.248992,1,1
video_01,223,12.099,alert,0.3238097373,0.007289273953,-38.42379942,-21.63137091,-145.773172,1,1
video_01,224,12.133,alert,0.3124914302,0.006640647001,-37.25596925,-20.50910629,-145.6900014,1,1
video_01,225,12.166,alert,0.3092355567,0.01047326353,-38.08798066,-20.87271492,-146.2738146,1,1
video_01,226,12.199,alert,0.3174193664,0.007707026956,-38.27755489,-21.28384629,-145.4116106,1,1
video_01,227,12.233,alert,0.3109849934,0.008897086365,-38.15221938,-20.74896909,-145.7537086,1,1
video_01,228,12.266,alert,0.334644756,0.007347374887,-38.14270778,-20.6716779,-146.4394742,1,1
video_01,229,12.299,alert,0.3373911766,0.004373117386,-36.87817418,-20.29375296,-146.0659187,1,1
video_01,230,12.333,alert,0.2562012442,0.0009917853422,-34.78169179,-20.78743191,-146.4800647,1,1
video_01,231,12.366,alert,0.3268086659,0.007419001242,-31.62351522,-19.60580374,-148.1491347,1,1
video_01,232,12.399,alert,0.2219614218,0.006542334058,-28.28566541,-17.35586923,-148.1222049,1,1
video_01,233,12.433,alert,0.1544884458,0.003686761286,-21.22534524,-14.34773774,-147.1759118,1,1
video_01,234,12.466,alert,0.1518952629,0.004064073188,-14.27748096,-9.939513855,-148.0129242,1,1
video_01,235,12.499,alert,0.1616211167,0.002246632551,-14.57245154,-8.287733806,-149.4911702,1,1
video_01,236,12.533,alert,0.1515426074,0.006174719819,-5.660101214,-3.286642357,-150.9542696,1,1
video_01,237,12.566,alert,0.1216864813,0.004328100705,4.414301753,3.012519579,-147.8280192,1,1
video_01,238,12.599,alert,0.1422972247,0.006439505856,8.016776429,4.082012761,-147.8526835,1,1
video_01,239,12.633,alert,0.1255705854,0.009481486301,13.33711753,7.006717205,-148.2642737,1,1
video_01,240,12.666,alert,0.130270321,0.02405003306,15.08361686,10.05656493,-146.5297237,1,1
video_01,241,12.699,alert,0.2083886779,0.01066254211,22.23127081,9.994653496,-148.9350896,1,1
video_01,242,12.733,alert,0.2169093002,0.001089412105,23.18278011,10.75190422,-148.4803328,1,1
video_01,243,12.766,alert,0.1256491078,0.01583370798,20.65668197,12.91583678,-146.3091768,1,1
video_01,244,12.799,alert,0.1227919178,0.01276862807,21.79265074,13.72356477,-143.1222114,1,1
video_01,245,12.833,alert,0.2268284788,0.002551979889,26.17771002,11.54703371,-148.3896593,1,1
video_01,246,12.866,alert,0.1534428725,0.006623719939,25.6641944,13.41452392,-146.7269961,1,1
video_01,247,12.899,alert,0.1908225503,0.0156731969,25.40746773,14.62237979,-146.014113,1,1
video_01,248,12.933,alert,0.17329166,0.004755599394,25.88315966,15.91906717,-145.5693176,1,1
video_01,249,12.966,alert,0.2023019983,0.009825037344,27.77952659,15.68840764,-147.3524174,1,1
video_01,250,12.999,alert,0.184688708,0.003996192099,22.11120317,16.87400677,-146.7262485,1,1
video_01,251,13.066,alert,0.1672426446,0.01612412038,22.90807875,17.12593635,-144.3452717,1,1
video_01,252,13.133,alert,0.211923866,0.007660887892,24.43831598,18.3030992,-147.652014,1,1
video_01,253,13.199,alert,0.2719694218,0.03215176365,25.09422247,17.00999015,-147.4688589,1,1
video_01,254,13.266,alert,0.2303371782,0.006869800086,27.61282646,16.403835,-148.7411729,1,1
video_01,255,13.333,alert,0.2221622175,0.009168813654,24.35509193,18.20696661,-147.5916476,1,1
video_01,256,13.399,alert,0.2021372956,0.0190845002,21.90038104,16.59740009,-149.2302147,1,1
video_01,257,13.466,alert,0.1695218334,0.01446862739,27.07394044,19.75534139,-147.7753254,1,1
video_01,258,13.533,alert,0.1579242955,0.005276991434,27.07739734,20.63055604,-146.4636015,1,1
video_01,259,13.599,alert,0.1633551834,0.004452991589,25.31164886,20.12877177,-146.9792561,1,1
video_01,260,13.666,alert,0.2201074819,0.002378699592,23.85573051,19.05620056,-146.4059566,1,1
video_01,261,13.699,alert,0.2481074584,0.004156546834,24.70816541,18.81564614,-146.7046866,1,1
video_01,262,13.733,alert,0.2540933899,0.005328241348,27.55932963,19.52795881,-145.7483344,1,1
video_01,263,13.766,alert,0.2359762171,0.006387094972,27.4936621,18.75173865,-146.2930333,1,1
video_01,264,13.799,alert,0.2513990588,0.004927309217,27.97427838,19.04797004,-145.8584838,1,1
video_01,265,13.833,alert,0.2717865647,0.00341854933,27.63267736,18.32018556,-146.232467,1,1
video_01,266,13.866,alert,0.2710720402,0.004756060138,25.65871632,17.93995305,-146.0704085,1,1
video_01,267,13.899,alert,0.2628693858,0.004540050565,23.26953733,17.78806629,-144.2873652,1,1
video_01,268,13.933,alert,0.2528179355,0.003960208733,26.21899135,17.25377243,-147.7361015,1,1
video_01,269,13.966,alert,0.2498531576,0.003093956478,25.82451279,18.59215884,-144.7766478,1,1
video_01,270,13.999,alert,0.251269751,0.003464078679,28.31937843,17.19226273,-147.2338806,1,1
video_01,271,14.033,alert,0.2365494323,0.001907862068,25.81265775,18.31555487,-145.1111639,1,1
video_01,272,14.066,alert,0.2650082188,0.003196481722,28.87291504,17.90326172,-148.4689032,1,1
video_01,273,14.099,alert,0.234187758,0.003906498909,25.71515698,18.19971278,-144.3976751,1,1
video_01,274,14.133,alert,0.2653373647,0.002239018837,29.01633936,17.28990943,-149.7194391,1,1
video_01,275,14.166,alert,0.2432446781,0.001886858556,25.04846107,17.82913858,-145.9857497,1,1
video_01,276,14.199,alert,0.2495228366,0.001584759102,24.16931275,16.50229242,-147.699024,1,1
video_01,277,14.233,alert,0.2346445273,0.004643195408,22.73170711,17.15985284,-146.6555859,1,1
video_01,278,14.266,alert,0.2529548187,0.01034625426,24.27266773,17.11510589,-147.0329667,1,1
video_01,279,14.299,alert,0.2694220738,0.002774236713,22.52963321,15.5142364,-148.1552002,1,1
video_01,280,14.333,alert,0.2453253486,0.0008463186373,25.11017603,16.56513691,-148.3652614,1,1
