video_id,complete,field,value,frames,fraction
video_02,True,pose_detected,0,1754,0.06219858156028369
video_02,True,pose_detected,1,26446,0.9378014184397163
video_02,True,face_mesh_detected,0,13218,0.46872340425531916
video_02,True,face_mesh_detected,1,14982,0.5312765957446809
video_02,True,indicators_accepted,0,13280,0.47092198581560285
video_02,True,indicators_accepted,1,14920,0.5290780141843971
video_02,True,all_indicators_valid,0,13280,0.47092198581560285
video_02,True,all_indicators_valid,1,14920,0.5290780141843971
video_02,True,detection_status,both_detected,14920,0.5290780141843971
video_02,True,detection_status,both_missing,1692,0.06
video_02,True,detection_status,face_mesh_missing,11526,0.40872340425531917
video_02,True,detection_status,pose_missing,62,0.0021985815602836877
video_02,True,ear_valid,0,13280,0.47092198581560285
video_02,True,ear_valid,1,14920,0.5290780141843971
video_02,True,mar_valid,0,13280,0.47092198581560285
video_02,True,mar_valid,1,14920,0.5290780141843971
video_02,True,head_pose_valid,0,13280,0.47092198581560285
video_02,True,head_pose_valid,1,14920,0.5290780141843971
video_02,True,ear_status,not_evaluated_both_missing,1692,0.06
video_02,True,ear_status,not_evaluated_face_mesh_missing,11526,0.40872340425531917
video_02,True,ear_status,not_evaluated_pose_missing,62,0.0021985815602836877
video_02,True,ear_status,ok,14920,0.5290780141843971
video_02,True,mar_status,not_evaluated_both_missing,1692,0.06
video_02,True,mar_status,not_evaluated_face_mesh_missing,11526,0.40872340425531917
video_02,True,mar_status,not_evaluated_pose_missing,62,0.0021985815602836877
video_02,True,mar_status,ok,14920,0.5290780141843971
video_02,True,head_pose_status,not_evaluated_both_missing,1692,0.06
video_02,True,head_pose_status,not_evaluated_face_mesh_missing,11526,0.40872340425531917
video_02,True,head_pose_status,not_evaluated_pose_missing,62,0.0021985815602836877
video_02,True,head_pose_status,ok,14920,0.5290780141843971
