video_id,frame_index,timestamp_seconds,ear,mar,pitch,yaw,roll,face_detected,pose_detected,ear_eye,pitch_raw,yaw_raw,roll_raw,pose_confidence,face_presence_confidence,face_mesh_detected,indicators_accepted,all_indicators_valid,detection_status,ear_valid,mar_valid,head_pose_valid,ear_status,mar_status,head_pose_status
video_04,0,0.0,0.3419638942104136,0.05162209368990511,-42.08450709115863,-16.34071002930979,-157.03378062421592,1,1,RIGHT_EYE,-42.08450709115863,-16.34071002930979,-157.03378062421592,0.8868764042854309,0.9648016095161438,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,1,0.066,0.2456929317957651,0.1482286648981113,-41.13725648273,-17.13815344001592,-154.24488311694043,1,1,RIGHT_EYE,-41.13725648273,-17.13815344001592,-154.24488311694043,0.8830244541168213,0.9957275986671448,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,2,0.133,0.24099426768881824,0.2319136647065143,-39.26890930715115,-17.730945750050477,-153.65031596726158,1,1,RIGHT_EYE,-39.26890930715115,-17.730945750050477,-153.65031596726158,0.8879130482673645,0.999388575553894,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,3,0.199,0.22132739889043174,0.20936017849278127,-40.461058709632105,-18.686855096748168,-153.09941331895192,1,1,RIGHT_EYE,-40.461058709632105,-18.686855096748168,-153.09941331895192,0.8880397081375122,0.9998872876167297,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,4,0.266,0.24692771110418832,0.19079678377813677,-39.72700658863511,-18.348765344727784,-153.32081157173621,1,1,RIGHT_EYE,-39.72700658863511,-18.348765344727784,-153.32081157173621,0.8880801796913147,0.9999105334281921,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,5,0.333,0.24501524881344308,0.1630595756831568,-38.69036257664853,-19.245028833906588,-151.20017532239572,1,1,RIGHT_EYE,-38.69036257664853,-19.245028833906588,-151.20017532239572,0.8918827772140503,0.9998825192451477,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,6,0.399,0.3515461200657256,0.09552902142292938,-38.30701503423363,-17.168596768862717,-152.5908787075014,1,1,RIGHT_EYE,-38.30701503423363,-17.168596768862717,-152.5908787075014,0.8899897336959839,0.9995571374893188,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,7,0.466,0.27740149591739727,0.0796803573611822,-35.842854560594844,-17.474532787317244,-149.45371431562367,1,1,RIGHT_EYE,-35.842854560594844,-17.474532787317244,-149.45371431562367,0.8896545767784119,0.9964626431465149,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,8,0.533,0.32421995231335177,0.10303669903615752,-38.188183606456114,-16.99915823091906,-151.2201755565466,1,1,RIGHT_EYE,-38.188183606456114,-16.99915823091906,-151.2201755565466,0.8630331754684448,0.9948272705078125,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,9,0.599,0.267704460364733,0.03314128294904882,-35.565532637536904,-14.5999787137735,-151.94077136612017,1,1,RIGHT_EYE,-35.565532637536904,-14.5999787137735,-151.94077136612017,0.8813896179199219,0.8707979917526245,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,10,0.666,0.34664100818594856,0.021161666157411854,-39.379192405358744,-12.599646424259873,-161.67300107392256,1,1,RIGHT_EYE,-39.379192405358744,-12.599646424259873,-161.67300107392256,0.8932089805603027,0.9341669678688049,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,11,0.733,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8972802758216858,0.429328054189682,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_04,12,0.799,0.32449777619782577,0.0306305004967213,-43.281723263542155,-13.441246041562758,-159.5453890182666,1,1,RIGHT_EYE,-43.281723263542155,-13.441246041562758,-159.5453890182666,0.8946250081062317,0.9042810797691345,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,13,0.866,0.3067363123034325,0.03920309248564625,-40.74170199741095,-11.12914324046619,-158.8956896092075,1,1,RIGHT_EYE,-40.74170199741095,-11.12914324046619,-158.8956896092075,0.9003664255142212,0.7366851568222046,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,14,0.933,0.30778166743124,0.05677201497030568,-39.42141576644794,-16.370146553626647,-152.26385200740992,1,1,RIGHT_EYE,-39.42141576644794,-16.370146553626647,-152.26385200740992,0.9024779200553894,0.984855592250824,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,15,0.999,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.892731785774231,0.3339700400829315,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_04,16,1.066,0.22309336106717792,0.06354100626867557,-37.083656967314624,-14.530457187264037,-155.92430694306617,1,1,RIGHT_EYE,-37.083656967314624,-14.530457187264037,-155.92430694306617,0.8928391933441162,0.8337408304214478,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,17,1.133,0.2980216267661049,0.07189827053537146,-39.5546261731023,-10.484915553006056,-160.374230552404,1,1,RIGHT_EYE,-39.5546261731023,-10.484915553006056,-160.374230552404,0.8984939455986023,0.9824998378753662,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,18,1.199,0.3289524365720542,0.01467749443732501,-44.30344460325776,-13.324462160065993,-156.81785512699543,1,1,RIGHT_EYE,-44.30344460325776,-13.324462160065993,-156.81785512699543,0.8987070322036743,0.9926300048828125,1,1,1,both_detected,1,1,1,ok,ok,ok
video_04,19,1.266,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8973099589347839,0.13582763075828552,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
video_04,20,1.333,nan,nan,nan,nan,nan,0,1,,nan,nan,nan,0.8975926041603088,0.3917226791381836,0,0,0,face_mesh_missing,0,0,0,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing,not_evaluated_face_mesh_missing
