model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,representation,window_size_frames,seed,balancing
xgboost,r0_flat,2,test,distraction,0.6398601398601399,0.6245733788395904,0.6321243523316062,293,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,validation,alert,0.8058252427184466,0.08417849898580122,0.15243342516069788,986,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,validation,fatigue,0.00423728813559322,0.07692307692307693,0.008032128514056224,13,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,validation,distraction,0.1145320197044335,0.6118421052631579,0.19294605809128632,152,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,test,alert,0.5531914893617021,0.019019751280175568,0.036775106082036775,1367,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,test,fatigue,0.007142857142857143,0.047619047619047616,0.012422360248447204,21,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,3,test,distraction,0.035034272658035034,0.4107142857142857,0.06456140350877193,112,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,validation,alert,0.8814655172413793,0.8296146044624746,0.8547544409613375,986,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,validation,fatigue,0.0,0.0,0.0,13,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,validation,distraction,0.26108374384236455,0.34868421052631576,0.29859154929577464,152,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,test,alert,0.9549050632911392,0.8829553767373811,0.9175218548080578,1367,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,test,fatigue,0.0,0.0,0.0,21,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,3,test,distraction,0.30454545454545456,0.5982142857142857,0.4036144578313253,112,G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,validation,alert,0.8796764408493428,0.8823529411764706,0.8810126582278481,986,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,validation,fatigue,0.0,0.0,0.0,13,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,validation,distraction,0.2839506172839506,0.3026315789473684,0.2929936305732484,152,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,test,alert,0.9404934687953556,0.9480614484272128,0.9442622950819672,1367,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,test,fatigue,0.0,0.0,0.0,21,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,3,test,distraction,0.4016393442622951,0.4375,0.4188034188034188,112,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,validation,alert,0.8785714285714286,0.8732251521298174,0.8758901322482198,986,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,validation,fatigue,0.0,0.0,0.0,13,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,validation,distraction,0.26900584795321636,0.3026315789473684,0.2848297213622291,152,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,test,alert,0.9410909090909091,0.9465983906364301,0.9438366156090445,1367,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,test,fatigue,0.0,0.0,0.0,21,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,3,test,distraction,0.4,0.44642857142857145,0.4219409282700422,112,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,validation,alert,0.7789473684210526,0.07312252964426877,0.13369467028003612,1012,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,validation,fatigue,0.005050505050505051,0.058823529411764705,0.009302325581395349,17,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,validation,distraction,0.057692307692307696,0.5,0.10344827586206896,96,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,test,alert,0.9384615384615385,0.06374085684430512,0.11937377690802348,957,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,4,test,distraction,0.1117717003567182,0.6811594202898551,0.1920326864147089,138,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,validation,alert,0.9256465517241379,0.8488142292490118,0.8855670103092783,1012,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,validation,fatigue,0.02857142857142857,0.058823529411764705,0.038461538461538464,17,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,validation,distraction,0.2345679012345679,0.3958333333333333,0.29457364341085274,96,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,test,alert,0.8906426155580609,0.8254963427377221,0.8568329718004338,957,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,4,test,distraction,0.21621621621621623,0.2898550724637681,0.2476780185758514,138,G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,validation,alert,0.9285714285714286,0.8863636363636364,0.9069767441860465,1012,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,validation,fatigue,0.0,0.0,0.0,17,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,validation,distraction,0.27672955974842767,0.4583333333333333,0.34509803921568627,96,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,test,alert,0.89419795221843,0.8213166144200627,0.8562091503267973,957,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,4,test,distraction,0.20833333333333334,0.32608695652173914,0.2542372881355932,138,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,validation,alert,0.9272349272349273,0.8814229249011858,0.9037487335359676,1012,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,validation,fatigue,0.0,0.0,0.0,17,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,validation,distraction,0.2670807453416149,0.4479166666666667,0.3346303501945525,96,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,test,alert,0.8947368421052632,0.8349007314524556,0.8637837837837837,957,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,4,test,distraction,0.21782178217821782,0.3188405797101449,0.25882352941176473,138,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,alert,0.8,0.008008008008008008,0.015857284440039643,999,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,1,validation,fatigue,0.0,0.0,0.0,1,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,1,validation,distraction,0.09441624365482233,0.6,0.1631578947368421,155,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,1,test,alert,0.622093023255814,0.0981651376146789,0.16957210776545167,1090,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,1,test,fatigue,0.055944055944055944,0.5161290322580645,0.10094637223974763,62,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,1,test,distraction,0.03826530612244898,0.0797872340425532,0.05172413793103448,376,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,validation,alert,0.8882175226586103,0.8828828828828829,0.8855421686746988,999,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,validation,fatigue,0.0,0.0,0.0,1,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,validation,distraction,0.30201342281879195,0.2903225806451613,0.29605263157894735,155,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,test,alert,0.8093716719914803,0.6972477064220184,0.7491375061606703,1090,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,test,fatigue,0.0,0.0,0.0,62,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,1,test,distraction,0.37860780984719866,0.5930851063829787,0.46217616580310883,376,G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,validation,alert,0.8852913968547641,0.9579579579579579,0.9201923076923076,999,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,validation,fatigue,0.0,0.0,0.0,1,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,validation,distraction,0.43243243243243246,0.2064516129032258,0.2794759825327511,155,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,test,alert,0.8216,0.9422018348623853,0.8777777777777778,1090,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,test,fatigue,0.0,0.0,0.0,62,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,1,test,distraction,0.7446043165467626,0.550531914893617,0.6330275229357798,376,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,validation,alert,0.8873499538319483,0.9619619619619619,0.9231508165225745,999,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,validation,fatigue,0.0,0.0,0.0,1,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,validation,distraction,0.4722222222222222,0.21935483870967742,0.29955947136563876,155,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,test,alert,0.8315789473684211,0.9422018348623853,0.8834408602150537,1090,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,test,fatigue,0.0,0.0,0.0,62,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,1,test,distraction,0.7508532423208191,0.5851063829787234,0.6576980568011959,376,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,validation,alert,1.0,0.049348230912476726,0.0940550133096717,1074,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,validation,distraction,0.05641592920353982,0.6891891891891891,0.10429447852760736,74,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,test,alert,0.6666666666666666,0.002564102564102564,0.005108556832694764,1560,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,test,fatigue,,,,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,2,test,distraction,0.06101477199743096,0.33807829181494664,0.10337323177366703,281,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,validation,alert,0.9368191721132898,0.8007448789571695,0.8634538152610441,1074,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,validation,distraction,0.10091743119266056,0.2972972972972973,0.1506849315068493,74,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,test,alert,0.9282868525896414,0.8961538461538462,0.9119373776908023,1560,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,test,fatigue,,,,0,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,2,test,distraction,0.5443037974683544,0.6120996441281139,0.576214405360134,281,G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,validation,alert,0.9421407907425265,0.909683426443203,0.9256276646139271,1074,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,validation,distraction,0.21311475409836064,0.35135135135135137,0.2653061224489796,74,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,test,alert,0.9317751105495894,0.9455128205128205,0.9385937002863506,1560,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,test,fatigue,,,,0,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,2,test,distraction,0.6705426356589147,0.6156583629893239,0.6419294990723562,281,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,validation,alert,0.9414587332053743,0.9134078212290503,0.9272211720226843,1074,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,validation,distraction,0.211864406779661,0.33783783783783783,0.2604166666666667,74,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,test,alert,0.9318611987381703,0.9467948717948718,0.939268680445151,1560,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,test,fatigue,,,,0,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,2,test,distraction,0.67578125,0.6156583629893239,0.6443202979515829,281,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,validation,alert,0.9636363636363636,0.054695562435500514,0.103515625,969,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,validation,fatigue,0.0,0.0,0.0,11,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,validation,distraction,0.11349306431273644,0.6206896551724138,0.19189765458422176,145,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,test,alert,0.6190476190476191,0.009523809523809525,0.01875901875901876,1365,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,test,fatigue,0.013793103448275862,0.09090909090909091,0.023952095808383235,22,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,3,test,distraction,0.03391107761868877,0.42452830188679247,0.0628053035589672,106,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,validation,alert,0.8698924731182796,0.8348813209494325,0.85202738283307,969,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,validation,fatigue,0.0,0.0,0.0,11,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,validation,distraction,0.18324607329842932,0.2413793103448276,0.20833333333333334,145,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,test,alert,0.9419680403700589,0.8205128205128205,0.8770555990602976,1365,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,test,fatigue,1.0,0.045454545454545456,0.08695652173913043,22,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,3,test,distraction,0.18811881188118812,0.5377358490566038,0.2787286063569682,106,G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,validation,alert,0.881578947368421,0.8988648090815273,0.8901379662749106,969,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,validation,fatigue,0.0,0.0,0.0,11,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,validation,distraction,0.2846715328467153,0.2689655172413793,0.2765957446808511,145,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,test,alert,0.9333810888252149,0.9545787545787546,0.9438609199565375,1365,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,test,fatigue,0.0,0.0,0.0,22,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,3,test,distraction,0.36082474226804123,0.330188679245283,0.3448275862068966,106,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,validation,alert,0.8851626016260162,0.8988648090815273,0.8919610855094726,969,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,validation,fatigue,0.0,0.0,0.0,11,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,validation,distraction,0.3049645390070922,0.296551724137931,0.3006993006993007,145,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,test,alert,0.935832732516222,0.9509157509157509,0.9433139534883721,1365,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,test,fatigue,0.0,0.0,0.0,22,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,3,test,distraction,0.36792452830188677,0.36792452830188677,0.36792452830188677,106,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,validation,alert,0.9574468085106383,0.04491017964071856,0.08579599618684461,1002,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,validation,distraction,0.054945054945054944,0.4945054945054945,0.0989010989010989,91,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,test,alert,1.0,0.04334038054968287,0.08308004052684904,946,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
fixed_rules,r0_flat,4,test,distraction,0.10514018691588785,0.6923076923076923,0.18255578093306288,130,G1__qualification_r0_flat__fixed_rules__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,validation,alert,0.9142857142857143,0.7984031936127745,0.8524240809802877,1002,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,validation,distraction,0.13170731707317074,0.2967032967032967,0.18243243243243243,91,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,test,alert,0.8886337543053962,0.8181818181818182,0.8519537699504678,946,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
svm,r0_flat,4,test,distraction,0.16666666666666666,0.23846153846153847,0.1962025316455696,130,G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,validation,alert,0.9304979253112033,0.8952095808383234,0.9125127161749745,1002,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,validation,distraction,0.2553191489361702,0.3956043956043956,0.3103448275862069,91,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,test,alert,0.8918032786885246,0.8625792811839323,0.876947877485223,946,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
random_forest,r0_flat,4,test,distraction,0.19254658385093168,0.23846153846153847,0.21305841924398625,130,G1__qualification_r0_flat__random_forest__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,validation,alert,0.9302809573361083,0.8922155688622755,0.9108507386653082,1002,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,validation,fatigue,0.0,0.0,0.0,12,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,validation,distraction,0.25,0.3956043956043956,0.30638297872340425,91,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,test,alert,0.898566703417861,0.861522198731501,0.8796546141392336,946,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,test,fatigue,,,,0,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
xgboost,r0_flat,4,test,distraction,0.22485207100591717,0.2923076923076923,0.25418060200668896,130,G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,G1,R0_flat,150,42,none
