model,ablation,fold,subset,actual,predicted,count,run_id,generation,representation,window_size_frames,seed,balancing
svm,r0_flat,3,test,fatigue,fatigue,0,G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,3,test,fatigue,distraction,4,G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,3,test,distraction,alert,49,G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,3,test,distraction,fatigue,4,G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,3,test,distraction,distraction,64,G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,alert,alert,858,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,alert,distraction,135,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,fatigue,alert,13,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,fatigue,distraction,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,distraction,alert,102,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,validation,distraction,distraction,50,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,alert,alert,1292,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,alert,distraction,79,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,fatigue,alert,23,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,fatigue,distraction,2,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,distraction,alert,64,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,3,test,distraction,distraction,53,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,alert,alert,855,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,alert,distraction,138,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,fatigue,alert,13,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,fatigue,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,fatigue,distraction,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,distraction,alert,100,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,distraction,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,validation,distraction,distraction,52,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,alert,alert,1288,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,alert,distraction,83,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,fatigue,alert,23,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,fatigue,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,fatigue,distraction,2,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,distraction,alert,65,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,distraction,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,3,test,distraction,distraction,52,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,alert,alert,238,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,alert,fatigue,1,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,alert,distraction,779,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,fatigue,alert,8,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,fatigue,fatigue,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,fatigue,distraction,12,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,distraction,alert,49,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,distraction,fatigue,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,validation,distraction,distraction,50,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,alert,alert,198,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,alert,fatigue,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,alert,distraction,762,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,fatigue,alert,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,fatigue,fatigue,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,fatigue,distraction,4,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,distraction,alert,47,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,distraction,fatigue,1,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,4,test,distraction,distraction,93,G1__qualification_r0_flat__fixed_rules__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,alert,alert,885,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,alert,fatigue,9,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,alert,distraction,124,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,fatigue,alert,19,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,fatigue,fatigue,0,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,fatigue,distraction,1,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,distraction,alert,53,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,distraction,fatigue,2,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,validation,distraction,distraction,44,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,alert,alert,795,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,alert,fatigue,8,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,alert,distraction,157,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,fatigue,alert,4,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,fatigue,fatigue,0,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,fatigue,distraction,0,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,distraction,alert,93,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,distraction,fatigue,4,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
svm,r0_flat,4,test,distraction,distraction,44,G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,alert,alert,896,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,alert,distraction,122,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,fatigue,alert,20,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,fatigue,distraction,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,distraction,alert,56,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,validation,distraction,distraction,43,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,alert,alert,792,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,alert,distraction,168,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,fatigue,alert,4,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,fatigue,distraction,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,distraction,alert,99,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
random_forest,r0_flat,4,test,distraction,distraction,42,G1__qualification_r0_flat__random_forest__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,alert,alert,891,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,alert,distraction,127,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,fatigue,alert,20,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,fatigue,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,fatigue,distraction,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,distraction,alert,57,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,distraction,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,validation,distraction,distraction,42,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,alert,alert,795,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,alert,distraction,165,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,fatigue,alert,4,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,fatigue,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,fatigue,distraction,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,distraction,alert,97,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,distraction,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
xgboost,r0_flat,4,test,distraction,distraction,44,G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,G1,R0_flat,30,42,none
fixed_rules,r0_flat,1,validation,alert,alert,33,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,alert,fatigue,91,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,alert,distraction,890,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,fatigue,alert,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,fatigue,fatigue,0,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,fatigue,distraction,4,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,distraction,alert,15,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,distraction,fatigue,51,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,validation,distraction,distraction,96,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,alert,alert,155,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,alert,fatigue,217,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,alert,distraction,716,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,fatigue,alert,21,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,fatigue,fatigue,28,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,fatigue,distraction,18,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,distraction,alert,107,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,distraction,fatigue,239,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
fixed_rules,r0_flat,1,test,distraction,distraction,33,G1__qualification_r0_flat__fixed_rules__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,alert,alert,916,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,alert,fatigue,9,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,alert,distraction,89,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,fatigue,alert,2,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,fatigue,fatigue,2,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,fatigue,distraction,0,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,distraction,alert,108,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,distraction,fatigue,0,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,validation,distraction,distraction,54,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,alert,alert,955,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,alert,fatigue,6,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,alert,distraction,127,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,fatigue,alert,29,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,fatigue,fatigue,0,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,fatigue,distraction,38,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,distraction,alert,118,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,distraction,fatigue,2,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
svm,r0_flat,1,test,distraction,distraction,259,G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,alert,alert,953,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,alert,distraction,61,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,fatigue,alert,4,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,fatigue,distraction,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,distraction,alert,116,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,validation,distraction,distraction,46,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,alert,alert,1017,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,alert,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,alert,distraction,71,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,fatigue,alert,50,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,fatigue,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,fatigue,distraction,17,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,distraction,alert,154,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,distraction,fatigue,0,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
random_forest,r0_flat,1,test,distraction,distraction,225,G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,alert,alert,958,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,alert,distraction,56,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,fatigue,alert,4,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,fatigue,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,fatigue,distraction,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,distraction,alert,115,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,distraction,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,validation,distraction,distraction,47,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,test,alert,alert,1020,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,test,alert,fatigue,0,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,test,alert,distraction,68,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
xgboost,r0_flat,1,test,fatigue,alert,50,G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,G1,R0_flat,60,42,none
