ablation,absent_classes,accuracy,balanced_accuracy,best_epoch,best_training_loss,best_validation_loss,best_validation_macro_f1,configuration_id,fold,generation,inference_seconds,inference_windows_per_second,macro_f1_all_classes,macro_f1_present_classes,model,model_size_bytes,num_windows,parameter_count,peak_gpu_memory_bytes,present_classes,representation,resumed_checkpoint,run_id,seed,stopping_epoch,subset,train_seconds,training_seconds,window_size_frames
temporal_r0,[],0.8542199488491049,0.4152696556205328,8,0.4316285151655905,0.3813801517826009,0.39062692928581555,qualification_r0_w60_b1024,2,G2,0.027396599998610327,42815.53185648948,0.39062692928581555,0.39062692928581555,transformer,268083,1173,17443,258136576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_2__seed_42,42,23,validation,3.935629499999777,3.935629499999777,60
temporal_r0,"[""fatigue""]",0.8905579399141631,0.783757655283585,8,0.4316285151655905,0.3813801517826009,0.39062692928581555,qualification_r0_w60_b1024,2,G2,0.03604850000192528,51708.115452805185,0.5262392866955604,0.7893589300433407,transformer,268083,1864,17443,258136576,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_2__seed_42,42,23,test,3.935629499999777,3.935629499999777,60
temporal_r0,[],0.7775847089487402,0.40458969431692826,11,0.4020146477930259,0.5268204708419397,0.39312777530650306,qualification_r0_w60_b1024,3,G2,0.02412489999915124,47710.04232309748,0.39312777530650306,0.39312777530650306,lstm,652498,1151,51651,377037312,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_3__seed_42,42,26,validation,3.7950619000002916,3.7950619000002916,60
temporal_r0,[],0.89,0.47854181906851984,11,0.4020146477930259,0.5268204708419397,0.39312777530650306,qualification_r0_w60_b1024,3,G2,0.03046119999999064,49242.97138656589,0.45851594968603804,0.45851594968603804,lstm,652498,1500,51651,377037312,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_3__seed_42,42,26,test,3.7950619000002916,3.7950619000002916,60
temporal_r0,[],0.7819287576020851,0.41555460659762994,8,0.38581888331170877,0.5293528201474406,0.40173702223932367,qualification_r0_w60_b1024,3,G2,3.7808227999994415,304.4310883864142,0.40173702223932367,0.40173702223932367,tcn,637372,1151,49379,189763584,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,42,23,validation,383.3797777,383.3797777,60
temporal_r0,[],0.8913333333333333,0.4790295049987808,8,0.38581888331170877,0.5293528201474406,0.40173702223932367,qualification_r0_w60_b1024,3,G2,5.100818799997796,294.0704343390218,0.4594580119965724,0.4594580119965724,tcn,637372,1500,49379,189763584,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,42,23,test,383.3797777,383.3797777,60
temporal_r0,[],0.7801911381407471,0.41302355788050243,11,0.38195249703716994,0.5253406727086141,0.3995295805860859,qualification_r0_w60_b1024,3,G2,0.028012000002490822,41089.5330536075,0.3995295805860859,0.3995295805860859,transformer,268403,1151,17443,258136576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,26,validation,5.6053416000031575,5.6053416000031575,60
temporal_r0,[],0.892,0.4765410004528512,11,0.38195249703716994,0.5253406727086141,0.3995295805860859,qualification_r0_w60_b1024,3,G2,0.0320413000008557,46814.57993152403,0.4586961838229821,0.4586961838229821,transformer,268403,1500,17443,258136576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,26,test,5.6053416000031575,5.6053416000031575,60
temporal_r0,[],0.8471111111111111,0.4553277338603426,24,0.35246437701510025,0.4428368062178294,0.42694260802912715,qualification_r0_w60_b1024,4,G2,0.02691950000007637,41791.26655386647,0.42694260802912715,0.42694260802912715,lstm,653970,1125,51651,377037312,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,39,validation,6.599656700000196,6.599656700000196,60
temporal_r0,"[""fatigue""]",0.7817351598173516,0.571259824633138,24,0.35246437701510025,0.4428368062178294,0.42694260802912715,qualification_r0_w60_b1024,4,G2,0.029652000001078704,36928.36908000018,0.374348174049606,0.5615222610744091,lstm,653970,1095,51651,377037312,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,39,test,6.599656700000196,6.599656700000196,60
temporal_r0,[],0.8462222222222222,0.4644268774703557,4,0.41290829999252726,0.46443741949399314,0.43120758315104607,qualification_r0_w60_b1024,4,G2,3.49234129999968,322.13346387425054,0.43120758315104607,0.43120758315104607,tcn,636924,1125,49379,186113024,"[""alert"", ""fatigue"", ""distraction""]",R0,True,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,19,validation,340.01912399999856,340.01912399999856,60
temporal_r0,"[""fatigue""]",0.765296803652968,0.5680568806505838,4,0.41290829999252726,0.46443741949399314,0.43120758315104607,qualification_r0_w60_b1024,4,G2,3.396938699999737,322.34906093539007,0.3691134200040496,0.5536701300060745,tcn,636924,1095,49379,186113024,"[""alert"", ""distraction""]",R0,True,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,19,test,340.01912399999856,340.01912399999856,60
temporal_r0,[],0.8391111111111111,0.4586489898989899,5,0.35429615728222724,0.4519208992852105,0.4242318385503549,qualification_r0_w60_b1024,4,G2,0.022354799999448005,50324.7624683638,0.4242318385503549,0.4242318385503549,transformer,267763,1125,17443,255023616,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,20,validation,3.887800500000594,3.887800500000594,60
temporal_r0,"[""fatigue""]",0.771689497716895,0.5779155876607152,5,0.35429615728222724,0.4519208992852105,0.4242318385503549,qualification_r0_w60_b1024,4,G2,0.02311360000021523,47374.705800472606,0.37512194290728934,0.562682914360934,transformer,267763,1095,17443,255023616,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,20,test,3.887800500000594,3.887800500000594,60
