ablation,absent_classes,accuracy,balanced_accuracy,best_epoch,best_training_loss,best_validation_loss,best_validation_macro_f1,configuration_id,fold,generation,inference_seconds,inference_windows_per_second,macro_f1_all_classes,macro_f1_present_classes,model,model_size_bytes,num_windows,parameter_count,peak_gpu_memory_bytes,present_classes,representation,resumed_checkpoint,run_id,seed,stopping_epoch,subset,train_seconds,training_seconds,window_size_frames
temporal_r0,[],0.7774891774891775,0.412278945612279,1,1.07625445859382,1.029370851950212,0.39769537893463575,qualification_r0_w150_b1024,1,G2,0.02450160000080359,47139.778625155865,0.39769537893463575,0.39769537893463575,lstm,651410,1155,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,16,validation,2.8266306999976223,2.8266306999976223,150
temporal_r0,[],0.6969895287958116,0.5266152644934609,1,1.07625445859382,1.029370851950212,0.39769537893463575,qualification_r0_w150_b1024,1,G2,0.028808099999878323,53040.63787637692,0.461156906945005,0.461156906945005,lstm,651410,1528,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,42,16,test,2.8266306999976223,2.8266306999976223,150
temporal_r0,[],0.8510822510822511,0.41520445176359155,7,0.29245936268157685,0.3852082755400505,0.42510647195413176,qualification_r0_w150_b1024,1,G2,3.7782342999998946,305.69835227000937,0.42510647195413176,0.42510647195413176,tcn,637244,1155,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,22,validation,360.0625308000017,360.0625308000017,150
temporal_r0,[],0.8455497382198953,0.5646756457804671,7,0.29245936268157685,0.3852082755400505,0.42510647195413176,qualification_r0_w150_b1024,1,G2,5.08488589999979,300.498384831027,0.5518076215750635,0.5518076215750635,tcn,637244,1528,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,42,22,test,360.0625308000017,360.0625308000017,150
temporal_r0,[],0.8571428571428571,0.39755454379110294,5,0.2903022467855836,0.37811593666221155,0.41041757118105576,qualification_r0_w150_b1024,1,G2,0.03663610000148765,31526.281453350657,0.41041757118105576,0.41041757118105576,transformer,267763,1155,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,20,validation,6.9278790999997,6.9278790999997,150
temporal_r0,[],0.831151832460733,0.5358806688789121,5,0.2903022467855836,0.37811593666221155,0.41041757118105576,qualification_r0_w150_b1024,1,G2,0.04178400000091642,36569.02163427358,0.5326557684054466,0.5326557684054466,transformer,267763,1528,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,42,20,test,6.9278790999997,6.9278790999997,150
temporal_r0,[],0.8629310344827587,0.3987535021054574,11,0.4685924247500782,0.3581720814622682,0.3823956093894744,qualification_r0_w150_b1024,2,G2,0.02451669999936712,47314.68754073528,0.3823956093894744,0.3823956093894744,lstm,652498,1160,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,26,validation,4.196802599999501,4.196802599999501,150
temporal_r0,"[""fatigue""]",0.8788701792504073,0.7476286613742129,11,0.4685924247500782,0.3581720814622682,0.3823956093894744,qualification_r0_w150_b1024,2,G2,0.04183589999956894,44005.26820312146,0.5046079270200203,0.7569118905300305,lstm,652498,1841,51651,808088576,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,42,26,test,4.196802599999501,4.196802599999501,150
temporal_r0,[],0.9,0.3701578673645713,5,0.49669414583741994,0.32603925425430824,0.37381364604096046,qualification_r0_w150_b1024,2,G2,3.93612949999806,294.7057509161149,0.37381364604096046,0.37381364604096046,tcn,637052,1160,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,20,validation,295.7192161000021,295.7192161000021,150
temporal_r0,"[""fatigue""]",0.9022270505160239,0.7584930194360799,5,0.49669414583741994,0.32603925425430824,0.37381364604096046,qualification_r0_w150_b1024,2,G2,6.2715564999998605,293.54754278304614,0.525420694593627,0.7881310418904404,tcn,637052,1841,49379,363581440,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,42,20,test,295.7192161000021,295.7192161000021,150
temporal_r0,[],0.853448275862069,0.4540574093646719,15,0.3613035149252723,0.38355440641271654,0.4084289248762933,qualification_r0_w150_b1024,2,G2,0.033240199998544995,34897.50362665616,0.4084289248762933,0.4084289248762933,transformer,268851,1160,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,30,validation,8.022920000003069,8.022920000003069,150
temporal_r0,"[""fatigue""]",0.8924497555676263,0.7921126471393376,15,0.3613035149252723,0.38355440641271654,0.4084289248762933,qualification_r0_w150_b1024,2,G2,0.04813389999981155,38247.47215594847,0.5280750980928918,0.7921126471393376,transformer,268851,1841,17443,570034688,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,42,30,test,8.022920000003069,8.022920000003069,150
temporal_r0,[],0.7955555555555556,0.39584593668078244,17,0.39566150855996135,0.5300443251993922,0.3906970504887905,qualification_r0_w150_b1024,3,G2,0.024827100001857616,45313.38738377922,0.3906970504887905,0.3906970504887905,lstm,653202,1125,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,32,validation,5.938692499999888,5.938692499999888,150
temporal_r0,[],0.8955123911587408,0.45121524178127953,17,0.39566150855996135,0.5300443251993922,0.3906970504887905,qualification_r0_w150_b1024,3,G2,0.0375504000003275,39759.89603271813,0.4442109326413759,0.4442109326413759,lstm,653202,1493,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,42,32,test,5.938692499999888,5.938692499999888,150
temporal_r0,[],0.792,0.39446994768869437,4,0.42827374851619565,0.5098199057446586,0.38868153633314423,qualification_r0_w150_b1024,3,G2,3.57193560000087,314.95528642781966,0.38868153633314423,0.38868153633314423,tcn,636924,1125,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,19,validation,313.9401807000031,313.9401807000031,150
temporal_r0,[],0.8941728064300067,0.4565277489805792,4,0.42827374851619565,0.5098199057446586,0.38868153633314423,qualification_r0_w150_b1024,3,G2,4.703671400002349,317.41162871183013,0.4468412444973076,0.4468412444973076,tcn,636924,1493,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,42,19,test,313.9401807000031,313.9401807000031,150
temporal_r0,[],0.8,0.39365621626751124,3,0.3854414101156564,0.5087802194025781,0.39020915706836284,qualification_r0_w150_b1024,3,G2,0.041176299997459864,27321.541762358454,0.39020915706836284,0.39020915706836284,transformer,267507,1125,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,18,validation,6.004303699999582,6.004303699999582,150
temporal_r0,[],0.8948425987943738,0.44807058769322916,3,0.3854414101156564,0.5087802194025781,0.39020915706836284,qualification_r0_w150_b1024,3,G2,0.04272829999899841,34941.713104312534,0.4421222480059219,0.4421222480059219,transformer,267507,1493,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,42,18,test,6.004303699999582,6.004303699999582,150
temporal_r0,[],0.8497737556561086,0.42560666213360826,17,0.352084330281841,0.4302394396579104,0.40743273638010474,qualification_r0_w150_b1024,4,G2,0.023680499998590676,46662.86607401715,0.40743273638010474,0.40743273638010474,lstm,653202,1105,51651,808088576,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,32,validation,5.9692604999981995,5.9692604999981995,150
temporal_r0,"[""fatigue""]",0.8011152416356877,0.5385428524963409,17,0.352084330281841,0.4302394396579104,0.40743273638010474,qualification_r0_w150_b1024,4,G2,0.023724200000287965,45354.53250212608,0.35868216058894026,0.5380232408834104,lstm,653202,1076,51651,808088576,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,42,32,test,5.9692604999981995,5.9692604999981995,150
temporal_r0,[],0.8552036199095022,0.45091501977729526,4,0.39169446434173255,0.41812241479282464,0.4250736420407682,qualification_r0_w150_b1024,4,G2,3.5616563000003225,310.2489142480985,0.4250736420407682,0.4250736420407682,tcn,636924,1105,49379,363581440,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,19,validation,347.4366588999983,347.4366588999983,150
temporal_r0,"[""fatigue""]",0.7713754646840149,0.5382175963571313,4,0.39169446434173255,0.41812241479282464,0.4250736420407682,qualification_r0_w150_b1024,4,G2,3.453543100000388,311.5640861699045,0.354272442093486,0.531408663140229,tcn,636924,1076,49379,363581440,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,42,19,test,347.4366588999983,347.4366588999983,150
temporal_r0,[],0.8552036199095022,0.4475846841116302,3,0.34877615476023593,0.40292383285399475,0.42321963962359366,qualification_r0_w150_b1024,4,G2,0.0353343999995559,31272.640826330382,0.42321963962359366,0.42321963962359366,transformer,267507,1105,17443,570034688,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,18,validation,6.257067800001096,6.257067800001096,150
temporal_r0,"[""fatigue""]",0.7797397769516728,0.5330216295332574,3,0.34877615476023593,0.40292383285399475,0.42321963962359366,qualification_r0_w150_b1024,4,G2,0.033963600002607564,31680.97610139649,0.3527387078963939,0.5291080618445908,transformer,267507,1076,17443,570034688,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,42,18,test,6.257067800001096,6.257067800001096,150
