ablation,configuration_id,f1,fold,generation,label,model,precision,recall,representation,run_id,seed,subset,support,window_size_frames
temporal_r0,qualification_r0_w60_b1024,0.329608938547486,3,G2,distraction,transformer,0.28640776699029125,0.3881578947368421,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,validation,152,60
temporal_r0,qualification_r0_w60_b1024,0.9413059427732942,3,G2,alert,transformer,0.9440765268579838,0.9385515727871251,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,test,1367,60
temporal_r0,qualification_r0_w60_b1024,0.0,3,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,test,21,60
temporal_r0,qualification_r0_w60_b1024,0.43478260869565216,3,G2,distraction,transformer,0.3900709219858156,0.49107142857142855,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,42,test,112,60
temporal_r0,qualification_r0_w60_b1024,0.9134808853118712,4,G2,alert,lstm,0.930327868852459,0.8972332015810277,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,validation,1012,60
temporal_r0,qualification_r0_w60_b1024,0.0,4,G2,fatigue,lstm,0.0,0.0,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,validation,17,60
temporal_r0,qualification_r0_w60_b1024,0.3673469387755102,4,G2,distraction,lstm,0.30201342281879195,0.46875,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,validation,96,60
temporal_r0,qualification_r0_w60_b1024,0.8722608230892571,4,G2,alert,lstm,0.8927789934354485,0.8526645768025078,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,test,957,60
temporal_r0,qualification_r0_w60_b1024,,4,G2,fatigue,lstm,,,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,test,0,60
temporal_r0,qualification_r0_w60_b1024,0.2507836990595611,4,G2,distraction,lstm,0.22099447513812154,0.2898550724637681,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,42,test,138,60
temporal_r0,qualification_r0_w60_b1024,0.9126703685007572,4,G2,alert,tcn,0.932920536635707,0.8932806324110671,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,validation,1012,60
temporal_r0,qualification_r0_w60_b1024,0.0,4,G2,fatigue,tcn,0.0,0.0,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,validation,17,60
temporal_r0,qualification_r0_w60_b1024,0.38095238095238093,4,G2,distraction,tcn,0.3076923076923077,0.5,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,validation,96,60
temporal_r0,qualification_r0_w60_b1024,0.861005949161709,4,G2,alert,tcn,0.8923766816143498,0.831765935214211,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,957,60
temporal_r0,qualification_r0_w60_b1024,,4,G2,fatigue,tcn,,,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,0,60
temporal_r0,qualification_r0_w60_b1024,0.24633431085043989,4,G2,distraction,tcn,0.20689655172413793,0.30434782608695654,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,42,test,138,60
temporal_r0,qualification_r0_w60_b1024,0.9083544303797468,4,G2,alert,transformer,0.9314641744548287,0.8863636363636364,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,1012,60
temporal_r0,qualification_r0_w60_b1024,0.0,4,G2,fatigue,transformer,0.0,0.0,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,17,60
temporal_r0,qualification_r0_w60_b1024,0.3643410852713178,4,G2,distraction,transformer,0.29012345679012347,0.4895833333333333,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,validation,96,60
temporal_r0,qualification_r0_w60_b1024,0.8650107991360692,4,G2,alert,transformer,0.8949720670391061,0.8369905956112853,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,957,60
temporal_r0,qualification_r0_w60_b1024,,4,G2,fatigue,transformer,,,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,0,60
temporal_r0,qualification_r0_w60_b1024,0.2603550295857988,4,G2,distraction,transformer,0.22,0.3188405797101449,R0,G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,42,test,138,60
