model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
lstm,test,42,0.8181218352101618,0.5660005050363236,0.4421644817988354,11.5,26.5,0.3945551937982513,18.93138629999521
lstm,validation,42,0.8214373807959001,0.4081212616330318,0.3945551937982513,11.5,26.5,0.3945551937982513,18.93138629999521
tcn,test,42,0.8533312649624851,0.5794785026385644,0.469585500689871,5.0,20.0,0.40316882409225113,1317.1585865000052
tcn,validation,42,0.8495714677479383,0.40768682164853814,0.40316882409225113,5.0,20.0,0.40316882409225113,1317.1585865000052
transformer,test,42,0.8495459909436015,0.577271383311184,0.46389795560016356,6.5,21.5,0.4080688231873264,27.212170600003446
transformer,validation,42,0.8414486882286071,0.4232132133837291,0.4080688231873264,6.5,21.5,0.4080688231873264,27.212170600003446
