model,subset,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
lstm,test,accuracy,1,0.8072984424030959,0.0,0.8072984424030959,0.8072984424030959,0.8072984424030959,nan,nan
lstm,test,balanced_accuracy,1,0.5381805176660093,0.0,0.5381805176660093,0.5381805176660093,0.5381805176660093,nan,nan
lstm,test,macro_f1_all_classes,1,0.4513351789886828,0.0,0.4513351789886828,0.4513351789886828,0.4513351789886828,nan,nan
lstm,test,best_epoch,1,12.0,0.0,12.0,12.0,12.0,nan,nan
lstm,test,stopping_epoch,1,27.0,0.0,27.0,27.0,27.0,nan,nan
lstm,test,best_validation_macro_f1,1,0.4026607521514102,0.0,0.4026607521514102,0.4026607521514102,0.4026607521514102,nan,nan
lstm,test,training_seconds,1,15.283110199998191,0.0,15.283110199998191,15.283110199998191,15.283110199998191,nan,nan
lstm,validation,accuracy,1,0.8111228130264864,0.0,0.8111228130264864,0.8111228130264864,0.8111228130264864,nan,nan
lstm,validation,balanced_accuracy,1,0.4227627487326842,0.0,0.4227627487326842,0.4227627487326842,0.4227627487326842,nan,nan
lstm,validation,macro_f1_all_classes,1,0.4026607521514102,0.0,0.4026607521514102,0.4026607521514102,0.4026607521514102,nan,nan
lstm,validation,best_epoch,1,12.0,0.0,12.0,12.0,12.0,nan,nan
lstm,validation,stopping_epoch,1,27.0,0.0,27.0,27.0,27.0,nan,nan
lstm,validation,best_validation_macro_f1,1,0.4026607521514102,0.0,0.4026607521514102,0.4026607521514102,0.4026607521514102,nan,nan
lstm,validation,training_seconds,1,15.283110199998191,0.0,15.283110199998191,15.283110199998191,15.283110199998191,nan,nan
tcn,test,accuracy,1,0.8402426238945095,0.0,0.8402426238945095,0.8402426238945095,0.8402426238945095,nan,nan
tcn,test,balanced_accuracy,1,0.543100013538702,0.0,0.543100013538702,0.543100013538702,0.543100013538702,nan,nan
tcn,test,macro_f1_all_classes,1,0.4696638309225881,0.0,0.4696638309225881,0.4696638309225881,0.4696638309225881,nan,nan
tcn,test,best_epoch,1,5.75,0.0,5.75,5.75,5.75,nan,nan
tcn,test,stopping_epoch,1,20.75,0.0,20.75,20.75,20.75,nan,nan
tcn,test,best_validation_macro_f1,1,0.4065190851314144,0.0,0.4065190851314144,0.4065190851314144,0.4065190851314144,nan,nan
tcn,test,training_seconds,1,1398.6660433000034,0.0,1398.6660433000034,1398.6660433000034,1398.6660433000034,nan,nan
tcn,validation,accuracy,1,0.8235349426415149,0.0,0.8235349426415149,0.8235349426415149,0.8235349426415149,nan,nan
tcn,validation,balanced_accuracy,1,0.42102272343701314,0.0,0.42102272343701314,0.42102272343701314,0.42102272343701314,nan,nan
tcn,validation,macro_f1_all_classes,1,0.4065190851314144,0.0,0.4065190851314144,0.4065190851314144,0.4065190851314144,nan,nan
tcn,validation,best_epoch,1,5.75,0.0,5.75,5.75,5.75,nan,nan
tcn,validation,stopping_epoch,1,20.75,0.0,20.75,20.75,20.75,nan,nan
tcn,validation,best_validation_macro_f1,1,0.4065190851314144,0.0,0.4065190851314144,0.4065190851314144,0.4065190851314144,nan,nan
tcn,validation,training_seconds,1,1398.6660433000034,0.0,1398.6660433000034,1398.6660433000034,1398.6660433000034,nan,nan
transformer,test,accuracy,1,0.8152698503997953,0.0,0.8152698503997953,0.8152698503997953,0.8152698503997953,nan,nan
transformer,test,balanced_accuracy,1,0.5330941029927344,0.0,0.5330941029927344,0.5330941029927344,0.5330941029927344,nan,nan
transformer,test,macro_f1_all_classes,1,0.45503882154164643,0.0,0.45503882154164643,0.45503882154164643,0.45503882154164643,nan,nan
transformer,test,best_epoch,1,12.75,0.0,12.75,12.75,12.75,nan,nan
transformer,test,stopping_epoch,1,27.75,0.0,27.75,27.75,27.75,nan,nan
transformer,test,best_validation_macro_f1,1,0.4062040477410283,0.0,0.4062040477410283,0.4062040477410283,0.4062040477410283,nan,nan
transformer,test,training_seconds,1,21.66500229999656,0.0,21.66500229999656,21.66500229999656,21.66500229999656,nan,nan
transformer,validation,accuracy,1,0.822471777162308,0.0,0.822471777162308,0.822471777162308,0.822471777162308,nan,nan
transformer,validation,balanced_accuracy,1,0.42182955059825217,0.0,0.42182955059825217,0.42182955059825217,0.42182955059825217,nan,nan
transformer,validation,macro_f1_all_classes,1,0.4062040477410283,0.0,0.4062040477410283,0.4062040477410283,0.4062040477410283,nan,nan
transformer,validation,best_epoch,1,12.75,0.0,12.75,12.75,12.75,nan,nan
transformer,validation,stopping_epoch,1,27.75,0.0,27.75,27.75,27.75,nan,nan
transformer,validation,best_validation_macro_f1,1,0.4062040477410283,0.0,0.4062040477410283,0.4062040477410283,0.4062040477410283,nan,nan
transformer,validation,training_seconds,1,21.66500229999656,0.0,21.66500229999656,21.66500229999656,21.66500229999656,nan,nan
