configuration_id,epoch,fold,generation,learning_rate,model,representation,run_id,seed,training_accuracy,training_loss,training_macro_f1,validation_accuracy,validation_loss,validation_macro_f1,window_size_frames
qualification_r0_w60_b1024,1,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.27269910133250697,1.076000134716619,0.18073633260985433,0.7813559322033898,1.0296862638602822,0.40779159862035436,60
qualification_r0_w60_b1024,2,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8360706538580726,1.003332024615063,0.45974338181929797,0.7991525423728814,0.9512786354048778,0.4094168656552269,60
qualification_r0_w60_b1024,3,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8611713665943601,0.9093446157131544,0.4388241388241388,0.8550847457627119,0.8353217708862434,0.3072940459875133,60
qualification_r0_w60_b1024,4,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8732568949488689,0.7639664775785145,0.3777409644524867,0.8576271186440678,0.6514662916377439,0.3077858880778589,60
qualification_r0_w60_b1024,5,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8757359776882554,0.5415368158823941,0.3228369986883539,0.8593220338983051,0.48077733870279993,0.3081130355515041,60
qualification_r0_w60_b1024,6,1,G2,0.001,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8769755190579486,0.38174621415906623,0.3114853337735953,0.8593220338983051,0.46456381562402693,0.3081130355515041,60
qualification_r0_w60_b1024,7,1,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.3611857404567008,0.3116025746822908,0.8593220338983051,0.4708631872878236,0.3081130355515041,60
qualification_r0_w60_b1024,8,1,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.3578480288252433,0.3116025746822908,0.8593220338983051,0.46840512626251934,0.3081130355515041,60
qualification_r0_w60_b1024,9,1,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8772854044003718,0.3503783027989819,0.31327287905474827,0.8593220338983051,0.46430110658629464,0.3081130355515041,60
qualification_r0_w60_b1024,10,1,G2,0.0005,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8757359776882554,0.34717742067614243,0.33062743374581655,0.8593220338983051,0.45187926120677235,0.3081130355515041,60
qualification_r0_w60_b1024,11,1,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8769755190579486,0.34306666888539034,0.3215685453333473,0.8593220338983051,0.44397050162493173,0.3081130355515041,60
qualification_r0_w60_b1024,12,1,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8769755190579486,0.33872959381624534,0.31320971899006583,0.8593220338983051,0.43673977574049416,0.3081130355515041,60
qualification_r0_w60_b1024,13,1,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8769755190579486,0.335294886209073,0.3114853337735953,0.8593220338983051,0.4319572832119667,0.3081130355515041,60
qualification_r0_w60_b1024,14,1,G2,0.00025,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.3305408486667564,0.3116025746822908,0.8593220338983051,0.4281942853988227,0.3081130355515041,60
qualification_r0_w60_b1024,15,1,G2,0.000125,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.33056106250057804,0.3116025746822908,0.8593220338983051,0.4266747419611882,0.3081130355515041,60
qualification_r0_w60_b1024,16,1,G2,0.000125,lstm,R0,G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.3319269925642206,0.3116025746822908,0.8593220338983051,0.4256554804616055,0.3081130355515041,60
qualification_r0_w60_b1024,1,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.1279826464208243,1.1046142943288875,0.07871831659493066,0.7194915254237289,0.9084058860601005,0.309422679505782,60
qualification_r0_w60_b1024,2,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8509451502943911,0.8105402827669231,0.31343342177764516,0.8593220338983051,0.6106431868116734,0.3081130355515041,60
qualification_r0_w60_b1024,3,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.5630004171952767,0.3116025746822908,0.8593220338983051,0.46593433999914236,0.3081130355515041,60
qualification_r0_w60_b1024,4,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.4144284106423916,0.3116025746822908,0.8593220338983051,0.4005732649968842,0.3081130355515041,60
qualification_r0_w60_b1024,5,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8769755190579486,0.3213902970641473,0.3215685453333473,0.8432203389830508,0.4062344057075048,0.41283118662826285,60
qualification_r0_w60_b1024,6,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8791447164549117,0.3114096233543317,0.4795477623256841,0.8296610169491525,0.42788352334903457,0.4214223567100854,60
qualification_r0_w60_b1024,7,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8800743724821816,0.3150767494105022,0.48725318062079825,0.8330508474576271,0.42942934127177224,0.4289865860568595,60
qualification_r0_w60_b1024,8,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8782150604276417,0.3138895055477118,0.4865370542446433,0.8313559322033899,0.4240884027743744,0.42522661341677215,60
qualification_r0_w60_b1024,9,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.879454601797335,0.30845455769455243,0.48629754014580345,0.8372881355932204,0.4153113672288798,0.4238869937899064,60
qualification_r0_w60_b1024,10,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8797644871397583,0.30413683615382475,0.48178422297616524,0.8449152542372881,0.41046936628171954,0.41065244338512646,60
qualification_r0_w60_b1024,11,1,G2,0.001,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8800743724821816,0.29896421508409304,0.4390490556417175,0.8593220338983051,0.4092423643601143,0.3081130355515041,60
qualification_r0_w60_b1024,12,1,G2,0.0005,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.29721817886788743,0.3116025746822908,0.8593220338983051,0.40566574446225573,0.3081130355515041,60
qualification_r0_w60_b1024,13,1,G2,0.0005,tcn,R0,G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,42,0.8775952897427952,0.2959508768980962,0.3116025746822908,0.8593220338983051,0.40370851947089376,0.3081130355515041,60
