model,subset,fold,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
tcn,test,1,best_epoch,1,7.0,0.0,7.0,7.0,7.0,nan,nan
tcn,test,1,stopping_epoch,1,22.0,0.0,22.0,22.0,22.0,nan,nan
tcn,test,1,best_validation_macro_f1,1,0.4289865860568595,0.0,0.4289865860568595,0.4289865860568595,0.4289865860568595,nan,nan
tcn,test,2,macro_f1_all_classes,1,0.5184977368795122,0.0,0.5184977368795122,0.5184977368795122,0.5184977368795122,nan,nan
tcn,test,2,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
tcn,test,2,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
tcn,test,2,best_validation_macro_f1,1,0.38791986407513207,0.0,0.38791986407513207,0.38791986407513207,0.38791986407513207,nan,nan
tcn,test,3,macro_f1_all_classes,1,0.4594580119965724,0.0,0.4594580119965724,0.4594580119965724,0.4594580119965724,nan,nan
tcn,test,3,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
tcn,test,3,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
tcn,test,3,best_validation_macro_f1,1,0.40173702223932367,0.0,0.40173702223932367,0.40173702223932367,0.40173702223932367,nan,nan
tcn,test,4,macro_f1_all_classes,1,0.3691134200040496,0.0,0.3691134200040496,0.3691134200040496,0.3691134200040496,nan,nan
tcn,test,4,best_epoch,1,4.0,0.0,4.0,4.0,4.0,nan,nan
tcn,test,4,stopping_epoch,1,19.0,0.0,19.0,19.0,19.0,nan,nan
tcn,test,4,best_validation_macro_f1,1,0.43120758315104607,0.0,0.43120758315104607,0.43120758315104607,0.43120758315104607,nan,nan
tcn,validation,1,macro_f1_all_classes,1,0.4289865860568595,0.0,0.4289865860568595,0.4289865860568595,0.4289865860568595,nan,nan
tcn,validation,1,best_epoch,1,7.0,0.0,7.0,7.0,7.0,nan,nan
tcn,validation,1,stopping_epoch,1,22.0,0.0,22.0,22.0,22.0,nan,nan
tcn,validation,1,best_validation_macro_f1,1,0.4289865860568595,0.0,0.4289865860568595,0.4289865860568595,0.4289865860568595,nan,nan
tcn,validation,2,macro_f1_all_classes,1,0.38791986407513207,0.0,0.38791986407513207,0.38791986407513207,0.38791986407513207,nan,nan
tcn,validation,2,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
tcn,validation,2,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
tcn,validation,2,best_validation_macro_f1,1,0.38791986407513207,0.0,0.38791986407513207,0.38791986407513207,0.38791986407513207,nan,nan
tcn,validation,3,macro_f1_all_classes,1,0.40173702223932367,0.0,0.40173702223932367,0.40173702223932367,0.40173702223932367,nan,nan
tcn,validation,3,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
tcn,validation,3,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
tcn,validation,3,best_validation_macro_f1,1,0.40173702223932367,0.0,0.40173702223932367,0.40173702223932367,0.40173702223932367,nan,nan
tcn,validation,4,macro_f1_all_classes,1,0.43120758315104607,0.0,0.43120758315104607,0.43120758315104607,0.43120758315104607,nan,nan
tcn,validation,4,best_epoch,1,4.0,0.0,4.0,4.0,4.0,nan,nan
tcn,validation,4,stopping_epoch,1,19.0,0.0,19.0,19.0,19.0,nan,nan
tcn,validation,4,best_validation_macro_f1,1,0.43120758315104607,0.0,0.43120758315104607,0.43120758315104607,0.43120758315104607,nan,nan
transformer,test,1,macro_f1_all_classes,1,0.5710453682939453,0.0,0.5710453682939453,0.5710453682939453,0.5710453682939453,nan,nan
transformer,test,1,best_epoch,1,6.0,0.0,6.0,6.0,6.0,nan,nan
transformer,test,1,stopping_epoch,1,21.0,0.0,21.0,21.0,21.0,nan,nan
transformer,test,1,best_validation_macro_f1,1,0.4153726983415927,0.0,0.4153726983415927,0.4153726983415927,0.4153726983415927,nan,nan
transformer,test,2,macro_f1_all_classes,1,0.5262392866955604,0.0,0.5262392866955604,0.5262392866955604,0.5262392866955604,nan,nan
transformer,test,2,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
transformer,test,2,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
transformer,test,2,best_validation_macro_f1,1,0.39062692928581555,0.0,0.39062692928581555,0.39062692928581555,0.39062692928581555,nan,nan
transformer,test,3,macro_f1_all_classes,1,0.4586961838229821,0.0,0.4586961838229821,0.4586961838229821,0.4586961838229821,nan,nan
transformer,test,3,best_epoch,1,11.0,0.0,11.0,11.0,11.0,nan,nan
transformer,test,3,stopping_epoch,1,26.0,0.0,26.0,26.0,26.0,nan,nan
transformer,test,3,best_validation_macro_f1,1,0.3995295805860859,0.0,0.3995295805860859,0.3995295805860859,0.3995295805860859,nan,nan
transformer,test,4,macro_f1_all_classes,1,0.37512194290728934,0.0,0.37512194290728934,0.37512194290728934,0.37512194290728934,nan,nan
transformer,test,4,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
transformer,test,4,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
transformer,test,4,best_validation_macro_f1,1,0.4242318385503549,0.0,0.4242318385503549,0.4242318385503549,0.4242318385503549,nan,nan
transformer,validation,1,macro_f1_all_classes,1,0.41158026755852845,0.0,0.41158026755852845,0.41158026755852845,0.41158026755852845,nan,nan
transformer,validation,1,best_epoch,1,6.0,0.0,6.0,6.0,6.0,nan,nan
transformer,validation,1,stopping_epoch,1,21.0,0.0,21.0,21.0,21.0,nan,nan
transformer,validation,1,best_validation_macro_f1,1,0.4153726983415927,0.0,0.4153726983415927,0.4153726983415927,0.4153726983415927,nan,nan
transformer,validation,2,macro_f1_all_classes,1,0.39062692928581555,0.0,0.39062692928581555,0.39062692928581555,0.39062692928581555,nan,nan
transformer,validation,2,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
transformer,validation,2,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
transformer,validation,2,best_validation_macro_f1,1,0.39062692928581555,0.0,0.39062692928581555,0.39062692928581555,0.39062692928581555,nan,nan
transformer,validation,3,macro_f1_all_classes,1,0.3995295805860859,0.0,0.3995295805860859,0.3995295805860859,0.3995295805860859,nan,nan
transformer,validation,3,best_epoch,1,11.0,0.0,11.0,11.0,11.0,nan,nan
transformer,validation,3,stopping_epoch,1,26.0,0.0,26.0,26.0,26.0,nan,nan
transformer,validation,3,best_validation_macro_f1,1,0.3995295805860859,0.0,0.3995295805860859,0.3995295805860859,0.3995295805860859,nan,nan
transformer,validation,4,macro_f1_all_classes,1,0.4242318385503549,0.0,0.4242318385503549,0.4242318385503549,0.4242318385503549,nan,nan
transformer,validation,4,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
transformer,validation,4,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
transformer,validation,4,best_validation_macro_f1,1,0.4242318385503549,0.0,0.4242318385503549,0.4242318385503549,0.4242318385503549,nan,nan
