ablation,actual,configuration_id,count,fold,generation,model,predicted,representation,run_id,seed,subset,window_size_frames
temporal_r0,alert,qualification_r0_w30_b1024,0,3,G2,lstm,fatigue,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,100,3,G2,lstm,distraction,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,22,3,G2,lstm,alert,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,lstm,fatigue,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,3,3,G2,lstm,distraction,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,distraction,qualification_r0_w30_b1024,59,3,G2,lstm,alert,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,distraction,qualification_r0_w30_b1024,0,3,G2,lstm,fatigue,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,distraction,qualification_r0_w30_b1024,58,3,G2,lstm,distraction,R0,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,836,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,157,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,13,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,94,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,distraction,qualification_r0_w30_b1024,58,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,validation,30
temporal_r0,alert,qualification_r0_w30_b1024,1273,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,alert,qualification_r0_w30_b1024,98,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,21,3,G2,tcn,alert,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,0,3,G2,tcn,fatigue,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
temporal_r0,fatigue,qualification_r0_w30_b1024,4,3,G2,tcn,distraction,R0,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,42,test,30
