ablation,absent_classes,accuracy,balanced_accuracy,best_epoch,best_training_loss,best_validation_loss,best_validation_macro_f1,configuration_id,fold,generation,inference_seconds,inference_windows_per_second,macro_f1_all_classes,macro_f1_present_classes,model,model_size_bytes,num_windows,parameter_count,peak_gpu_memory_bytes,present_classes,representation,resumed_checkpoint,run_id,seed,stopping_epoch,subset,train_seconds,training_seconds,window_size_frames
temporal_r0,[],0.7822445561139029,0.42660262112316905,1,1.0757851800672393,1.0298509991149007,0.41039961954671655,qualification_r0_w30_b1024,1,G2,0.020221499999024672,59046.064834833676,0.41039961954671655,0.41039961954671655,lstm,651410,1194,51651,233436160,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,16,validation,2.1855460000006133,2.1855460000006133,30
temporal_r0,[],0.7009771986970684,0.5302540871229758,1,1.0757851800672393,1.0298509991149007,0.41039961954671655,qualification_r0_w30_b1024,1,G2,0.025615800001105526,59923.95318255735,0.4646540905400062,0.4646540905400062,lstm,651410,1535,51651,233436160,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,42,16,test,2.1855460000006133,2.1855460000006133,30
temporal_r0,[],0.821608040201005,0.4199094664848089,6,0.3290496202759312,0.45227225666469467,0.42021622443488155,qualification_r0_w30_b1024,1,G2,3.9183179999999993,304.72258760008765,0.42021622443488155,0.42021622443488155,tcn,637116,1194,49379,131931136,"[""alert"", ""fatigue"", ""distraction""]",R0,True,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,21,validation,352.5282251999997,352.5282251999997,30
temporal_r0,[],0.8312703583061889,0.5525554219049097,6,0.3290496202759312,0.45227225666469467,0.42021622443488155,qualification_r0_w30_b1024,1,G2,5.132875799998146,299.0526285480265,0.5383928665484908,0.5383928665484908,tcn,637116,1535,49379,131931136,"[""alert"", ""fatigue"", ""distraction""]",R0,True,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,42,21,test,352.5282251999997,352.5282251999997,30
temporal_r0,[],0.8316582914572864,0.420435272490067,3,0.4271685717365239,0.45790296932760394,0.4243896479786495,qualification_r0_w30_b1024,1,G2,0.025056800001038937,47651.735255519176,0.4243896479786495,0.4243896479786495,transformer,267507,1194,17443,194972160,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,42,18,validation,3.86045109999759,3.86045109999759,30
temporal_r0,[],0.7361563517915309,0.5049698639350199,3,0.4271685717365239,0.45790296932760394,0.4243896479786495,qualification_r0_w30_b1024,1,G2,0.030049000000872184,51083.230721669475,0.4810944764018888,0.4810944764018888,transformer,267507,1535,17443,194972160,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,42,18,test,3.86045109999759,3.86045109999759,30
temporal_r0,[],0.8582278481012658,0.4021415639011275,10,0.4908526123059604,0.38440770730690615,0.3863971080465926,qualification_r0_w30_b1024,2,G2,0.019545799998013536,60626.835438837654,0.3863971080465926,0.3863971080465926,lstm,652434,1185,51651,233436160,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,42,25,validation,3.133406599998125,3.133406599998125,30
temporal_r0,"[""fatigue""]",0.8869333333333334,0.764739326324823,10,0.4908526123059604,0.38440770730690615,0.3863971080465926,qualification_r0_w30_b1024,2,G2,0.030958300001657335,60565.341116909614,0.5178852148291876,0.7768278222437814,lstm,652434,1875,51651,233436160,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,42,25,test,3.133406599998125,3.133406599998125,30
temporal_r0,[],0.8649789029535865,0.4085095305810041,5,0.5388939778825994,0.3781826887452653,0.3937711995066297,qualification_r0_w30_b1024,2,G2,3.83810799999992,308.7458716638575,0.3937711995066297,0.3937711995066297,tcn,637052,1185,49379,131256320,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,42,20,validation,299.91558409999925,299.91558409999925,30
temporal_r0,"[""fatigue""]",0.888,0.7639937781591933,5,0.5388939778825994,0.3781826887452653,0.3937711995066297,qualification_r0_w30_b1024,2,G2,6.059916499998508,309.41020391955266,0.5184104980804827,0.777615747120724,tcn,637052,1875,49379,131256320,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,42,20,test,299.91558409999925,299.91558409999925,30
temporal_r0,[],0.8481012658227848,0.41019574018385124,8,0.45350133469054177,0.39820747116447,0.3870307287713786,qualification_r0_w30_b1024,2,G2,0.025060500000108732,47285.56892300068,0.3870307287713786,0.3870307287713786,transformer,268083,1185,17443,196332032,"[""alert"", ""fatigue"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_2__seed_42,42,23,validation,3.9244137999994564,3.9244137999994564,30
temporal_r0,"[""fatigue""]",0.8858666666666667,0.775134091396696,8,0.45350133469054177,0.39820747116447,0.3870307287713786,qualification_r0_w30_b1024,2,G2,0.03306979999979376,56698.25641557232,0.5203498039627529,0.7805247059441294,transformer,268083,1875,17443,196332032,"[""alert"", ""distraction""]",R0,False,G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_2__seed_42,42,23,test,3.9244137999994564,3.9244137999994564,30
