model,ablation,fold,subset,actual,predicted,count,preprocessing,window_size_frames,num_features
svm,all_features,1,test,fatigue,alert,37,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,fatigue,fatigue,3,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,fatigue,distraction,27,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,distraction,alert,110,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,distraction,fatigue,7,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,distraction,distraction,262,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,alert,alert,941,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,alert,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,alert,distraction,73,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,fatigue,alert,4,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,distraction,alert,112,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,distraction,distraction,50,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,alert,alert,1012,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,alert,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,alert,distraction,76,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,fatigue,alert,52,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,fatigue,distraction,15,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,distraction,alert,168,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,distraction,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,distraction,distraction,211,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,alert,alert,881,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,alert,fatigue,3,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,alert,distraction,130,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,fatigue,alert,4,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,distraction,alert,97,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,distraction,distraction,62,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,alert,alert,956,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,alert,fatigue,1,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,alert,distraction,131,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,fatigue,alert,46,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,fatigue,distraction,21,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,distraction,alert,106,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,distraction,fatigue,1,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,distraction,distraction,272,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,alert,alert,845,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,alert,fatigue,62,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,alert,distraction,173,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,fatigue,alert,16,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,distraction,alert,39,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,distraction,distraction,34,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,alert,alert,1409,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,alert,fatigue,35,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,alert,distraction,127,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,distraction,alert,97,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,distraction,fatigue,12,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,distraction,distraction,184,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,alert,alert,945,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,alert,fatigue,11,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,alert,distraction,124,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,fatigue,alert,17,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,distraction,alert,44,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,distraction,distraction,32,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,alert,alert,1458,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,alert,fatigue,6,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,alert,distraction,107,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,distraction,alert,195,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,distraction,fatigue,12,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,distraction,distraction,86,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,alert,alert,902,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,alert,fatigue,24,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,alert,distraction,154,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,fatigue,alert,16,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,distraction,alert,43,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,distraction,distraction,33,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,alert,alert,1432,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,alert,fatigue,14,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,alert,distraction,125,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,distraction,alert,192,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,distraction,fatigue,15,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,distraction,distraction,86,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,alert,alert,804,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,alert,fatigue,18,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,alert,distraction,164,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,distraction,alert,92,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,distraction,fatigue,2,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,distraction,distraction,58,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,alert,alert,1267,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,alert,fatigue,3,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,alert,distraction,97,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,fatigue,alert,17,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,fatigue,fatigue,1,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,fatigue,distraction,3,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,distraction,alert,50,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,distraction,fatigue,5,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,distraction,distraction,57,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,alert,alert,873,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,alert,fatigue,10,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,alert,distraction,103,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,distraction,alert,108,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,distraction,fatigue,4,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,distraction,distraction,40,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,alert,alert,1296,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,alert,fatigue,5,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,alert,distraction,66,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,fatigue,alert,19,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,fatigue,distraction,2,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,distraction,alert,61,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,distraction,fatigue,5,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,distraction,distraction,46,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,alert,alert,788,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,alert,fatigue,53,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,alert,distraction,145,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,distraction,alert,86,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,distraction,fatigue,16,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,distraction,distraction,50,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,alert,alert,1240,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,alert,fatigue,17,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,alert,distraction,110,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,fatigue,alert,16,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,fatigue,distraction,5,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,distraction,alert,38,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,distraction,fatigue,17,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,distraction,distraction,57,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,alert,alert,825,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,alert,fatigue,45,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,alert,distraction,142,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,fatigue,alert,14,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,fatigue,fatigue,2,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,distraction,alert,45,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,distraction,fatigue,6,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,distraction,distraction,45,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,alert,alert,749,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,alert,fatigue,52,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,alert,distraction,156,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,distraction,alert,80,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,distraction,fatigue,3,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,distraction,distraction,55,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,alert,alert,884,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,alert,fatigue,5,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,alert,distraction,123,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,fatigue,alert,17,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,distraction,alert,50,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,distraction,fatigue,4,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,distraction,distraction,42,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,alert,alert,775,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,alert,fatigue,10,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,alert,distraction,172,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,distraction,alert,83,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,distraction,fatigue,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,distraction,distraction,55,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,alert,alert,844,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,alert,fatigue,13,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,alert,distraction,155,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,fatigue,alert,16,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,distraction,alert,46,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,distraction,fatigue,7,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,distraction,distraction,43,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,alert,alert,735,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,alert,fatigue,25,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,alert,distraction,197,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,distraction,alert,83,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,distraction,fatigue,3,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,distraction,distraction,52,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,alert,alert,798,zero_fill_baseline,150,14
svm,all_features,1,validation,alert,fatigue,39,zero_fill_baseline,150,14
svm,all_features,1,validation,alert,distraction,162,zero_fill_baseline,150,14
svm,all_features,1,validation,fatigue,alert,1,zero_fill_baseline,150,14
svm,all_features,1,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,1,validation,fatigue,distraction,0,zero_fill_baseline,150,14
svm,all_features,1,validation,distraction,alert,84,zero_fill_baseline,150,14
svm,all_features,1,validation,distraction,fatigue,10,zero_fill_baseline,150,14
svm,all_features,1,validation,distraction,distraction,61,zero_fill_baseline,150,14
svm,all_features,1,test,alert,alert,863,zero_fill_baseline,150,14
svm,all_features,1,test,alert,fatigue,0,zero_fill_baseline,150,14
svm,all_features,1,test,alert,distraction,227,zero_fill_baseline,150,14
svm,all_features,1,test,fatigue,alert,40,zero_fill_baseline,150,14
svm,all_features,1,test,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,1,test,fatigue,distraction,22,zero_fill_baseline,150,14
svm,all_features,1,test,distraction,alert,105,zero_fill_baseline,150,14
svm,all_features,1,test,distraction,fatigue,0,zero_fill_baseline,150,14
svm,all_features,1,test,distraction,distraction,271,zero_fill_baseline,150,14
random_forest,all_features,1,validation,alert,alert,941,zero_fill_baseline,150,14
random_forest,all_features,1,validation,alert,fatigue,9,zero_fill_baseline,150,14
random_forest,all_features,1,validation,alert,distraction,49,zero_fill_baseline,150,14
random_forest,all_features,1,validation,fatigue,alert,1,zero_fill_baseline,150,14
random_forest,all_features,1,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,1,validation,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,1,validation,distraction,alert,117,zero_fill_baseline,150,14
random_forest,all_features,1,validation,distraction,fatigue,1,zero_fill_baseline,150,14
random_forest,all_features,1,validation,distraction,distraction,37,zero_fill_baseline,150,14
random_forest,all_features,1,test,alert,alert,1017,zero_fill_baseline,150,14
random_forest,all_features,1,test,alert,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,1,test,alert,distraction,73,zero_fill_baseline,150,14
random_forest,all_features,1,test,fatigue,alert,59,zero_fill_baseline,150,14
random_forest,all_features,1,test,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,1,test,fatigue,distraction,3,zero_fill_baseline,150,14
random_forest,all_features,1,test,distraction,alert,172,zero_fill_baseline,150,14
random_forest,all_features,1,test,distraction,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,1,test,distraction,distraction,204,zero_fill_baseline,150,14
xgboost,all_features,1,validation,alert,alert,864,zero_fill_baseline,150,14
xgboost,all_features,1,validation,alert,fatigue,20,zero_fill_baseline,150,14
xgboost,all_features,1,validation,alert,distraction,115,zero_fill_baseline,150,14
xgboost,all_features,1,validation,fatigue,alert,1,zero_fill_baseline,150,14
xgboost,all_features,1,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,1,validation,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,1,validation,distraction,alert,90,zero_fill_baseline,150,14
xgboost,all_features,1,validation,distraction,fatigue,5,zero_fill_baseline,150,14
xgboost,all_features,1,validation,distraction,distraction,60,zero_fill_baseline,150,14
xgboost,all_features,1,test,alert,alert,964,zero_fill_baseline,150,14
xgboost,all_features,1,test,alert,fatigue,2,zero_fill_baseline,150,14
xgboost,all_features,1,test,alert,distraction,124,zero_fill_baseline,150,14
xgboost,all_features,1,test,fatigue,alert,50,zero_fill_baseline,150,14
xgboost,all_features,1,test,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,1,test,fatigue,distraction,12,zero_fill_baseline,150,14
xgboost,all_features,1,test,distraction,alert,121,zero_fill_baseline,150,14
xgboost,all_features,1,test,distraction,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,1,test,distraction,distraction,255,zero_fill_baseline,150,14
svm,all_features,2,validation,alert,alert,841,zero_fill_baseline,150,14
svm,all_features,2,validation,alert,fatigue,74,zero_fill_baseline,150,14
svm,all_features,2,validation,alert,distraction,159,zero_fill_baseline,150,14
svm,all_features,2,validation,fatigue,alert,12,zero_fill_baseline,150,14
svm,all_features,2,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,2,validation,fatigue,distraction,0,zero_fill_baseline,150,14
svm,all_features,2,validation,distraction,alert,30,zero_fill_baseline,150,14
svm,all_features,2,validation,distraction,fatigue,10,zero_fill_baseline,150,14
svm,all_features,2,validation,distraction,distraction,34,zero_fill_baseline,150,14
svm,all_features,2,test,alert,alert,1384,zero_fill_baseline,150,14
svm,all_features,2,test,alert,fatigue,68,zero_fill_baseline,150,14
svm,all_features,2,test,alert,distraction,108,zero_fill_baseline,150,14
svm,all_features,2,test,fatigue,alert,0,zero_fill_baseline,150,14
svm,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,150,14
svm,all_features,2,test,distraction,alert,81,zero_fill_baseline,150,14
svm,all_features,2,test,distraction,fatigue,16,zero_fill_baseline,150,14
svm,all_features,2,test,distraction,distraction,184,zero_fill_baseline,150,14
random_forest,all_features,2,validation,alert,alert,938,zero_fill_baseline,150,14
random_forest,all_features,2,validation,alert,fatigue,21,zero_fill_baseline,150,14
random_forest,all_features,2,validation,alert,distraction,115,zero_fill_baseline,150,14
random_forest,all_features,2,validation,fatigue,alert,12,zero_fill_baseline,150,14
random_forest,all_features,2,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,2,validation,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,2,validation,distraction,alert,44,zero_fill_baseline,150,14
random_forest,all_features,2,validation,distraction,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,2,validation,distraction,distraction,30,zero_fill_baseline,150,14
random_forest,all_features,2,test,alert,alert,1445,zero_fill_baseline,150,14
random_forest,all_features,2,test,alert,fatigue,16,zero_fill_baseline,150,14
random_forest,all_features,2,test,alert,distraction,99,zero_fill_baseline,150,14
random_forest,all_features,2,test,fatigue,alert,0,zero_fill_baseline,150,14
random_forest,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,2,test,distraction,alert,94,zero_fill_baseline,150,14
random_forest,all_features,2,test,distraction,fatigue,5,zero_fill_baseline,150,14
random_forest,all_features,2,test,distraction,distraction,182,zero_fill_baseline,150,14
xgboost,all_features,2,validation,alert,alert,844,zero_fill_baseline,150,14
xgboost,all_features,2,validation,alert,fatigue,64,zero_fill_baseline,150,14
xgboost,all_features,2,validation,alert,distraction,166,zero_fill_baseline,150,14
xgboost,all_features,2,validation,fatigue,alert,12,zero_fill_baseline,150,14
xgboost,all_features,2,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,2,validation,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,2,validation,distraction,alert,31,zero_fill_baseline,150,14
xgboost,all_features,2,validation,distraction,fatigue,11,zero_fill_baseline,150,14
xgboost,all_features,2,validation,distraction,distraction,32,zero_fill_baseline,150,14
xgboost,all_features,2,test,alert,alert,1409,zero_fill_baseline,150,14
xgboost,all_features,2,test,alert,fatigue,42,zero_fill_baseline,150,14
xgboost,all_features,2,test,alert,distraction,109,zero_fill_baseline,150,14
xgboost,all_features,2,test,fatigue,alert,0,zero_fill_baseline,150,14
xgboost,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,150,14
xgboost,all_features,2,test,fatigue,distraction,0,zero_fill_baseline,150,14
xgboost,all_features,2,test,distraction,alert,84,zero_fill_baseline,150,14
xgboost,all_features,2,test,distraction,fatigue,14,zero_fill_baseline,150,14
xgboost,all_features,2,test,distraction,distraction,183,zero_fill_baseline,150,14
svm,all_features,3,validation,alert,alert,780,zero_fill_baseline,150,14
svm,all_features,3,validation,alert,fatigue,28,zero_fill_baseline,150,14
svm,all_features,3,validation,alert,distraction,161,zero_fill_baseline,150,14
svm,all_features,3,validation,fatigue,alert,11,zero_fill_baseline,150,14
svm,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,150,14
svm,all_features,3,validation,distraction,alert,80,zero_fill_baseline,150,14
svm,all_features,3,validation,distraction,fatigue,8,zero_fill_baseline,150,14
svm,all_features,3,validation,distraction,distraction,57,zero_fill_baseline,150,14
svm,all_features,3,test,alert,alert,1279,zero_fill_baseline,150,14
svm,all_features,3,test,alert,fatigue,5,zero_fill_baseline,150,14
svm,all_features,3,test,alert,distraction,81,zero_fill_baseline,150,14
svm,all_features,3,test,fatigue,alert,14,zero_fill_baseline,150,14
svm,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,150,14
svm,all_features,3,test,fatigue,distraction,8,zero_fill_baseline,150,14
svm,all_features,3,test,distraction,alert,45,zero_fill_baseline,150,14
svm,all_features,3,test,distraction,fatigue,5,zero_fill_baseline,150,14
svm,all_features,3,test,distraction,distraction,56,zero_fill_baseline,150,14
random_forest,all_features,3,validation,alert,alert,879,zero_fill_baseline,150,14
random_forest,all_features,3,validation,alert,fatigue,1,zero_fill_baseline,150,14
random_forest,all_features,3,validation,alert,distraction,89,zero_fill_baseline,150,14
random_forest,all_features,3,validation,fatigue,alert,11,zero_fill_baseline,150,14
random_forest,all_features,3,validation,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,3,validation,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,3,validation,distraction,alert,106,zero_fill_baseline,150,14
random_forest,all_features,3,validation,distraction,fatigue,2,zero_fill_baseline,150,14
random_forest,all_features,3,validation,distraction,distraction,37,zero_fill_baseline,150,14
random_forest,all_features,3,test,alert,alert,1306,zero_fill_baseline,150,14
random_forest,all_features,3,test,alert,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,3,test,alert,distraction,59,zero_fill_baseline,150,14
random_forest,all_features,3,test,fatigue,alert,22,zero_fill_baseline,150,14
random_forest,all_features,3,test,fatigue,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,3,test,fatigue,distraction,0,zero_fill_baseline,150,14
random_forest,all_features,3,test,distraction,alert,66,zero_fill_baseline,150,14
random_forest,all_features,3,test,distraction,fatigue,0,zero_fill_baseline,150,14
random_forest,all_features,3,test,distraction,distraction,40,zero_fill_baseline,150,14
xgboost,all_features,3,validation,alert,alert,777,zero_fill_baseline,150,14
xgboost,all_features,3,validation,alert,fatigue,17,zero_fill_baseline,150,14
