model,ablation,fold,subset,actual,predicted,count,preprocessing,window_size_frames,num_features
xgboost,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation,30,14
xgboost,all_features,3,validation,distraction,distraction,60,short_gap_interpolation,30,14
xgboost,all_features,3,test,alert,alert,1243,short_gap_interpolation,30,14
xgboost,all_features,3,test,alert,fatigue,1,short_gap_interpolation,30,14
xgboost,all_features,3,test,alert,distraction,127,short_gap_interpolation,30,14
xgboost,all_features,3,test,fatigue,alert,23,short_gap_interpolation,30,14
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation,30,14
xgboost,all_features,3,test,fatigue,distraction,2,short_gap_interpolation,30,14
xgboost,all_features,3,test,distraction,alert,53,short_gap_interpolation,30,14
xgboost,all_features,3,test,distraction,fatigue,2,short_gap_interpolation,30,14
xgboost,all_features,3,test,distraction,distraction,62,short_gap_interpolation,30,14
svm,all_features,4,validation,alert,alert,799,short_gap_interpolation,30,14
svm,all_features,4,validation,alert,fatigue,62,short_gap_interpolation,30,14
svm,all_features,4,validation,alert,distraction,157,short_gap_interpolation,30,14
svm,all_features,4,validation,fatigue,alert,15,short_gap_interpolation,30,14
svm,all_features,4,validation,fatigue,fatigue,4,short_gap_interpolation,30,14
svm,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation,30,14
svm,all_features,4,validation,distraction,alert,50,short_gap_interpolation,30,14
svm,all_features,4,validation,distraction,fatigue,7,short_gap_interpolation,30,14
svm,all_features,4,validation,distraction,distraction,42,short_gap_interpolation,30,14
svm,all_features,4,test,alert,alert,682,short_gap_interpolation,30,14
svm,all_features,4,test,alert,fatigue,63,short_gap_interpolation,30,14
svm,all_features,4,test,alert,distraction,215,short_gap_interpolation,30,14
svm,all_features,4,test,fatigue,alert,4,short_gap_interpolation,30,14
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,30,14
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,30,14
svm,all_features,4,test,distraction,alert,83,short_gap_interpolation,30,14
svm,all_features,4,test,distraction,fatigue,5,short_gap_interpolation,30,14
svm,all_features,4,test,distraction,distraction,53,short_gap_interpolation,30,14
random_forest,all_features,4,validation,alert,alert,897,short_gap_interpolation,30,14
random_forest,all_features,4,validation,alert,fatigue,1,short_gap_interpolation,30,14
random_forest,all_features,4,validation,alert,distraction,120,short_gap_interpolation,30,14
random_forest,all_features,4,validation,fatigue,alert,19,short_gap_interpolation,30,14
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,30,14
random_forest,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation,30,14
random_forest,all_features,4,validation,distraction,alert,51,short_gap_interpolation,30,14
random_forest,all_features,4,validation,distraction,fatigue,0,short_gap_interpolation,30,14
random_forest,all_features,4,validation,distraction,distraction,48,short_gap_interpolation,30,14
random_forest,all_features,4,test,alert,alert,772,short_gap_interpolation,30,14
random_forest,all_features,4,test,alert,fatigue,1,short_gap_interpolation,30,14
random_forest,all_features,4,test,alert,distraction,187,short_gap_interpolation,30,14
random_forest,all_features,4,test,fatigue,alert,4,short_gap_interpolation,30,14
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,30,14
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,30,14
random_forest,all_features,4,test,distraction,alert,91,short_gap_interpolation,30,14
random_forest,all_features,4,test,distraction,fatigue,0,short_gap_interpolation,30,14
random_forest,all_features,4,test,distraction,distraction,50,short_gap_interpolation,30,14
xgboost,all_features,4,validation,alert,alert,847,short_gap_interpolation,30,14
xgboost,all_features,4,validation,alert,fatigue,9,short_gap_interpolation,30,14
xgboost,all_features,4,validation,alert,distraction,162,short_gap_interpolation,30,14
xgboost,all_features,4,validation,fatigue,alert,17,short_gap_interpolation,30,14
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation,30,14
xgboost,all_features,4,validation,fatigue,distraction,3,short_gap_interpolation,30,14
xgboost,all_features,4,validation,distraction,alert,51,short_gap_interpolation,30,14
xgboost,all_features,4,validation,distraction,fatigue,0,short_gap_interpolation,30,14
xgboost,all_features,4,validation,distraction,distraction,48,short_gap_interpolation,30,14
xgboost,all_features,4,test,alert,alert,742,short_gap_interpolation,30,14
xgboost,all_features,4,test,alert,fatigue,7,short_gap_interpolation,30,14
xgboost,all_features,4,test,alert,distraction,211,short_gap_interpolation,30,14
xgboost,all_features,4,test,fatigue,alert,4,short_gap_interpolation,30,14
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation,30,14
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation,30,14
xgboost,all_features,4,test,distraction,alert,83,short_gap_interpolation,30,14
xgboost,all_features,4,test,distraction,fatigue,1,short_gap_interpolation,30,14
xgboost,all_features,4,test,distraction,distraction,57,short_gap_interpolation,30,14
svm,all_features,1,validation,alert,alert,714,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,alert,fatigue,124,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,alert,distraction,184,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,fatigue,alert,1,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,fatigue,fatigue,5,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,distraction,alert,93,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,distraction,distraction,69,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,alert,alert,782,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,alert,fatigue,75,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,alert,distraction,231,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,fatigue,alert,31,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,fatigue,fatigue,2,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,fatigue,distraction,35,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,distraction,alert,94,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,distraction,fatigue,5,short_gap_interpolation_with_flags,30,17
svm,all_features,1,test,distraction,distraction,280,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,alert,alert,940,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,alert,fatigue,2,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,alert,distraction,80,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,fatigue,alert,7,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,distraction,alert,112,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,validation,distraction,distraction,53,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,alert,alert,1010,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,alert,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,alert,distraction,78,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,fatigue,alert,44,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,fatigue,distraction,24,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,distraction,alert,144,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,distraction,fatigue,1,short_gap_interpolation_with_flags,30,17
random_forest,all_features,1,test,distraction,distraction,234,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,alert,alert,867,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,alert,fatigue,8,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,alert,distraction,147,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,fatigue,alert,6,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,distraction,alert,97,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,validation,distraction,distraction,65,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,alert,alert,931,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,alert,fatigue,12,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,alert,distraction,145,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,fatigue,alert,38,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,fatigue,distraction,30,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,distraction,alert,103,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,distraction,fatigue,4,short_gap_interpolation_with_flags,30,17
xgboost,all_features,1,test,distraction,distraction,272,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,alert,alert,868,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,alert,fatigue,58,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,alert,distraction,160,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,fatigue,alert,15,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,fatigue,fatigue,4,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,distraction,alert,40,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,30,17
svm,all_features,2,validation,distraction,distraction,36,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,alert,alert,1419,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,alert,fatigue,30,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,alert,distraction,131,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,distraction,alert,101,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,distraction,fatigue,6,short_gap_interpolation_with_flags,30,17
svm,all_features,2,test,distraction,distraction,188,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,alert,alert,945,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,alert,fatigue,13,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,alert,distraction,128,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,fatigue,alert,20,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,distraction,alert,50,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,distraction,fatigue,2,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,validation,distraction,distraction,27,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,alert,alert,1469,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,alert,fatigue,15,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,alert,distraction,96,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,distraction,alert,191,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,distraction,fatigue,20,short_gap_interpolation_with_flags,30,17
random_forest,all_features,2,test,distraction,distraction,84,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,alert,alert,910,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,alert,fatigue,23,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,alert,distraction,153,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,fatigue,alert,18,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,fatigue,distraction,2,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,distraction,alert,46,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,distraction,fatigue,4,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,validation,distraction,distraction,29,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,alert,alert,1448,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,alert,fatigue,17,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,alert,distraction,115,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,distraction,alert,187,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,distraction,fatigue,20,short_gap_interpolation_with_flags,30,17
xgboost,all_features,2,test,distraction,distraction,88,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,alert,alert,815,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,alert,fatigue,23,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,alert,distraction,155,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,distraction,alert,90,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,distraction,fatigue,3,short_gap_interpolation_with_flags,30,17
svm,all_features,3,validation,distraction,distraction,59,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,alert,alert,1255,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,alert,fatigue,6,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,alert,distraction,110,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,fatigue,alert,22,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,fatigue,fatigue,1,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,fatigue,distraction,2,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,distraction,alert,52,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,distraction,fatigue,4,short_gap_interpolation_with_flags,30,17
svm,all_features,3,test,distraction,distraction,61,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,alert,alert,858,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,alert,fatigue,19,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,alert,distraction,116,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,distraction,alert,99,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,distraction,fatigue,10,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,validation,distraction,distraction,43,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,alert,alert,1288,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,alert,fatigue,10,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,alert,distraction,73,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,fatigue,alert,23,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,fatigue,distraction,2,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,distraction,alert,62,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,distraction,fatigue,8,short_gap_interpolation_with_flags,30,17
random_forest,all_features,3,test,distraction,distraction,47,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,alert,alert,807,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,alert,fatigue,75,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,alert,distraction,111,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,fatigue,alert,13,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,distraction,alert,83,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,distraction,fatigue,21,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,validation,distraction,distraction,48,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,alert,alert,1240,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,alert,fatigue,29,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,alert,distraction,102,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,fatigue,alert,22,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,fatigue,distraction,3,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,distraction,alert,48,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,distraction,fatigue,25,short_gap_interpolation_with_flags,30,17
xgboost,all_features,3,test,distraction,distraction,44,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,alert,alert,800,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,alert,fatigue,87,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,alert,distraction,131,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,fatigue,alert,13,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,fatigue,fatigue,5,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,fatigue,distraction,2,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,distraction,alert,48,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,distraction,fatigue,14,short_gap_interpolation_with_flags,30,17
svm,all_features,4,validation,distraction,distraction,37,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,alert,alert,717,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,alert,fatigue,116,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,alert,distraction,127,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,fatigue,alert,4,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,distraction,alert,84,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,distraction,fatigue,16,short_gap_interpolation_with_flags,30,17
svm,all_features,4,test,distraction,distraction,41,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,alert,alert,889,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,alert,fatigue,8,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,alert,distraction,121,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,fatigue,alert,20,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,distraction,alert,50,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,distraction,fatigue,8,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,validation,distraction,distraction,41,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,alert,alert,774,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,alert,fatigue,17,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,alert,distraction,169,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,fatigue,alert,4,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,distraction,alert,89,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,distraction,fatigue,4,short_gap_interpolation_with_flags,30,17
random_forest,all_features,4,test,distraction,distraction,48,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,alert,alert,842,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,alert,fatigue,19,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,alert,distraction,157,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,fatigue,alert,18,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,fatigue,distraction,2,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,distraction,alert,49,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,distraction,fatigue,10,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,validation,distraction,distraction,40,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,alert,alert,742,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,alert,fatigue,24,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,alert,distraction,194,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,fatigue,alert,4,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,distraction,alert,85,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,distraction,fatigue,6,short_gap_interpolation_with_flags,30,17
xgboost,all_features,4,test,distraction,distraction,50,short_gap_interpolation_with_flags,30,17
svm,all_features,1,validation,alert,alert,780,zero_fill_baseline,60,14
svm,all_features,1,validation,alert,fatigue,54,zero_fill_baseline,60,14
svm,all_features,1,validation,alert,distraction,180,zero_fill_baseline,60,14
svm,all_features,1,validation,fatigue,alert,0,zero_fill_baseline,60,14
svm,all_features,1,validation,fatigue,fatigue,2,zero_fill_baseline,60,14
svm,all_features,1,validation,fatigue,distraction,2,zero_fill_baseline,60,14
svm,all_features,1,validation,distraction,alert,73,zero_fill_baseline,60,14
svm,all_features,1,validation,distraction,fatigue,8,zero_fill_baseline,60,14
svm,all_features,1,validation,distraction,distraction,81,zero_fill_baseline,60,14
svm,all_features,1,test,alert,alert,787,zero_fill_baseline,60,14
svm,all_features,1,test,alert,fatigue,114,zero_fill_baseline,60,14
svm,all_features,1,test,alert,distraction,187,zero_fill_baseline,60,14
svm,all_features,1,test,fatigue,alert,34,zero_fill_baseline,60,14
svm,all_features,1,test,fatigue,fatigue,4,zero_fill_baseline,60,14
svm,all_features,1,test,fatigue,distraction,29,zero_fill_baseline,60,14
svm,all_features,1,test,distraction,alert,88,zero_fill_baseline,60,14
svm,all_features,1,test,distraction,fatigue,32,zero_fill_baseline,60,14
svm,all_features,1,test,distraction,distraction,259,zero_fill_baseline,60,14
random_forest,all_features,1,validation,alert,alert,947,zero_fill_baseline,60,14
random_forest,all_features,1,validation,alert,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,validation,alert,distraction,67,zero_fill_baseline,60,14
random_forest,all_features,1,validation,fatigue,alert,4,zero_fill_baseline,60,14
random_forest,all_features,1,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,validation,fatigue,distraction,0,zero_fill_baseline,60,14
random_forest,all_features,1,validation,distraction,alert,111,zero_fill_baseline,60,14
random_forest,all_features,1,validation,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,validation,distraction,distraction,51,zero_fill_baseline,60,14
random_forest,all_features,1,test,alert,alert,1015,zero_fill_baseline,60,14
random_forest,all_features,1,test,alert,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,test,alert,distraction,73,zero_fill_baseline,60,14
random_forest,all_features,1,test,fatigue,alert,50,zero_fill_baseline,60,14
random_forest,all_features,1,test,fatigue,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,test,fatigue,distraction,17,zero_fill_baseline,60,14
random_forest,all_features,1,test,distraction,alert,151,zero_fill_baseline,60,14
random_forest,all_features,1,test,distraction,fatigue,0,zero_fill_baseline,60,14
random_forest,all_features,1,test,distraction,distraction,228,zero_fill_baseline,60,14
xgboost,all_features,1,validation,alert,alert,848,zero_fill_baseline,60,14
xgboost,all_features,1,validation,alert,fatigue,7,zero_fill_baseline,60,14
xgboost,all_features,1,validation,alert,distraction,159,zero_fill_baseline,60,14
xgboost,all_features,1,validation,fatigue,alert,3,zero_fill_baseline,60,14
xgboost,all_features,1,validation,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,1,validation,fatigue,distraction,1,zero_fill_baseline,60,14
xgboost,all_features,1,validation,distraction,alert,88,zero_fill_baseline,60,14
xgboost,all_features,1,validation,distraction,fatigue,1,zero_fill_baseline,60,14
xgboost,all_features,1,validation,distraction,distraction,73,zero_fill_baseline,60,14
xgboost,all_features,1,test,alert,alert,950,zero_fill_baseline,60,14
xgboost,all_features,1,test,alert,fatigue,1,zero_fill_baseline,60,14
xgboost,all_features,1,test,alert,distraction,137,zero_fill_baseline,60,14
xgboost,all_features,1,test,fatigue,alert,45,zero_fill_baseline,60,14
xgboost,all_features,1,test,fatigue,fatigue,0,zero_fill_baseline,60,14
xgboost,all_features,1,test,fatigue,distraction,22,zero_fill_baseline,60,14
xgboost,all_features,1,test,distraction,alert,93,zero_fill_baseline,60,14
xgboost,all_features,1,test,distraction,fatigue,1,zero_fill_baseline,60,14
xgboost,all_features,1,test,distraction,distraction,285,zero_fill_baseline,60,14
svm,all_features,2,validation,alert,alert,799,zero_fill_baseline,60,14
svm,all_features,2,validation,alert,fatigue,96,zero_fill_baseline,60,14
svm,all_features,2,validation,alert,distraction,185,zero_fill_baseline,60,14
svm,all_features,2,validation,fatigue,alert,15,zero_fill_baseline,60,14
svm,all_features,2,validation,fatigue,fatigue,2,zero_fill_baseline,60,14
svm,all_features,2,validation,fatigue,distraction,0,zero_fill_baseline,60,14
svm,all_features,2,validation,distraction,alert,31,zero_fill_baseline,60,14
svm,all_features,2,validation,distraction,fatigue,5,zero_fill_baseline,60,14
svm,all_features,2,validation,distraction,distraction,40,zero_fill_baseline,60,14
svm,all_features,2,test,alert,alert,1378,zero_fill_baseline,60,14
svm,all_features,2,test,alert,fatigue,72,zero_fill_baseline,60,14
svm,all_features,2,test,alert,distraction,121,zero_fill_baseline,60,14
svm,all_features,2,test,fatigue,alert,0,zero_fill_baseline,60,14
svm,all_features,2,test,fatigue,fatigue,0,zero_fill_baseline,60,14
