model,ablation,fold,subset,label,precision,recall,f1,support,preprocessing,window_size_frames,num_features
random_forest,all_features,2,validation,distraction,0.19631901840490798,0.42105263157894735,0.26778242677824265,76,zero_fill_baseline,60,14
random_forest,all_features,2,test,alert,0.934657270980141,0.9287078294080203,0.9316730523627076,1571,zero_fill_baseline,60,14
random_forest,all_features,2,test,fatigue,,,,0,zero_fill_baseline,60,14
random_forest,all_features,2,test,distraction,0.6354515050167224,0.6484641638225256,0.6418918918918919,293,zero_fill_baseline,60,14
xgboost,all_features,2,validation,alert,0.9456869009584664,0.8222222222222222,0.8796433878157504,1080,zero_fill_baseline,60,14
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,17,zero_fill_baseline,60,14
xgboost,all_features,2,validation,distraction,0.18867924528301888,0.5263157894736842,0.2777777777777778,76,zero_fill_baseline,60,14
xgboost,all_features,2,test,alert,0.9357560025957171,0.9178866963717377,0.9267352185089974,1571,zero_fill_baseline,60,14
xgboost,all_features,2,test,fatigue,,,,0,zero_fill_baseline,60,14
xgboost,all_features,2,test,distraction,0.6209150326797386,0.6484641638225256,0.6343906510851419,293,zero_fill_baseline,60,14
svm,all_features,3,validation,alert,0.8901601830663616,0.7890466531440162,0.8365591397849462,986,zero_fill_baseline,60,14
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,13,zero_fill_baseline,60,14
svm,all_features,3,validation,distraction,0.26495726495726496,0.40789473684210525,0.32124352331606215,152,zero_fill_baseline,60,14
svm,all_features,3,test,alert,0.9500384319754035,0.9041697147037308,0.9265367316341829,1367,zero_fill_baseline,60,14
svm,all_features,3,test,fatigue,0.0,0.0,0.0,21,zero_fill_baseline,60,14
svm,all_features,3,test,distraction,0.32222222222222224,0.5178571428571429,0.3972602739726027,112,zero_fill_baseline,60,14
random_forest,all_features,3,validation,alert,0.884102564102564,0.8742393509127789,0.8791432942376338,986,zero_fill_baseline,60,14
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,13,zero_fill_baseline,60,14
random_forest,all_features,3,validation,distraction,0.30409356725146197,0.34210526315789475,0.3219814241486068,152,zero_fill_baseline,60,14
random_forest,all_features,3,test,alert,0.9426705370101597,0.950256035113387,0.946448087431694,1367,zero_fill_baseline,60,14
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,21,zero_fill_baseline,60,14
random_forest,all_features,3,test,distraction,0.4262295081967213,0.4642857142857143,0.4444444444444444,112,zero_fill_baseline,60,14
xgboost,all_features,3,validation,alert,0.8871331828442438,0.7971602434077079,0.8397435897435898,986,zero_fill_baseline,60,14
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,13,zero_fill_baseline,60,14
xgboost,all_features,3,validation,distraction,0.25101214574898784,0.40789473684210525,0.3107769423558897,152,zero_fill_baseline,60,14
xgboost,all_features,3,test,alert,0.9565548780487805,0.9180687637161667,0.9369167599850691,1367,zero_fill_baseline,60,14
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,21,zero_fill_baseline,60,14
xgboost,all_features,3,test,distraction,0.3901098901098901,0.6339285714285714,0.48299319727891155,112,zero_fill_baseline,60,14
svm,all_features,4,validation,alert,0.9337349397590361,0.7658102766798419,0.8414766558089034,1012,zero_fill_baseline,60,14
svm,all_features,4,validation,fatigue,0.025974025974025976,0.11764705882352941,0.0425531914893617,17,zero_fill_baseline,60,14
svm,all_features,4,validation,distraction,0.19724770642201836,0.4479166666666667,0.27388535031847133,96,zero_fill_baseline,60,14
svm,all_features,4,test,alert,0.9027397260273973,0.6886102403343782,0.7812685240071132,957,zero_fill_baseline,60,14
svm,all_features,4,test,fatigue,,,,0,zero_fill_baseline,60,14
svm,all_features,4,test,distraction,0.24390243902439024,0.43478260869565216,0.3125,138,zero_fill_baseline,60,14
random_forest,all_features,4,validation,alert,0.9302325581395349,0.8695652173913043,0.898876404494382,1012,zero_fill_baseline,60,14
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,17,zero_fill_baseline,60,14
random_forest,all_features,4,validation,distraction,0.27167630057803466,0.4895833333333333,0.34944237918215615,96,zero_fill_baseline,60,14
random_forest,all_features,4,test,alert,0.89749430523918,0.8234064785788924,0.8588555858310627,957,zero_fill_baseline,60,14
random_forest,all_features,4,test,fatigue,,,,0,zero_fill_baseline,60,14
random_forest,all_features,4,test,distraction,0.2222222222222222,0.34782608695652173,0.2711864406779661,138,zero_fill_baseline,60,14
xgboost,all_features,4,validation,alert,0.9323725055432373,0.8310276679841897,0.8787878787878788,1012,zero_fill_baseline,60,14
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,17,zero_fill_baseline,60,14
xgboost,all_features,4,validation,distraction,0.23880597014925373,0.5,0.32323232323232326,96,zero_fill_baseline,60,14
xgboost,all_features,4,test,alert,0.9066339066339066,0.7711598746081505,0.8334274421230943,957,zero_fill_baseline,60,14
xgboost,all_features,4,test,fatigue,,,,0,zero_fill_baseline,60,14
xgboost,all_features,4,test,distraction,0.2364341085271318,0.4420289855072464,0.30808080808080807,138,zero_fill_baseline,60,14
svm,all_features,1,validation,alert,0.9013303769401331,0.8017751479289941,0.848643006263048,1014,short_gap_interpolation,60,14
svm,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation,60,14
svm,all_features,1,validation,distraction,0.2796934865900383,0.4506172839506173,0.34515366430260047,162,short_gap_interpolation,60,14
svm,all_features,1,test,alert,0.8502994011976048,0.7830882352941176,0.815311004784689,1088,short_gap_interpolation,60,14
svm,all_features,1,test,fatigue,0.058823529411764705,0.014925373134328358,0.023809523809523808,67,short_gap_interpolation,60,14
svm,all_features,1,test,distraction,0.516504854368932,0.7018469656992085,0.5950782997762863,379,short_gap_interpolation,60,14
random_forest,all_features,1,validation,alert,0.892278360343184,0.9230769230769231,0.9074163839069317,1014,short_gap_interpolation,60,14
random_forest,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation,60,14
random_forest,all_features,1,validation,distraction,0.40458015267175573,0.3271604938271605,0.36177474402730375,162,short_gap_interpolation,60,14
random_forest,all_features,1,test,alert,0.8380398671096345,0.9273897058823529,0.8804537521815009,1088,short_gap_interpolation,60,14
random_forest,all_features,1,test,fatigue,0.0,0.0,0.0,67,short_gap_interpolation,60,14
random_forest,all_features,1,test,distraction,0.703030303030303,0.6121372031662269,0.6544428772919605,379,short_gap_interpolation,60,14
xgboost,all_features,1,validation,alert,0.9002079002079002,0.854043392504931,0.8765182186234818,1014,short_gap_interpolation,60,14
xgboost,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation,60,14
xgboost,all_features,1,validation,distraction,0.32038834951456313,0.4074074074074074,0.358695652173913,162,short_gap_interpolation,60,14
xgboost,all_features,1,test,alert,0.8629395852119026,0.8795955882352942,0.8711879836140192,1088,short_gap_interpolation,60,14
xgboost,all_features,1,test,fatigue,0.0,0.0,0.0,67,short_gap_interpolation,60,14
xgboost,all_features,1,test,distraction,0.6359338061465721,0.7097625329815304,0.6708229426433915,379,short_gap_interpolation,60,14
svm,all_features,2,validation,alert,0.9445061043285239,0.787962962962963,0.8591620393740536,1080,short_gap_interpolation,60,14
svm,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation,60,14
svm,all_features,2,validation,distraction,0.17289719626168223,0.4868421052631579,0.25517241379310346,76,short_gap_interpolation,60,14
svm,all_features,2,test,alert,0.9352469959946595,0.8917886696371737,0.9130009775171065,1571,short_gap_interpolation,60,14
svm,all_features,2,test,fatigue,,,,0,short_gap_interpolation,60,14
svm,all_features,2,test,distraction,0.5873015873015873,0.6313993174061433,0.6085526315789473,293,short_gap_interpolation,60,14
random_forest,all_features,2,validation,alert,0.9410609037328095,0.8870370370370371,0.9132507149666349,1080,short_gap_interpolation,60,14
random_forest,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation,60,14
random_forest,all_features,2,validation,distraction,0.21710526315789475,0.4342105263157895,0.2894736842105263,76,short_gap_interpolation,60,14
random_forest,all_features,2,test,alert,0.9311224489795918,0.9293443666454487,0.9302325581395349,1571,short_gap_interpolation,60,14
random_forest,all_features,2,test,fatigue,,,,0,short_gap_interpolation,60,14
random_forest,all_features,2,test,distraction,0.6271186440677966,0.6313993174061433,0.6292517006802721,293,short_gap_interpolation,60,14
xgboost,all_features,2,validation,alert,0.9376278118609407,0.8490740740740741,0.891156462585034,1080,short_gap_interpolation,60,14
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation,60,14
xgboost,all_features,2,validation,distraction,0.16939890710382513,0.40789473684210525,0.23938223938223938,76,short_gap_interpolation,60,14
xgboost,all_features,2,test,alert,0.9298584298584298,0.9197963080840229,0.9248,1571,short_gap_interpolation,60,14
xgboost,all_features,2,test,fatigue,,,,0,short_gap_interpolation,60,14
xgboost,all_features,2,test,distraction,0.6,0.6245733788395904,0.6120401337792643,293,short_gap_interpolation,60,14
svm,all_features,3,validation,alert,0.8859649122807017,0.8194726166328601,0.8514225500526871,986,short_gap_interpolation,60,14
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation,60,14
svm,all_features,3,validation,distraction,0.2626728110599078,0.375,0.3089430894308943,152,short_gap_interpolation,60,14
svm,all_features,3,test,alert,0.947054436987323,0.9290416971470373,0.9379615952732644,1367,short_gap_interpolation,60,14
svm,all_features,3,test,fatigue,0.0,0.0,0.0,21,short_gap_interpolation,60,14
svm,all_features,3,test,distraction,0.35526315789473684,0.48214285714285715,0.4090909090909091,112,short_gap_interpolation,60,14
random_forest,all_features,3,validation,alert,0.8799192734611504,0.8843813387423936,0.8821446636317652,986,short_gap_interpolation,60,14
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation,60,14
random_forest,all_features,3,validation,distraction,0.3006535947712418,0.3026315789473684,0.3016393442622951,152,short_gap_interpolation,60,14
random_forest,all_features,3,test,alert,0.9412191582002902,0.9487929773226043,0.9449908925318762,1367,short_gap_interpolation,60,14
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,21,short_gap_interpolation,60,14
random_forest,all_features,3,test,distraction,0.4180327868852459,0.45535714285714285,0.4358974358974359,112,short_gap_interpolation,60,14
xgboost,all_features,3,validation,alert,0.8831877729257642,0.8204868154158215,0.85068349106204,986,short_gap_interpolation,60,14
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation,60,14
xgboost,all_features,3,validation,distraction,0.26605504587155965,0.3815789473684211,0.31351351351351353,152,short_gap_interpolation,60,14
xgboost,all_features,3,test,alert,0.9450381679389313,0.9056327724945136,0.9249159506910721,1367,short_gap_interpolation,60,14
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,21,short_gap_interpolation,60,14
xgboost,all_features,3,test,distraction,0.3005464480874317,0.49107142857142855,0.3728813559322034,112,short_gap_interpolation,60,14
svm,all_features,4,validation,alert,0.9293044469783353,0.8053359683794467,0.8628904182106935,1012,short_gap_interpolation,60,14
svm,all_features,4,validation,fatigue,0.01818181818181818,0.058823529411764705,0.027777777777777776,17,short_gap_interpolation,60,14
svm,all_features,4,validation,distraction,0.21761658031088082,0.4375,0.2906574394463668,96,short_gap_interpolation,60,14
svm,all_features,4,test,alert,0.900516795865633,0.7283176593521421,0.805314846909301,957,short_gap_interpolation,60,14
svm,all_features,4,test,fatigue,,,,0,short_gap_interpolation,60,14
svm,all_features,4,test,distraction,0.208955223880597,0.4057971014492754,0.27586206896551724,138,short_gap_interpolation,60,14
random_forest,all_features,4,validation,alert,0.9293139293139293,0.883399209486166,0.9057750759878419,1012,short_gap_interpolation,60,14
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation,60,14
random_forest,all_features,4,validation,distraction,0.28125,0.46875,0.3515625,96,short_gap_interpolation,60,14
random_forest,all_features,4,test,alert,0.9052023121387284,0.8181818181818182,0.8594950603732162,957,short_gap_interpolation,60,14
random_forest,all_features,4,test,fatigue,,,,0,short_gap_interpolation,60,14
random_forest,all_features,4,test,distraction,0.24669603524229075,0.4057971014492754,0.30684931506849317,138,short_gap_interpolation,60,14
xgboost,all_features,4,validation,alert,0.9314472252448314,0.8458498023715415,0.8865872604867944,1012,short_gap_interpolation,60,14
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation,60,14
xgboost,all_features,4,validation,distraction,0.2422680412371134,0.4895833333333333,0.32413793103448274,96,short_gap_interpolation,60,14
xgboost,all_features,4,test,alert,0.9045287637698899,0.7722048066875653,0.8331454340473506,957,short_gap_interpolation,60,14
xgboost,all_features,4,test,fatigue,,,,0,short_gap_interpolation,60,14
xgboost,all_features,4,test,distraction,0.21839080459770116,0.41304347826086957,0.2857142857142857,138,short_gap_interpolation,60,14
svm,all_features,1,validation,alert,0.8955386289445049,0.8116370808678501,0.851526125193999,1014,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,distraction,0.2786885245901639,0.41975308641975306,0.33497536945812806,162,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,alert,0.8493852459016393,0.7619485294117647,0.8032945736434108,1088,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,fatigue,0.1,0.04477611940298507,0.061855670103092786,67,short_gap_interpolation_with_flags,60,17
svm,all_features,1,test,distraction,0.4962121212121212,0.6912928759894459,0.577728776185226,379,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,alert,0.8902554399243141,0.928007889546351,0.9087397392563978,1014,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,validation,distraction,0.4065040650406504,0.30864197530864196,0.3508771929824561,162,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,alert,0.8214285714285714,0.9301470588235294,0.8724137931034482,1088,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,fatigue,0.0,0.0,0.0,67,short_gap_interpolation_with_flags,60,17
random_forest,all_features,1,test,distraction,0.6986754966887417,0.5567282321899736,0.6196769456681351,379,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,alert,0.8971486761710794,0.868836291913215,0.8827655310621243,1014,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,fatigue,0.0,0.0,0.0,4,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,validation,distraction,0.3229166666666667,0.38271604938271603,0.3502824858757062,162,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,alert,0.8628158844765343,0.8786764705882353,0.8706739526411658,1088,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,fatigue,0.0,0.0,0.0,67,short_gap_interpolation_with_flags,60,17
xgboost,all_features,1,test,distraction,0.6415094339622641,0.7176781002638523,0.6774595267745953,379,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,alert,0.9388888888888889,0.7824074074074074,0.8535353535353535,1080,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation_with_flags,60,17
svm,all_features,2,validation,distraction,0.16346153846153846,0.4473684210526316,0.23943661971830985,76,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,alert,0.9355909694555112,0.8968809675366008,0.9158271043223919,1571,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
svm,all_features,2,test,distraction,0.5916398713826366,0.6279863481228669,0.609271523178808,293,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,alert,0.9393638170974155,0.875,0.9060402684563759,1080,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,validation,distraction,0.20512820512820512,0.42105263157894735,0.27586206896551724,76,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,alert,0.8820326678765881,0.928071292170592,0.9044665012406948,1571,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,2,test,distraction,0.44559585492227977,0.2935153583617747,0.35390946502057613,293,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,alert,0.9386056191467221,0.8351851851851851,0.8838804507594317,1080,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,validation,distraction,0.17553191489361702,0.4342105263157895,0.25,76,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,alert,0.8817733990147784,0.9115213239974539,0.8964006259780908,1571,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,2,test,distraction,0.4075829383886256,0.2935153583617747,0.3412698412698413,293,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,alert,0.8844884488448845,0.8154158215010142,0.8485488126649077,986,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation_with_flags,60,17
svm,all_features,3,validation,distraction,0.26126126126126126,0.3815789473684211,0.31016042780748665,152,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,alert,0.9497751124437781,0.9268471104608632,0.9381710477600889,1367,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,fatigue,0.1111111111111111,0.047619047619047616,0.06666666666666667,21,short_gap_interpolation_with_flags,60,17
svm,all_features,3,test,distraction,0.3630573248407643,0.5089285714285714,0.42379182156133827,112,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,alert,0.8782696177062375,0.8853955375253549,0.8818181818181818,986,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,validation,distraction,0.27972027972027974,0.2631578947368421,0.2711864406779661,152,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,alert,0.9418604651162791,0.9480614484272128,0.9449507838133431,1367,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,21,short_gap_interpolation_with_flags,60,17
random_forest,all_features,3,test,distraction,0.40350877192982454,0.4107142857142857,0.40707964601769914,112,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,alert,0.8883878241262683,0.7991886409736308,0.8414308595835558,986,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,13,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,validation,distraction,0.2564102564102564,0.32894736842105265,0.2881844380403458,152,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,alert,0.9582689335394127,0.9070958302852963,0.9319804584742578,1367,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,21,short_gap_interpolation_with_flags,60,17
xgboost,all_features,3,test,distraction,0.3313953488372093,0.5089285714285714,0.4014084507042254,112,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,alert,0.9332579185520362,0.8152173913043478,0.870253164556962,1012,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,fatigue,0.03773584905660377,0.11764705882352941,0.05714285714285714,17,short_gap_interpolation_with_flags,60,17
svm,all_features,4,validation,distraction,0.2393617021276596,0.46875,0.31690140845070425,96,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,alert,0.9034981905910736,0.7826541274817137,0.8387458006718925,957,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
svm,all_features,4,test,distraction,0.26066350710900477,0.39855072463768115,0.3151862464183381,138,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,alert,0.9295478443743428,0.8735177865612648,0.9006622516556292,1012,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,validation,distraction,0.2545454545454545,0.4375,0.3218390804597701,96,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,alert,0.9032634032634033,0.8098223615464994,0.8539944903581267,957,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
random_forest,all_features,4,test,distraction,0.2422907488986784,0.39855072463768115,0.3013698630136986,138,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,alert,0.9315673289183223,0.83399209486166,0.8800834202294057,1012,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,17,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,validation,distraction,0.21608040201005024,0.4479166666666667,0.29152542372881357,96,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,alert,0.8985330073349633,0.768025078369906,0.828169014084507,957,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,60,17
xgboost,all_features,4,test,distraction,0.20883534136546184,0.37681159420289856,0.268733850129199,138,short_gap_interpolation_with_flags,60,17
svm,all_features,1,validation,alert,0.9037372593431483,0.7987987987987988,0.8480340063761955,999,zero_fill_baseline,150,14
svm,all_features,1,validation,fatigue,0.0,0.0,0.0,1,zero_fill_baseline,150,14
svm,all_features,1,validation,distraction,0.273542600896861,0.3935483870967742,0.32275132275132273,155,zero_fill_baseline,150,14
svm,all_features,1,test,alert,0.8561507936507936,0.791743119266055,0.8226882745471878,1090,zero_fill_baseline,150,14
svm,all_features,1,test,fatigue,0.0,0.0,0.0,62,zero_fill_baseline,150,14
svm,all_features,1,test,distraction,0.5211538461538462,0.7207446808510638,0.6049107142857143,376,zero_fill_baseline,150,14
random_forest,all_features,1,validation,alert,0.8885741265344664,0.9419419419419419,0.9144800777453839,999,zero_fill_baseline,150,14
random_forest,all_features,1,validation,fatigue,0.0,0.0,0.0,1,zero_fill_baseline,150,14
random_forest,all_features,1,validation,distraction,0.43023255813953487,0.23870967741935484,0.3070539419087137,155,zero_fill_baseline,150,14
random_forest,all_features,1,test,alert,0.8149038461538461,0.9330275229357798,0.8699743370402053,1090,zero_fill_baseline,150,14
random_forest,all_features,1,test,fatigue,0.0,0.0,0.0,62,zero_fill_baseline,150,14
random_forest,all_features,1,test,distraction,0.7285714285714285,0.5425531914893617,0.6219512195121951,376,zero_fill_baseline,150,14
xgboost,all_features,1,validation,alert,0.9047120418848168,0.8648648648648649,0.8843398157625384,999,zero_fill_baseline,150,14
xgboost,all_features,1,validation,fatigue,0.0,0.0,0.0,1,zero_fill_baseline,150,14
xgboost,all_features,1,validation,distraction,0.34285714285714286,0.3870967741935484,0.36363636363636365,155,zero_fill_baseline,150,14
xgboost,all_features,1,test,alert,0.8493392070484581,0.8844036697247707,0.8665168539325843,1090,zero_fill_baseline,150,14
xgboost,all_features,1,test,fatigue,0.0,0.0,0.0,62,zero_fill_baseline,150,14
xgboost,all_features,1,test,distraction,0.6521739130434783,0.6781914893617021,0.6649282920469362,376,zero_fill_baseline,150,14
svm,all_features,2,validation,alert,0.9524348810872028,0.7830540037243948,0.85947879407256,1074,zero_fill_baseline,150,14
svm,all_features,2,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
svm,all_features,2,validation,distraction,0.17616580310880828,0.4594594594594595,0.2546816479400749,74,zero_fill_baseline,150,14
svm,all_features,2,test,alert,0.9447098976109215,0.8871794871794871,0.9150413223140496,1560,zero_fill_baseline,150,14
svm,all_features,2,test,fatigue,,,,0,zero_fill_baseline,150,14
svm,all_features,2,test,distraction,0.6301369863013698,0.6548042704626335,0.6422338568935427,281,zero_fill_baseline,150,14
random_forest,all_features,2,validation,alert,0.9436619718309859,0.8733705772811918,0.90715667311412,1074,zero_fill_baseline,150,14
random_forest,all_features,2,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
random_forest,all_features,2,validation,distraction,0.20689655172413793,0.40540540540540543,0.273972602739726,74,zero_fill_baseline,150,14
random_forest,all_features,2,test,alert,0.9389213775178687,0.9262820512820513,0.9325588899645046,1560,zero_fill_baseline,150,14
random_forest,all_features,2,test,fatigue,,,,0,zero_fill_baseline,150,14
random_forest,all_features,2,test,distraction,0.6476868327402135,0.6476868327402135,0.6476868327402135,281,zero_fill_baseline,150,14
xgboost,all_features,2,validation,alert,0.95152198421646,0.7858472998137802,0.8607853136155023,1074,zero_fill_baseline,150,14
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
xgboost,all_features,2,validation,distraction,0.16161616161616163,0.43243243243243246,0.23529411764705882,74,zero_fill_baseline,150,14
xgboost,all_features,2,test,alert,0.9437374413931681,0.9032051282051282,0.9230265312807076,1560,zero_fill_baseline,150,14
xgboost,all_features,2,test,fatigue,,,,0,zero_fill_baseline,150,14
xgboost,all_features,2,test,distraction,0.6267123287671232,0.6512455516014235,0.6387434554973822,281,zero_fill_baseline,150,14
svm,all_features,3,validation,alert,0.8955223880597015,0.804953560371517,0.8478260869565217,969,zero_fill_baseline,150,14
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,11,zero_fill_baseline,150,14
svm,all_features,3,validation,distraction,0.26146788990825687,0.3931034482758621,0.3140495867768595,145,zero_fill_baseline,150,14
svm,all_features,3,test,alert,0.9559043348281017,0.936996336996337,0.9463559008509064,1365,zero_fill_baseline,150,14
svm,all_features,3,test,fatigue,0.0,0.0,0.0,22,zero_fill_baseline,150,14
svm,all_features,3,test,distraction,0.38620689655172413,0.5283018867924528,0.44621513944223107,106,zero_fill_baseline,150,14
random_forest,all_features,3,validation,alert,0.8825301204819277,0.9071207430340558,0.8946564885496183,969,zero_fill_baseline,150,14
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,11,zero_fill_baseline,150,14
random_forest,all_features,3,validation,distraction,0.29365079365079366,0.25517241379310346,0.2730627306273063,145,zero_fill_baseline,150,14
random_forest,all_features,3,test,alert,0.9368723098995696,0.9567765567765568,0.9467198260239217,1365,zero_fill_baseline,150,14
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,22,zero_fill_baseline,150,14
random_forest,all_features,3,test,distraction,0.40404040404040403,0.37735849056603776,0.3902439024390244,106,zero_fill_baseline,150,14
xgboost,all_features,3,validation,alert,0.8859749144811858,0.8018575851393189,0.8418201516793066,969,zero_fill_baseline,150,14
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,11,zero_fill_baseline,150,14
xgboost,all_features,3,validation,distraction,0.2290748898678414,0.3586206896551724,0.27956989247311825,145,zero_fill_baseline,150,14
xgboost,all_features,3,test,alert,0.9667673716012085,0.9377289377289377,0.952026775753068,1365,zero_fill_baseline,150,14
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,22,zero_fill_baseline,150,14
xgboost,all_features,3,test,distraction,0.4578313253012048,0.7169811320754716,0.5588235294117647,106,zero_fill_baseline,150,14
svm,all_features,4,validation,alert,0.9467956469165659,0.781437125748503,0.8562055768179333,1002,zero_fill_baseline,150,14
svm,all_features,4,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
svm,all_features,4,validation,distraction,0.2028985507246377,0.46153846153846156,0.28187919463087246,91,zero_fill_baseline,150,14
svm,all_features,4,test,alert,0.9190283400809717,0.7198731501057083,0.8073503260225252,946,zero_fill_baseline,150,14
svm,all_features,4,test,fatigue,,,,0,zero_fill_baseline,150,14
svm,all_features,4,test,distraction,0.18442622950819673,0.34615384615384615,0.24064171122994651,130,zero_fill_baseline,150,14
