model,ablation,fold,subset,label,precision,recall,f1,support,preprocessing,window_size_frames,num_features
random_forest,all_features,4,validation,alert,0.942578548212351,0.8682634730538922,0.9038961038961039,1002,zero_fill_baseline,150,14
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
random_forest,all_features,4,validation,distraction,0.26900584795321636,0.5054945054945055,0.3511450381679389,91,zero_fill_baseline,150,14
random_forest,all_features,4,test,alert,0.8985343855693348,0.8424947145877378,0.8696126568466994,946,zero_fill_baseline,150,14
random_forest,all_features,4,test,fatigue,,,,0,zero_fill_baseline,150,14
random_forest,all_features,4,test,distraction,0.2087912087912088,0.2923076923076923,0.24358974358974358,130,zero_fill_baseline,150,14
xgboost,all_features,4,validation,alert,0.9443127962085308,0.7954091816367266,0.8634886240520043,1002,zero_fill_baseline,150,14
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,12,zero_fill_baseline,150,14
xgboost,all_features,4,validation,distraction,0.21105527638190955,0.46153846153846156,0.2896551724137931,91,zero_fill_baseline,150,14
xgboost,all_features,4,test,alert,0.9153439153439153,0.7315010570824524,0.8131609870740305,946,zero_fill_baseline,150,14
xgboost,all_features,4,test,fatigue,,,,0,zero_fill_baseline,150,14
xgboost,all_features,4,test,distraction,0.1963470319634703,0.33076923076923076,0.24641833810888253,130,zero_fill_baseline,150,14
svm,all_features,1,validation,alert,0.9001085776330076,0.8298298298298298,0.8635416666666667,999,short_gap_interpolation,150,14
svm,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation,150,14
svm,all_features,1,validation,distraction,0.2985781990521327,0.4064516129032258,0.3442622950819672,155,short_gap_interpolation,150,14
svm,all_features,1,test,alert,0.8304932735426009,0.8495412844036697,0.8399092970521542,1090,short_gap_interpolation,150,14
svm,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation,150,14
svm,all_features,1,test,distraction,0.576271186440678,0.6329787234042553,0.6032953105196451,376,short_gap_interpolation,150,14
random_forest,all_features,1,validation,alert,0.8871119473189087,0.943943943943944,0.9146459747817652,999,short_gap_interpolation,150,14
random_forest,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation,150,14
random_forest,all_features,1,validation,distraction,0.4,0.21935483870967742,0.2833333333333333,155,short_gap_interpolation,150,14
random_forest,all_features,1,test,alert,0.8187650360866079,0.936697247706422,0.8737697903294822,1090,short_gap_interpolation,150,14
random_forest,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation,150,14
random_forest,all_features,1,test,distraction,0.7473309608540926,0.5585106382978723,0.639269406392694,376,short_gap_interpolation,150,14
xgboost,all_features,1,validation,alert,0.8910386965376782,0.8758758758758759,0.8833922261484098,999,short_gap_interpolation,150,14
xgboost,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation,150,14
xgboost,all_features,1,validation,distraction,0.2967741935483871,0.2967741935483871,0.2967741935483871,155,short_gap_interpolation,150,14
xgboost,all_features,1,test,alert,0.836272040302267,0.9137614678899083,0.8733011836913634,1090,short_gap_interpolation,150,14
xgboost,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation,150,14
xgboost,all_features,1,test,distraction,0.7091988130563798,0.6356382978723404,0.6704067321178121,376,short_gap_interpolation,150,14
svm,all_features,2,validation,alert,0.9528619528619529,0.7905027932960894,0.8641221374045801,1074,short_gap_interpolation,150,14
svm,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
svm,all_features,2,validation,distraction,0.15979381443298968,0.4189189189189189,0.23134328358208955,74,short_gap_interpolation,150,14
svm,all_features,2,test,alert,0.9416498993963782,0.9,0.9203539823008849,1560,short_gap_interpolation,150,14
svm,all_features,2,test,fatigue,,,,0,short_gap_interpolation,150,14
svm,all_features,2,test,distraction,0.6325088339222615,0.6370106761565836,0.6347517730496454,281,short_gap_interpolation,150,14
random_forest,all_features,2,validation,alert,0.9344106463878327,0.9152700186219739,0.9247412982126059,1074,short_gap_interpolation,150,14
random_forest,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
random_forest,all_features,2,validation,distraction,0.16037735849056603,0.22972972972972974,0.18888888888888888,74,short_gap_interpolation,150,14
random_forest,all_features,2,test,alert,0.929375,0.9532051282051283,0.9411392405063291,1560,short_gap_interpolation,150,14
random_forest,all_features,2,test,fatigue,,,,0,short_gap_interpolation,150,14
random_forest,all_features,2,test,distraction,0.694560669456067,0.5907473309608541,0.6384615384615384,281,short_gap_interpolation,150,14
xgboost,all_features,2,validation,alert,0.9447287615148413,0.8594040968342644,0.9000487567040468,1074,short_gap_interpolation,150,14
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
xgboost,all_features,2,validation,distraction,0.16875,0.36486486486486486,0.23076923076923078,74,short_gap_interpolation,150,14
xgboost,all_features,2,test,alert,0.935124508519004,0.9147435897435897,0.9248217757615036,1560,short_gap_interpolation,150,14
xgboost,all_features,2,test,fatigue,,,,0,short_gap_interpolation,150,14
xgboost,all_features,2,test,distraction,0.5966101694915255,0.6263345195729537,0.6111111111111112,281,short_gap_interpolation,150,14
svm,all_features,3,validation,alert,0.8949720670391061,0.826625386996904,0.8594420600858369,969,short_gap_interpolation,150,14
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation,150,14
svm,all_features,3,validation,distraction,0.2696078431372549,0.3793103448275862,0.3151862464183381,145,short_gap_interpolation,150,14
svm,all_features,3,test,alert,0.9419544452608376,0.9391941391941392,0.9405722670579604,1365,short_gap_interpolation,150,14
svm,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation,150,14
svm,all_features,3,test,distraction,0.359375,0.4339622641509434,0.39316239316239315,106,short_gap_interpolation,150,14
random_forest,all_features,3,validation,alert,0.8752455795677799,0.9195046439628483,0.8968293910417715,969,short_gap_interpolation,150,14
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation,150,14
random_forest,all_features,3,validation,distraction,0.27102803738317754,0.2,0.23015873015873015,145,short_gap_interpolation,150,14
random_forest,all_features,3,test,alert,0.9355762347888332,0.9575091575091575,0.946415640839971,1365,short_gap_interpolation,150,14
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation,150,14
random_forest,all_features,3,test,distraction,0.3958333333333333,0.3584905660377358,0.37623762376237624,106,short_gap_interpolation,150,14
xgboost,all_features,3,validation,alert,0.8802966101694916,0.8575851393188855,0.8687924725561944,969,short_gap_interpolation,150,14
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation,150,14
xgboost,all_features,3,validation,distraction,0.25,0.296551724137931,0.27129337539432175,145,short_gap_interpolation,150,14
xgboost,all_features,3,test,alert,0.9607547169811321,0.9326007326007326,0.9464684014869889,1365,short_gap_interpolation,150,14
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation,150,14
xgboost,all_features,3,test,distraction,0.4311377245508982,0.6792452830188679,0.5274725274725275,106,short_gap_interpolation,150,14
svm,all_features,4,validation,alert,0.9439252336448598,0.8063872255489022,0.8697524219590959,1002,short_gap_interpolation,150,14
svm,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
svm,all_features,4,validation,distraction,0.22549019607843138,0.5054945054945055,0.31186440677966104,91,short_gap_interpolation,150,14
svm,all_features,4,test,alert,0.9192307692307692,0.7579281183932347,0.8308227114716107,946,short_gap_interpolation,150,14
svm,all_features,4,test,fatigue,,,,0,short_gap_interpolation,150,14
svm,all_features,4,test,distraction,0.22943722943722944,0.4076923076923077,0.29362880886426596,130,short_gap_interpolation,150,14
random_forest,all_features,4,validation,alert,0.9383116883116883,0.8652694610778443,0.9003115264797508,1002,short_gap_interpolation,150,14
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
random_forest,all_features,4,validation,distraction,0.2541436464088398,0.5054945054945055,0.3382352941176471,91,short_gap_interpolation,150,14
random_forest,all_features,4,test,alert,0.9056179775280899,0.8520084566596194,0.8779956427015251,946,short_gap_interpolation,150,14
random_forest,all_features,4,test,fatigue,,,,0,short_gap_interpolation,150,14
random_forest,all_features,4,test,distraction,0.24731182795698925,0.35384615384615387,0.2911392405063291,130,short_gap_interpolation,150,14
xgboost,all_features,4,validation,alert,0.9411764705882353,0.8143712574850299,0.8731942215088283,1002,short_gap_interpolation,150,14
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation,150,14
xgboost,all_features,4,validation,distraction,0.215,0.4725274725274725,0.29553264604810997,91,short_gap_interpolation,150,14
xgboost,all_features,4,test,alert,0.9167701863354037,0.7801268498942917,0.8429468874928612,946,short_gap_interpolation,150,14
xgboost,all_features,4,test,fatigue,,,,0,short_gap_interpolation,150,14
xgboost,all_features,4,test,distraction,0.2605042016806723,0.47692307692307695,0.33695652173913043,130,short_gap_interpolation,150,14
svm,all_features,1,validation,alert,0.8928571428571429,0.8508508508508509,0.8713480266529985,999,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation_with_flags,150,17
svm,all_features,1,validation,distraction,0.2760416666666667,0.3419354838709677,0.30547550432276654,155,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,alert,0.8042328042328042,0.8366972477064221,0.8201438848920863,1090,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation_with_flags,150,17
svm,all_features,1,test,distraction,0.5177664974619289,0.5425531914893617,0.5298701298701298,376,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,alert,0.8838289962825279,0.9519519519519519,0.9166265060240963,999,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,validation,distraction,0.4084507042253521,0.1870967741935484,0.25663716814159293,155,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,alert,0.793613707165109,0.9348623853211009,0.8584667228306655,1090,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation_with_flags,150,17
random_forest,all_features,1,test,distraction,0.6967213114754098,0.4521276595744681,0.5483870967741935,376,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,alert,0.8975659229208925,0.8858858858858859,0.8916876574307305,999,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,fatigue,0.0,0.0,0.0,1,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,validation,distraction,0.3472222222222222,0.3225806451612903,0.33444816053511706,155,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,alert,0.8248540450375312,0.9073394495412844,0.8641328090869376,1090,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,fatigue,0.0,0.0,0.0,62,short_gap_interpolation_with_flags,150,17
xgboost,all_features,1,test,distraction,0.6850152905198776,0.5957446808510638,0.6372688477951636,376,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,alert,0.9507829977628636,0.7914338919925512,0.8638211382113821,1074,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
svm,all_features,2,validation,distraction,0.14210526315789473,0.36486486486486486,0.20454545454545456,74,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,alert,0.9415322580645161,0.8980769230769231,0.9192913385826772,1560,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
svm,all_features,2,test,distraction,0.6302816901408451,0.6370106761565836,0.6336283185840708,281,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,alert,0.9327014218009478,0.9162011173184358,0.9243776420854861,1074,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,validation,distraction,0.14423076923076922,0.20270270270270271,0.16853932584269662,74,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,alert,0.8750740082889283,0.9474358974358974,0.909818405663281,1560,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,distraction,0.4589041095890411,0.23843416370106763,0.31381733021077285,281,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,alert,0.9426816786079836,0.8575418994413407,0.8980984885421746,1074,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,distraction,0.16993464052287582,0.35135135135135137,0.2290748898678414,74,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,alert,0.8793103448275862,0.9153846153846154,0.8969849246231156,1560,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,distraction,0.39690721649484534,0.27402135231316727,0.32421052631578945,281,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,alert,0.8924972004479284,0.8224974200206399,0.8560687432867884,969,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,distraction,0.25870646766169153,0.3586206896551724,0.30057803468208094,145,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,alert,0.9441176470588235,0.9406593406593406,0.9423853211009174,1365,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,distraction,0.3798449612403101,0.46226415094339623,0.41702127659574467,106,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,alert,0.8756121449559255,0.9226006191950464,0.8984924623115578,969,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,distraction,0.2815533980582524,0.2,0.23387096774193547,145,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,alert,0.93943763518385,0.9545787545787546,0.9469476744186046,1365,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,distraction,0.41346153846153844,0.4056603773584906,0.4095238095238095,106,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,alert,0.8843243243243243,0.8441692466460269,0.8637803590285111,969,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,fatigue,0.0,0.0,0.0,11,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,distraction,0.2568306010928962,0.32413793103448274,0.2865853658536585,145,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,alert,0.9752513534416086,0.9238095238095239,0.9488337095560572,1365,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,fatigue,0.0,0.0,0.0,22,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,distraction,0.4494949494949495,0.839622641509434,0.5855263157894737,106,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,alert,0.9392523364485982,0.8023952095808383,0.8654467168998924,1002,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,distraction,0.20388349514563106,0.46153846153846156,0.2828282828282828,91,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,alert,0.922077922077922,0.8255813953488372,0.8711656441717791,946,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,distraction,0.3128834355828221,0.3923076923076923,0.34812286689419797,130,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,alert,0.9389978213507625,0.8602794411177644,0.8979166666666667,1002,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,distraction,0.25268817204301075,0.5164835164835165,0.33935018050541516,91,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,alert,0.9055745164960182,0.8414376321353065,0.8723287671232877,946,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,distraction,0.23857868020304568,0.36153846153846153,0.2874617737003058,130,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,alert,0.9452380952380952,0.7924151696606786,0.8621064060803475,1002,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,fatigue,0.0,0.0,0.0,12,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,distraction,0.1917808219178082,0.46153846153846156,0.2709677419354839,91,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,alert,0.9223684210526316,0.741014799154334,0.8218053927315357,946,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,fatigue,,,,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,distraction,0.2608695652173913,0.5076923076923077,0.34464751958224543,130,short_gap_interpolation_with_flags,150,17
