model,ablation,fold,subset,actual,predicted,count
xgboost,missingness_only,2,test,alert,fatigue,60
xgboost,missingness_only,2,test,alert,distraction,124
xgboost,missingness_only,2,test,fatigue,alert,0
xgboost,missingness_only,2,test,fatigue,fatigue,0
xgboost,missingness_only,2,test,fatigue,distraction,0
xgboost,missingness_only,2,test,distraction,alert,92
xgboost,missingness_only,2,test,distraction,fatigue,20
xgboost,missingness_only,2,test,distraction,distraction,181
svm,missingness_only,3,validation,alert,alert,790
svm,missingness_only,3,validation,alert,fatigue,42
svm,missingness_only,3,validation,alert,distraction,154
svm,missingness_only,3,validation,fatigue,alert,13
svm,missingness_only,3,validation,fatigue,fatigue,0
svm,missingness_only,3,validation,fatigue,distraction,0
svm,missingness_only,3,validation,distraction,alert,82
svm,missingness_only,3,validation,distraction,fatigue,13
svm,missingness_only,3,validation,distraction,distraction,57
svm,missingness_only,3,test,alert,alert,1196
svm,missingness_only,3,test,alert,fatigue,80
svm,missingness_only,3,test,alert,distraction,91
svm,missingness_only,3,test,fatigue,alert,14
svm,missingness_only,3,test,fatigue,fatigue,5
svm,missingness_only,3,test,fatigue,distraction,2
svm,missingness_only,3,test,distraction,alert,38
svm,missingness_only,3,test,distraction,fatigue,17
svm,missingness_only,3,test,distraction,distraction,57
random_forest,missingness_only,3,validation,alert,alert,788
random_forest,missingness_only,3,validation,alert,fatigue,27
random_forest,missingness_only,3,validation,alert,distraction,171
random_forest,missingness_only,3,validation,fatigue,alert,13
random_forest,missingness_only,3,validation,fatigue,fatigue,0
random_forest,missingness_only,3,validation,fatigue,distraction,0
random_forest,missingness_only,3,validation,distraction,alert,83
random_forest,missingness_only,3,validation,distraction,fatigue,6
random_forest,missingness_only,3,validation,distraction,distraction,63
random_forest,missingness_only,3,test,alert,alert,1237
random_forest,missingness_only,3,test,alert,fatigue,24
random_forest,missingness_only,3,test,alert,distraction,106
random_forest,missingness_only,3,test,fatigue,alert,17
random_forest,missingness_only,3,test,fatigue,fatigue,1
random_forest,missingness_only,3,test,fatigue,distraction,3
random_forest,missingness_only,3,test,distraction,alert,43
random_forest,missingness_only,3,test,distraction,fatigue,11
random_forest,missingness_only,3,test,distraction,distraction,58
xgboost,missingness_only,3,validation,alert,alert,770
xgboost,missingness_only,3,validation,alert,fatigue,91
xgboost,missingness_only,3,validation,alert,distraction,125
xgboost,missingness_only,3,validation,fatigue,alert,13
xgboost,missingness_only,3,validation,fatigue,fatigue,0
xgboost,missingness_only,3,validation,fatigue,distraction,0
xgboost,missingness_only,3,validation,distraction,alert,78
xgboost,missingness_only,3,validation,distraction,fatigue,26
xgboost,missingness_only,3,validation,distraction,distraction,48
xgboost,missingness_only,3,test,alert,alert,1212
xgboost,missingness_only,3,test,alert,fatigue,73
xgboost,missingness_only,3,test,alert,distraction,82
xgboost,missingness_only,3,test,fatigue,alert,16
xgboost,missingness_only,3,test,fatigue,fatigue,3
xgboost,missingness_only,3,test,fatigue,distraction,2
xgboost,missingness_only,3,test,distraction,alert,33
xgboost,missingness_only,3,test,distraction,fatigue,31
xgboost,missingness_only,3,test,distraction,distraction,48
svm,missingness_only,4,validation,alert,alert,805
svm,missingness_only,4,validation,alert,fatigue,103
svm,missingness_only,4,validation,alert,distraction,104
svm,missingness_only,4,validation,fatigue,alert,15
svm,missingness_only,4,validation,fatigue,fatigue,2
svm,missingness_only,4,validation,fatigue,distraction,0
svm,missingness_only,4,validation,distraction,alert,40
svm,missingness_only,4,validation,distraction,fatigue,20
svm,missingness_only,4,validation,distraction,distraction,36
svm,missingness_only,4,test,alert,alert,668
svm,missingness_only,4,test,alert,fatigue,145
svm,missingness_only,4,test,alert,distraction,144
svm,missingness_only,4,test,fatigue,alert,0
svm,missingness_only,4,test,fatigue,fatigue,0
svm,missingness_only,4,test,fatigue,distraction,0
svm,missingness_only,4,test,distraction,alert,68
svm,missingness_only,4,test,distraction,fatigue,29
svm,missingness_only,4,test,distraction,distraction,41
random_forest,missingness_only,4,validation,alert,alert,839
random_forest,missingness_only,4,validation,alert,fatigue,35
random_forest,missingness_only,4,validation,alert,distraction,138
random_forest,missingness_only,4,validation,fatigue,alert,17
random_forest,missingness_only,4,validation,fatigue,fatigue,0
random_forest,missingness_only,4,validation,fatigue,distraction,0
random_forest,missingness_only,4,validation,distraction,alert,44
random_forest,missingness_only,4,validation,distraction,fatigue,4
random_forest,missingness_only,4,validation,distraction,distraction,48
random_forest,missingness_only,4,test,alert,alert,721
random_forest,missingness_only,4,test,alert,fatigue,38
random_forest,missingness_only,4,test,alert,distraction,198
random_forest,missingness_only,4,test,fatigue,alert,0
random_forest,missingness_only,4,test,fatigue,fatigue,0
random_forest,missingness_only,4,test,fatigue,distraction,0
random_forest,missingness_only,4,test,distraction,alert,75
random_forest,missingness_only,4,test,distraction,fatigue,10
random_forest,missingness_only,4,test,distraction,distraction,53
xgboost,missingness_only,4,validation,alert,alert,830
xgboost,missingness_only,4,validation,alert,fatigue,76
xgboost,missingness_only,4,validation,alert,distraction,106
xgboost,missingness_only,4,validation,fatigue,alert,17
xgboost,missingness_only,4,validation,fatigue,fatigue,0
xgboost,missingness_only,4,validation,fatigue,distraction,0
xgboost,missingness_only,4,validation,distraction,alert,42
xgboost,missingness_only,4,validation,distraction,fatigue,16
xgboost,missingness_only,4,validation,distraction,distraction,38
xgboost,missingness_only,4,test,alert,alert,698
xgboost,missingness_only,4,test,alert,fatigue,90
xgboost,missingness_only,4,test,alert,distraction,169
xgboost,missingness_only,4,test,fatigue,alert,0
xgboost,missingness_only,4,test,fatigue,fatigue,0
xgboost,missingness_only,4,test,fatigue,distraction,0
xgboost,missingness_only,4,test,distraction,alert,74
xgboost,missingness_only,4,test,distraction,fatigue,20
xgboost,missingness_only,4,test,distraction,distraction,44
