video_id,frame_index,clip_id,state,timestamp_seconds,backend,detector_found,presence,elapsed_ms,selected_eye,ear,mar,pitch,yaw,roll,face_mesh_detected,indicators_accepted,all_indicators_valid,detection_status,ear_valid,ear_status,mar_valid,mar_status,head_pose_valid,head_pose_status
video_01,13306,0,alert,738.899,torch_cpu,True,0.0008570562349632382,34.6787000016775,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13306,0,alert,738.899,mediapipe_tracking,,,6.5744000021368265,"[33, 160, 158, 133, 153, 144]",0.13869829714834914,0.0030994782759017933,-31.676526090197147,-24.49667040347408,-147.51385233413103,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13306,0,alert,738.899,mediapipe_static,,,10.144099993340205,"[33, 160, 158, 133, 153, 144]",0.14564026086482196,0.020091046261392093,-43.89047082226286,-17.721346744147816,-160.2442012097468,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13307,0,alert,738.966,torch_cpu,True,0.0011229765368625522,38.61660000256961,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13307,0,alert,738.966,torch_cuda,True,0.0011321003548800945,18.952899998112116,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13307,0,alert,738.966,mediapipe_tracking,,,6.210400002601091,"[33, 160, 158, 133, 153, 144]",0.18907495364717014,0.008019717602867163,-31.544672144567784,-23.97513583623486,-148.16764231857124,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13307,0,alert,738.966,mediapipe_static,,,10.66450000507757,"[33, 160, 158, 133, 153, 144]",0.14424594814468594,0.017483502889840855,-52.261321424520546,-11.650858861237772,-176.03117381187937,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13308,0,alert,739.033,torch_cuda,True,0.008146564476191998,21.274999999150168,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13308,0,alert,739.033,torch_cpu,True,0.00817019771784544,41.51529999944614,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13308,0,alert,739.033,mediapipe_tracking,,,8.0251000035787,"[33, 160, 158, 133, 153, 144]",0.20428428995864917,0.00764054513880016,-32.05864518985606,-24.54080316667185,-146.83751237193303,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13308,0,alert,739.033,mediapipe_static,,,10.293999999703374,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13309,0,alert,739.099,torch_cpu,True,0.1991291046142578,41.68690000369679,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13309,0,alert,739.099,torch_cuda,True,0.19891923666000366,24.205699999583885,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13309,0,alert,739.099,mediapipe_tracking,,,6.795799999963492,"[33, 160, 158, 133, 153, 144]",0.19023368644052324,0.0037763660887610026,-32.74980832736637,-24.845792769235263,-147.56827564979267,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13309,0,alert,739.099,mediapipe_static,,,11.91320000361884,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13310,0,alert,739.166,torch_cuda,True,0.1297270655632019,20.942499999364372,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13310,0,alert,739.166,torch_cpu,True,0.12977784872055054,43.29159999906551,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13310,0,alert,739.166,mediapipe_tracking,,,6.379400001605973,"[33, 160, 158, 133, 153, 144]",0.16226636980325906,0.004148800441791404,-32.35657797017512,-25.68796647733981,-146.20101814060064,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13310,0,alert,739.166,mediapipe_static,,,11.501400003908202,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13311,0,alert,739.2330000000001,torch_cpu,True,0.006969720125198364,45.67749999841908,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
