model,subset,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
transformer,test,accuracy,1,0.8290517414615938,0.0,0.8290517414615938,0.8290517414615938,0.8290517414615938,nan,nan
transformer,test,balanced_accuracy,1,0.4214351811039818,0.0,0.4214351811039818,0.4214351811039818,0.4214351811039818,nan,nan
transformer,test,macro_f1_all_classes,1,0.3169141911417837,0.0,0.3169141911417837,0.3169141911417837,0.3169141911417837,nan,nan
transformer,test,best_epoch,1,1.75,0.0,1.75,1.75,1.75,nan,nan
transformer,test,stopping_epoch,1,16.75,0.0,16.75,16.75,16.75,nan,nan
transformer,test,best_validation_macro_f1,1,0.3138081160697585,0.0,0.3138081160697585,0.3138081160697585,0.3138081160697585,nan,nan
transformer,test,training_seconds,1,22.192470400004822,0.0,22.192470400004822,22.192470400004822,22.192470400004822,nan,nan
transformer,validation,accuracy,1,0.8897294493876643,0.0,0.8897294493876643,0.8897294493876643,0.8897294493876643,nan,nan
transformer,validation,balanced_accuracy,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,nan,nan
transformer,validation,macro_f1_all_classes,1,0.3138081160697585,0.0,0.3138081160697585,0.3138081160697585,0.3138081160697585,nan,nan
transformer,validation,best_epoch,1,1.75,0.0,1.75,1.75,1.75,nan,nan
transformer,validation,stopping_epoch,1,16.75,0.0,16.75,16.75,16.75,nan,nan
transformer,validation,best_validation_macro_f1,1,0.3138081160697585,0.0,0.3138081160697585,0.3138081160697585,0.3138081160697585,nan,nan
transformer,validation,training_seconds,1,22.192470400004822,0.0,22.192470400004822,22.192470400004822,22.192470400004822,nan,nan
