model,subset,fold,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
transformer,test,1,macro_f1_all_classes,1,0.33155746505695166,0.0,0.33155746505695166,0.33155746505695166,0.33155746505695166,nan,nan
transformer,test,1,best_epoch,1,1.0,0.0,1.0,1.0,1.0,nan,nan
transformer,test,1,stopping_epoch,1,16.0,0.0,16.0,16.0,16.0,nan,nan
transformer,test,1,best_validation_macro_f1,1,0.30919220055710306,0.0,0.30919220055710306,0.30919220055710306,0.30919220055710306,nan,nan
transformer,test,2,macro_f1_all_classes,1,0.3057924139958836,0.0,0.3057924139958836,0.3057924139958836,0.3057924139958836,nan,nan
transformer,test,2,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,test,2,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,test,2,best_validation_macro_f1,1,0.3205013428827216,0.0,0.3205013428827216,0.3205013428827216,0.3205013428827216,nan,nan
transformer,test,3,macro_f1_all_classes,1,0.3184044786564031,0.0,0.3184044786564031,0.3184044786564031,0.3184044786564031,nan,nan
transformer,test,3,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,test,3,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,test,3,best_validation_macro_f1,1,0.30850047755491883,0.0,0.30850047755491883,0.30850047755491883,0.30850047755491883,nan,nan
transformer,test,4,macro_f1_all_classes,1,0.31190240685789644,0.0,0.31190240685789644,0.31190240685789644,0.31190240685789644,nan,nan
transformer,test,4,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,test,4,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,test,4,best_validation_macro_f1,1,0.3170384432842905,0.0,0.3170384432842905,0.3170384432842905,0.3170384432842905,nan,nan
transformer,validation,1,macro_f1_all_classes,1,0.30919220055710306,0.0,0.30919220055710306,0.30919220055710306,0.30919220055710306,nan,nan
transformer,validation,1,best_epoch,1,1.0,0.0,1.0,1.0,1.0,nan,nan
transformer,validation,1,stopping_epoch,1,16.0,0.0,16.0,16.0,16.0,nan,nan
transformer,validation,1,best_validation_macro_f1,1,0.30919220055710306,0.0,0.30919220055710306,0.30919220055710306,0.30919220055710306,nan,nan
transformer,validation,2,macro_f1_all_classes,1,0.3205013428827216,0.0,0.3205013428827216,0.3205013428827216,0.3205013428827216,nan,nan
transformer,validation,2,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,validation,2,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,validation,2,best_validation_macro_f1,1,0.3205013428827216,0.0,0.3205013428827216,0.3205013428827216,0.3205013428827216,nan,nan
transformer,validation,3,macro_f1_all_classes,1,0.30850047755491883,0.0,0.30850047755491883,0.30850047755491883,0.30850047755491883,nan,nan
transformer,validation,3,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,validation,3,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,validation,3,best_validation_macro_f1,1,0.30850047755491883,0.0,0.30850047755491883,0.30850047755491883,0.30850047755491883,nan,nan
transformer,validation,4,macro_f1_all_classes,1,0.3170384432842905,0.0,0.3170384432842905,0.3170384432842905,0.3170384432842905,nan,nan
transformer,validation,4,best_epoch,1,2.0,0.0,2.0,2.0,2.0,nan,nan
transformer,validation,4,stopping_epoch,1,17.0,0.0,17.0,17.0,17.0,nan,nan
transformer,validation,4,best_validation_macro_f1,1,0.3170384432842905,0.0,0.3170384432842905,0.3170384432842905,0.3170384432842905,nan,nan
