model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
transformer,test,42,0.8290517414615938,0.4214351811039818,0.3169141911417837,1.75,16.75,0.3138081160697585,22.192470400004822
transformer,validation,42,0.8897294493876643,0.3333333333333333,0.3138081160697585,1.75,16.75,0.3138081160697585,22.192470400004822
