model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,configuration_id,representation,window_size_frames,seed
transformer,temporal_r2,1,validation,alert,0.8915094339622641,0.9459459459459459,0.917921321029626,999,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,1,validation,fatigue,0.0,0.0,0.0,1,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,1,validation,distraction,0.43157894736842106,0.2645161290322581,0.328,155,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,1,test,alert,0.8562874251497006,0.918348623853211,0.8862328463922089,1090,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,1,test,fatigue,0.0,0.0,0.0,62,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,1,test,distraction,0.7353760445682451,0.7021276595744681,0.7183673469387755,376,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,validation,alert,0.9392212725546059,0.9208566108007449,0.9299482839680301,1074,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,validation,fatigue,0.0,0.0,0.0,12,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,validation,distraction,0.205607476635514,0.2972972972972973,0.2430939226519337,74,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,test,alert,0.9360759493670886,0.948076923076923,0.9420382165605096,1560,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,test,fatigue,,,,0,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,2,test,distraction,0.6896551724137931,0.6405693950177936,0.6642066420664207,281,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,validation,alert,0.8832335329341318,0.913312693498452,0.898021308980213,969,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,validation,fatigue,0.0,0.0,0.0,11,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,validation,distraction,0.3170731707317073,0.2689655172413793,0.291044776119403,145,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,test,alert,0.9338605319913731,0.9516483516483516,0.9426705370101597,1365,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,test,fatigue,0.0,0.0,0.0,22,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,3,test,distraction,0.35294117647058826,0.33962264150943394,0.34615384615384615,106,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,validation,alert,0.935129740518962,0.935129740518962,0.935129740518962,1002,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,validation,fatigue,0.0,0.0,0.0,12,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,validation,distraction,0.36893203883495146,0.4175824175824176,0.3917525773195876,91,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,test,alert,0.8893572181243414,0.8921775898520085,0.8907651715039577,946,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,test,fatigue,,,,0,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
transformer,temporal_r2,4,test,distraction,0.1968503937007874,0.19230769230769232,0.19455252918287938,130,G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_4__seed_42,G3,qualification_r2_w150_b1024,R2,150,42
