run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,1,0.7423545848420116,0.5087668672268525,0.3307084198110602,0.30919220055710306,0.8258409305249922,0.8649350649350649,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,2,0.4682654797356296,0.4338627269386729,0.3094716748077031,0.30919220055710306,0.8663942156554543,0.8649350649350649,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,3,0.39791268628372856,0.41692327838310433,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,4,0.3703442316822045,0.3952864483708427,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,5,0.34558704123018075,0.3841950653177319,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,6,0.3306834686668142,0.37946803732351825,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,7,0.3175380288224219,0.37834208512203,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,8,0.3053531497482682,0.37720883888599677,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,9,0.2918703955267631,0.37743799814156126,0.35476487486997876,0.3802584530553879,0.885884941842188,0.8614718614718615,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,10,0.2829518941954523,0.3840412616342693,0.49737947827119805,0.4051500846496034,0.9056900345803206,0.858008658008658,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,11,0.2770635371068033,0.39334743135161215,0.5065865280485163,0.4065424089520475,0.9082049669915121,0.8571428571428571,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,12,0.27392188646777627,0.3998162608771097,0.5081631881631882,0.4092060039740078,0.90883370009431,0.8554112554112554,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,13,0.2714476118350846,0.3990215607277759,0.5071730970296351,0.41530710700987533,0.9075762338887142,0.8536796536796537,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,14,0.2676259302813765,0.39836129889343724,0.5087970804413566,0.40993415968989283,0.9078906004401132,0.8484848484848485,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,15,0.26515819424636256,0.39876336457925443,0.5092790784448652,0.40814948568959264,0.9075762338887142,0.8484848484848485,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,16,0.2633623822666271,0.40089975333575045,0.508306480640351,0.4068233239391894,0.9082049669915121,0.8519480519480519,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,17,0.26075684182001563,0.4056522247466174,0.5065056199171658,0.40575630745563257,0.908519333542911,0.8476190476190476,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,18,0.2590020188686421,0.40796248475452523,0.5078804987061868,0.40575630745563257,0.9082049669915121,0.8476190476190476,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,19,0.2580483085102572,0.40968077057625824,0.5089641615162313,0.4003548648211106,0.90883370009431,0.845021645021645,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,20,0.2569484862703004,0.411362975242334,0.5095569876991813,0.39048561110914065,0.9091480666457089,0.8415584415584415,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,21,0.25591922535232237,0.41260197594826353,0.5111076685843915,0.39138351950785166,0.9097767997485068,0.8398268398268398,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,22,0.25497484982894375,0.41355673982983543,0.512884115415761,0.3908563994749863,0.9110342659541025,0.8389610389610389,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,23,0.2545982915925665,0.41368100387709483,0.509920481003323,0.38891228343795897,0.9091480666457089,0.8389610389610389,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,24,0.2543006713558615,0.4133391939458393,0.5092659861326995,0.38338924273744174,0.9091480666457089,0.8398268398268398,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,25,0.25385963387438354,0.41383426484865543,0.5122380044266146,0.3849272267046353,0.9104055328513047,0.8389610389610389,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,26,0.25323609116316514,0.4141298758132117,0.5106903713098973,0.38839307107009874,0.9097767997485068,0.8380952380952381,6.25e-05
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,27,0.25202685264775077,0.4146985341847201,0.5115748002566212,0.3908563994749863,0.9100911662999057,0.8389610389610389,6.25e-05
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,1,42,28,0.2525803467943323,0.41585981405916667,0.5131033884993758,0.3911882001948368,0.9107198994027036,0.8363636363636363,6.25e-05
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,1,0.75217176649972,0.4603534552557715,0.3036010232438226,0.3205013428827216,0.7536687631027253,0.9258620689655173,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,2,0.604379961950474,0.36677214451904955,0.29232882087502454,0.3205013428827216,0.7809224318658281,0.9258620689655173,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,3,0.5562315979760315,0.35372903819741874,0.29408318687756296,0.3205013428827216,0.789308176100629,0.9258620689655173,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,4,0.5145606190320248,0.3779404742964383,0.29408318687756296,0.3205013428827216,0.789308176100629,0.9258620689655173,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,5,0.4847623065249392,0.39313385979882604,0.3825434104979579,0.3589825137556535,0.8092243186582809,0.8905172413793103,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,6,0.452674981183226,0.35114219969716565,0.5117549255551136,0.36484328579916814,0.8511530398322851,0.8931034482758621,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,7,0.416280654907893,0.32522112090012123,0.5163078494539168,0.3684796009385671,0.8542976939203354,0.8922413793103449,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,8,0.394906443432442,0.34300279350116336,0.5210275587070116,0.3760604327518826,0.8570929419986024,0.8810344827586207,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,9,0.3837369921364041,0.3726192601795854,0.5294744090539694,0.39101406887332124,0.860587002096436,0.871551724137931,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,10,0.37665496711377744,0.371934352455468,0.531826417293869,0.38359788359788355,0.8616352201257862,0.8689655172413793,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,11,0.36676351679196145,0.3679657502421017,0.5305851538123161,0.38359788359788355,0.8616352201257862,0.8689655172413793,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,12,0.3559990040202977,0.36550040327269456,0.5390714223355372,0.3853561584395362,0.8689727463312369,0.871551724137931,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,13,0.3469355477060495,0.37682456939384856,0.5434598465696341,0.3811830788134105,0.872816212438854,0.8568965517241379,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,14,0.3401361211332552,0.38278878259247745,0.573489292116743,0.38295482295482297,0.8738644304682041,0.8517241379310345,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,15,0.3375991069087609,0.3819107321829631,0.5713961778951564,0.3824149572250171,0.8717679944095038,0.8508620689655172,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,16,0.33413636657343637,0.37898101827193953,0.5803842570985369,0.384594984323595,0.8714185883997205,0.8543103448275862,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,17,0.3312293016810587,0.3782890587017454,0.5942887193666949,0.38626711674016406,0.8759608665269043,0.8568965517241379,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,18,0.32698892251667155,0.3784341352766958,0.6295593882414817,0.38514873630060387,0.8784067085953878,0.8551724137931035,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,19,0.325080567873249,0.38158169532644337,0.6620133101279936,0.39057392346716274,0.8815513626834381,0.8560344827586207,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,20,0.3232079936773272,0.38242312453944105,0.6993616776890201,0.38742685329377746,0.8836477987421384,0.8543103448275862,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,21,0.32128862760685106,0.3800299016566112,0.6874763377667331,0.38742685329377746,0.883298392732355,0.8543103448275862,0.00025
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,22,0.31969112059938415,0.3790394361676841,0.7260814957029414,0.38822005083169236,0.8878406708595388,0.8543103448275862,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,23,0.3193064767692907,0.3775042961383688,0.6951320885817301,0.38575412462786934,0.8864430468204053,0.8543103448275862,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_2__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,2,42,24,0.31764443632108524,0.38111955132977715,0.7391373190264957,0.38765001935733645,0.8888888888888888,0.853448275862069,0.000125
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,1,0.7300299556479795,0.5058465708096822,0.3070114926803736,0.30850047755491883,0.7605029132168046,0.8613333333333333,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,2,0.5645053438415047,0.46325846359464856,0.2915156744319816,0.30850047755491883,0.7770622508432996,0.8613333333333333,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,3,0.49848866257993624,0.4805290795564651,0.29803354637540586,0.37348299983731903,0.7887151180619442,0.8551111111111112,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,4,0.4487905678793683,0.47831993238131204,0.5145081865975007,0.396355361699872,0.8659920269855872,0.8213333333333334,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,5,0.3892315980463955,0.4756817759606573,0.5569905750597911,0.39418169402992514,0.8902177246243483,0.8177777777777778,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,6,0.35433408829084534,0.5311058755848143,0.5582963857479478,0.39072050017814247,0.8911376878258203,0.8008888888888889,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,7,0.34377878603669115,0.5600879178444544,0.5611662199753696,0.3891922262072047,0.8929776142287642,0.7982222222222223,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,8,0.3370216187890488,0.5645255535244942,0.5599631436247515,0.39217510996072985,0.8923643054277829,0.7955555555555556,0.001
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,9,0.3282179193824246,0.560874565862947,0.5587410531345038,0.3915939298246766,0.8911376878258203,0.792,0.0005
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_3__seed_42,G3,qualification_r2_w150_b1024,R2,150,transformer,3,42,10,0.3218602500730261,0.5365403374267949,0.5603187454680256,0.3881828278707104,0.8923643054277829,0.7964444444444444,0.0005
