model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
lstm,test,42,0.8080732553673492,0.43264997945978667,0.3170430340229281,5.0,20.0,0.33429537557607736,11.780490899996948
lstm,validation,42,0.867171135217473,0.3561463823012736,0.33429537557607736,5.0,20.0,0.33429537557607736,11.780490899996948
tcn,test,42,0.8027110648390278,0.4684424707517701,0.35124444466063115,8.75,23.75,0.36170496754681825,1519.2991986999914
tcn,validation,42,0.849602837119201,0.3831156140225459,0.36170496754681825,8.75,23.75,0.36170496754681825,1519.2991986999914
