model,subset,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
transformer,test,accuracy,1,0.857703472459088,0.0,0.857703472459088,0.857703472459088,0.857703472459088,nan,nan
transformer,test,balanced_accuracy,1,0.5767870564139241,0.0,0.5767870564139241,0.5767870564139241,0.5767870564139241,nan,nan
transformer,test,macro_f1_all_classes,1,0.4654155946507298,0.0,0.4654155946507298,0.4654155946507298,0.4654155946507298,nan,nan
transformer,test,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
transformer,test,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
transformer,test,best_validation_macro_f1,1,0.4112426608823129,0.0,0.4112426608823129,0.4112426608823129,0.4112426608823129,nan,nan
transformer,test,training_seconds,1,30.28275249998842,0.0,30.28275249998842,30.28275249998842,30.28275249998842,nan,nan
transformer,validation,accuracy,1,0.8572294130818472,0.0,0.8572294130818472,0.8572294130818472,0.8572294130818472,nan,nan
transformer,validation,balanced_accuracy,1,0.41363386265978813,0.0,0.41363386265978813,0.41363386265978813,0.41363386265978813,nan,nan
transformer,validation,macro_f1_all_classes,1,0.4112426608823129,0.0,0.4112426608823129,0.4112426608823129,0.4112426608823129,nan,nan
transformer,validation,best_epoch,1,8.0,0.0,8.0,8.0,8.0,nan,nan
transformer,validation,stopping_epoch,1,23.0,0.0,23.0,23.0,23.0,nan,nan
transformer,validation,best_validation_macro_f1,1,0.4112426608823129,0.0,0.4112426608823129,0.4112426608823129,0.4112426608823129,nan,nan
transformer,validation,training_seconds,1,30.28275249998842,0.0,30.28275249998842,30.28275249998842,30.28275249998842,nan,nan
