model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
transformer,test,42,0.857703472459088,0.5767870564139241,0.4654155946507298,8.0,23.0,0.4112426608823129,30.28275249998842
transformer,validation,42,0.8572294130818472,0.41363386265978813,0.4112426608823129,8.0,23.0,0.4112426608823129,30.28275249998842
