model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r2,1,validation,alert,alert,1014,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,alert,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,alert,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,fatigue,alert,4,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,fatigue,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,fatigue,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,distraction,alert,162,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,distraction,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,validation,distraction,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,alert,alert,1087,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,alert,fatigue,1,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,alert,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,fatigue,alert,67,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,fatigue,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,fatigue,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,distraction,alert,379,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,distraction,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,1,test,distraction,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,alert,alert,1014,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,alert,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,alert,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,fatigue,alert,4,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,fatigue,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,fatigue,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,distraction,alert,162,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,distraction,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,validation,distraction,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,alert,alert,1088,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,alert,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,alert,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,fatigue,alert,67,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,fatigue,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,fatigue,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,distraction,alert,379,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,distraction,fatigue,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
tcn,temporal_r2,1,test,distraction,distraction,0,G3__qualification_r2_w60_b1024__tcn__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,alert,alert,1080,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,alert,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,alert,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,fatigue,alert,17,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,fatigue,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,fatigue,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,distraction,alert,76,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,distraction,fatigue,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,validation,distraction,distraction,0,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
lstm,temporal_r2,2,test,alert,alert,1567,G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_2__seed_42,G3,qualification_r2_w60_b1024,R2,60,42
