model,subset,fold,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
transformer,test,1,macro_f1_all_classes,1,0.5348667311103281,0.0,0.5348667311103281,0.5348667311103281,0.5348667311103281,nan,nan
transformer,test,1,best_epoch,1,13.0,0.0,13.0,13.0,13.0,nan,nan
transformer,test,1,stopping_epoch,1,28.0,0.0,28.0,28.0,28.0,nan,nan
transformer,test,1,best_validation_macro_f1,1,0.41530710700987533,0.0,0.41530710700987533,0.41530710700987533,0.41530710700987533,nan,nan
transformer,test,2,macro_f1_all_classes,1,0.5354149528756434,0.0,0.5354149528756434,0.5354149528756434,0.5354149528756434,nan,nan
transformer,test,2,best_epoch,1,9.0,0.0,9.0,9.0,9.0,nan,nan
transformer,test,2,stopping_epoch,1,24.0,0.0,24.0,24.0,24.0,nan,nan
transformer,test,2,best_validation_macro_f1,1,0.39101406887332124,0.0,0.39101406887332124,0.39101406887332124,0.39101406887332124,nan,nan
transformer,test,3,macro_f1_all_classes,1,0.4296081277213353,0.0,0.4296081277213353,0.4296081277213353,0.4296081277213353,nan,nan
transformer,test,3,best_epoch,1,4.0,0.0,4.0,4.0,4.0,nan,nan
transformer,test,3,stopping_epoch,1,19.0,0.0,19.0,19.0,19.0,nan,nan
transformer,test,3,best_validation_macro_f1,1,0.396355361699872,0.0,0.396355361699872,0.396355361699872,0.396355361699872,nan,nan
transformer,test,4,macro_f1_all_classes,1,0.3617725668956124,0.0,0.3617725668956124,0.3617725668956124,0.3617725668956124,nan,nan
transformer,test,4,best_epoch,1,6.0,0.0,6.0,6.0,6.0,nan,nan
transformer,test,4,stopping_epoch,1,21.0,0.0,21.0,21.0,21.0,nan,nan
transformer,test,4,best_validation_macro_f1,1,0.4422941059461832,0.0,0.4422941059461832,0.4422941059461832,0.4422941059461832,nan,nan
transformer,validation,1,macro_f1_all_classes,1,0.41530710700987533,0.0,0.41530710700987533,0.41530710700987533,0.41530710700987533,nan,nan
transformer,validation,1,best_epoch,1,13.0,0.0,13.0,13.0,13.0,nan,nan
transformer,validation,1,stopping_epoch,1,28.0,0.0,28.0,28.0,28.0,nan,nan
transformer,validation,1,best_validation_macro_f1,1,0.41530710700987533,0.0,0.41530710700987533,0.41530710700987533,0.41530710700987533,nan,nan
transformer,validation,2,macro_f1_all_classes,1,0.39101406887332124,0.0,0.39101406887332124,0.39101406887332124,0.39101406887332124,nan,nan
transformer,validation,2,best_epoch,1,9.0,0.0,9.0,9.0,9.0,nan,nan
transformer,validation,2,stopping_epoch,1,24.0,0.0,24.0,24.0,24.0,nan,nan
transformer,validation,2,best_validation_macro_f1,1,0.39101406887332124,0.0,0.39101406887332124,0.39101406887332124,0.39101406887332124,nan,nan
transformer,validation,3,macro_f1_all_classes,1,0.396355361699872,0.0,0.396355361699872,0.396355361699872,0.396355361699872,nan,nan
transformer,validation,3,best_epoch,1,4.0,0.0,4.0,4.0,4.0,nan,nan
transformer,validation,3,stopping_epoch,1,19.0,0.0,19.0,19.0,19.0,nan,nan
transformer,validation,3,best_validation_macro_f1,1,0.396355361699872,0.0,0.396355361699872,0.396355361699872,0.396355361699872,nan,nan
transformer,validation,4,macro_f1_all_classes,1,0.4422941059461832,0.0,0.4422941059461832,0.4422941059461832,0.4422941059461832,nan,nan
transformer,validation,4,best_epoch,1,6.0,0.0,6.0,6.0,6.0,nan,nan
transformer,validation,4,stopping_epoch,1,21.0,0.0,21.0,21.0,21.0,nan,nan
transformer,validation,4,best_validation_macro_f1,1,0.4422941059461832,0.0,0.4422941059461832,0.4422941059461832,0.4422941059461832,nan,nan
