model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
transformer,temporal_r1,1,validation,alert,alert,999,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,alert,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,alert,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,fatigue,alert,1,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,fatigue,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,fatigue,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,distraction,alert,155,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,distraction,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,validation,distraction,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,alert,alert,1015,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,alert,fatigue,15,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,alert,distraction,60,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,fatigue,alert,56,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,fatigue,fatigue,6,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,fatigue,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,distraction,alert,363,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,distraction,fatigue,2,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,1,test,distraction,distraction,11,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,alert,alert,1074,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,alert,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,alert,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,fatigue,alert,12,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,fatigue,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,fatigue,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,distraction,alert,74,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,distraction,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,validation,distraction,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,alert,alert,1560,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,alert,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,alert,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,fatigue,alert,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,fatigue,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,fatigue,distraction,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,distraction,alert,281,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
transformer,temporal_r1,2,test,distraction,fatigue,0,G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,G3,qualification_r1_w150_b1024,R1,150,42
