run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,1,0.7877366892087013,0.5033501160867286,0.28617159724855673,0.30919220055710306,0.7189563030493555,0.8649350649350649,0.001
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,2,0.446008945047312,0.4402097494958283,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,3,0.4002270906910661,0.4230760980607111,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,4,0.38874400047077695,0.4145494067565703,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,5,0.38515050545292656,0.41171674114285095,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.001
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,6,0.3822953420141065,0.4131442251466053,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,7,0.38181523463891687,0.41480432799755235,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,8,0.3815566648930283,0.4133873614913973,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,9,0.38029530378341375,0.41065208744177056,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.0005
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,G3,qualification_r1_w150_b1024,R1,150,transformer,1,42,10,0.37937526747289224,0.4098752766589582,0.31239558970932174,0.30919220055710306,0.8817981766740018,0.8649350649350649,0.00025
