run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,1,1.1039234112392906,1.0555308176299274,0.23618063726875704,0.3081130355515041,0.36039665323830183,0.8593220338983051,0.001
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,2,1.0362077141310506,0.984937347597995,0.314093970452281,0.3081130355515041,0.8642702200185931,0.8593220338983051,0.001
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,3,0.9568903795661371,0.8827723636465558,0.31089796593352076,0.3081130355515041,0.8738766656337156,0.8593220338983051,0.001
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,4,0.8320106726369512,0.6963041697518301,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.001
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,5,0.6044041995371241,0.4897258174621453,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.001
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,6,0.4406790482783635,0.4852980787218627,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.0005
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,7,0.4315588217809321,0.49351998024572763,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.0005
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,8,0.4329072324288383,0.48435694759680054,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.0005
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,9,0.421550333028908,0.4635645460526822,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.0005
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,10,0.4033697068247959,0.45396744073447537,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.00025
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,11,0.39931506644397613,0.4463200968958564,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.00025
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,12,0.38977404495197293,0.44037387588266597,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.00025
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,13,0.3861249007416244,0.4360665540573961,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.00025
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,14,0.3817463703834497,0.43412811720775346,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.000125
G3__qualification_r2_w60_b1024__lstm__r2__w60__fold_1__seed_42,G3,qualification_r2_w60_b1024,R2,60,lstm,1,42,15,0.37931421399116516,0.4323516323404797,0.3116025746822908,0.3081130355515041,0.8775952897427952,0.8593220338983051,0.000125
