model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r1,1,validation,alert,alert,977,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,alert,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,alert,distraction,37,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,fatigue,alert,2,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,fatigue,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,fatigue,distraction,2,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,distraction,alert,155,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,distraction,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,validation,distraction,distraction,7,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,alert,alert,801,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,alert,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,alert,distraction,287,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,fatigue,alert,56,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,fatigue,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,fatigue,distraction,11,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,distraction,alert,310,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,distraction,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,1,test,distraction,distraction,69,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,alert,alert,1014,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,alert,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,alert,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,fatigue,alert,4,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,fatigue,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,fatigue,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,distraction,alert,162,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,distraction,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,validation,distraction,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,alert,alert,1088,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,alert,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,alert,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,fatigue,alert,67,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,fatigue,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,fatigue,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,distraction,alert,379,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,distraction,fatigue,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
tcn,temporal_r1,1,test,distraction,distraction,0,G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,alert,alert,1079,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,alert,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,alert,distraction,1,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,fatigue,alert,17,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,fatigue,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,fatigue,distraction,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,distraction,alert,76,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
lstm,temporal_r1,2,validation,distraction,fatigue,0,G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,G3,qualification_r1_w60_b1024,R1,60,42
