run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,1,1.0913284146309195,1.0921366008661562,0.1970665388983824,0.2462589631862638,0.3390145646110939,0.39152542372881355,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,2,1.0642535442680925,1.0923484749713186,0.40959506746490426,0.39831221301646597,0.47474434459250076,0.6720338983050848,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,3,1.03629486550478,1.095157746541298,0.5610302946399609,0.39044905899979043,0.572048342113418,0.6466101694915254,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,4,1.0001876271838628,1.1138849836284832,0.5732994659826888,0.390957827115364,0.5773163929346142,0.6466101694915254,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,5,0.9641790384842879,1.1007782536037898,0.6068283528645725,0.4028284938610278,0.6101642392314843,0.6711864406779661,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,6,0.9333803639679381,1.0361007460093095,0.5832287147249097,0.4074660972357264,0.5952897427951658,0.6957627118644067,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,7,0.9049160016887063,0.9903336876529758,0.5866111242672131,0.3994404790726729,0.6039665323830182,0.6771186440677966,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,8,0.878548248434052,1.045135182041233,0.5992065028703647,0.3827156926702528,0.6079950418345212,0.6186440677966102,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,9,0.819932009566484,1.162492036819458,0.7089392607496241,0.35965973143729496,0.7105670901766347,0.5440677966101695,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,10,0.7816454128359064,1.0448611477674064,0.7211579385905543,0.381989377112506,0.727300898667493,0.6177966101694915,0.001
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,11,0.7014023609711062,1.042202295085131,0.7526260567165591,0.38040166001626385,0.761078400991633,0.6127118644067797,0.0005
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,12,0.6966523617496791,0.9659389726186203,0.7451252906318508,0.39127599418812337,0.7545708088007437,0.6440677966101694,0.0005
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,13,0.6620323564158824,0.9283752405037314,0.7605930300435273,0.39450612252248246,0.7669662224976759,0.6550847457627119,0.0005
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,14,0.6245515707442736,0.8972329382169044,0.7808530932928073,0.3990059596201549,0.7914471645491168,0.6652542372881356,0.0005
G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,lstm,1,42,15,0.634052777922039,0.8915978419578682,0.7751588747073845,0.3987241082696901,0.7809110629067245,0.6669491525423729,0.00025
