run_id,generation,configuration_id,representation,window_size_frames,model,fold,seed,epoch,training_loss,validation_loss,training_macro_f1,validation_macro_f1,training_accuracy,validation_accuracy,learning_rate
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,1,0.9956504106521606,1.0318594991386711,0.31234223362808006,0.2990271193115767,0.7431625275070732,0.6909090909090909,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,2,0.8421727302913132,1.0301736659301823,0.4379576439805888,0.39102835378755824,0.7972335743476894,0.6909090909090909,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,3,0.7641545362121764,1.0735850283593842,0.521269752087183,0.4054126687988628,0.8292989625903804,0.6874458874458874,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,4,0.7064867575226321,1.1528228314407976,0.5208732679310994,0.3935033276859179,0.821754165356806,0.6718614718614718,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,5,0.6599059113913532,1.1638858697631143,0.5160849957162924,0.40166850404082055,0.8135806350204339,0.6874458874458874,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,6,0.60705167643494,1.0934021727863328,0.5407720758026772,0.4078324298153013,0.8330713612071675,0.6995670995670996,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,7,0.5581710478375821,1.0934517409894373,0.553137595858399,0.40593925910944817,0.8371581263753537,0.6926406926406926,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,8,0.5064171026503279,1.146296351761013,0.5439209959524428,0.3983925133310265,0.8314995284501729,0.6822510822510822,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,9,0.4776535854891238,1.2102516840030622,0.5347138200196703,0.3975446428571428,0.8267840301791889,0.6822510822510822,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,10,0.4586360220244305,1.178251496847574,0.534471761027148,0.4053122280133161,0.8289845960389814,0.6961038961038961,0.001
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,11,0.4489538515936987,1.1733423581371059,0.5432668637760605,0.4076600539611139,0.8365293932725558,0.7004329004329004,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,12,0.4415136433292282,1.1608024289081622,0.5487509676340551,0.40833574242787174,0.840301791889343,0.6995670995670996,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,13,0.42845549785052783,1.1502961270736924,0.5551716246556346,0.4032090509809518,0.8418736246463376,0.6917748917748918,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,14,0.42231958619231363,1.1561439865595335,0.5544431041858701,0.4006488863274955,0.835900660169758,0.6891774891774892,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,15,0.41141533420656284,1.1677346422042683,0.5560051235757838,0.3983579718209899,0.8352719270669601,0.6891774891774892,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,16,0.4081271071829012,1.190085772879712,0.5565054977284717,0.401916032867184,0.8368437598239548,0.6943722943722944,0.0005
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,17,0.40342781165979524,1.1985927629264401,0.5572711895088576,0.4029570393019662,0.8384155925809493,0.6978354978354978,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,18,0.4101093188841663,1.2004094309621043,0.55754288019443,0.4096385145425658,0.8390443256837472,0.7047619047619048,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,19,0.38708851403764344,1.1832663203730727,0.5597156603640087,0.4123478761661654,0.839987425337944,0.7134199134199134,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,20,0.3879914648575589,1.177272716280702,0.5641925167892549,0.41320310829115275,0.8425023577491355,0.7168831168831169,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,21,0.3844847483703904,1.1624236817999836,0.5647066032097642,0.41470533295974593,0.8412448915435398,0.7186147186147186,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,22,0.3939384438404307,1.1549105993597022,0.5724656354460134,0.4146123210324662,0.8418736246463376,0.7177489177489178,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,23,0.3848968960136334,1.1730935830574531,0.5743298718809976,0.4130264005626609,0.8412448915435398,0.716017316017316,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,24,0.37585049883557053,1.179837252928581,0.5713638740610079,0.41121390612319697,0.8371581263753537,0.7134199134199134,0.00025
G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,g4_b_class_weights_w150,R0,150,transformer,1,42,25,0.36924018124595676,1.1815777426158196,0.5706999948088316,0.41044550785479866,0.8371581263753537,0.7134199134199134,0.00025
