model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
tcn,temporal_r0,3,validation,alert,fatigue,33,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,distraction,154,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,alert,13,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,alert,84,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,fatigue,7,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,distraction,61,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,alert,alert,1248,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,alert,fatigue,32,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,alert,distraction,87,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,alert,17,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,fatigue,1,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,distraction,3,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,alert,42,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,fatigue,12,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,distraction,58,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,alert,711,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,fatigue,142,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,distraction,159,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,alert,8,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,fatigue,9,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,alert,49,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,fatigue,1,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,distraction,46,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,alert,alert,720,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,alert,fatigue,38,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,alert,distraction,199,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,alert,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,alert,81,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,fatigue,7,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,distraction,50,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,alert,759,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,fatigue,124,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,distraction,129,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,alert,12,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,fatigue,5,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,alert,45,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,fatigue,3,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,distraction,48,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,alert,alert,733,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,alert,fatigue,51,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,alert,distraction,173,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,alert,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,distraction,0,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,alert,79,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,fatigue,10,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,distraction,49,G4__g4_b_class_weights_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_b_class_weights_w60,R0,60,42
