model,subset,fold,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
transformer,test,1,macro_f1_all_classes,1,0.45360837674308424,0.0,0.45360837674308424,0.45360837674308424,0.45360837674308424,nan,nan
transformer,test,1,best_epoch,1,10.0,0.0,10.0,10.0,10.0,nan,nan
transformer,test,1,stopping_epoch,1,25.0,0.0,25.0,25.0,25.0,nan,nan
transformer,test,1,best_validation_macro_f1,1,0.4232512985568683,0.0,0.4232512985568683,0.4232512985568683,0.4232512985568683,nan,nan
transformer,test,2,macro_f1_all_classes,1,0.5179892488167289,0.0,0.5179892488167289,0.5179892488167289,0.5179892488167289,nan,nan
transformer,test,2,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
transformer,test,2,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
transformer,test,2,best_validation_macro_f1,1,0.3587981979460155,0.0,0.3587981979460155,0.3587981979460155,0.3587981979460155,nan,nan
transformer,test,3,macro_f1_all_classes,1,0.4655124387582221,0.0,0.4655124387582221,0.4655124387582221,0.4655124387582221,nan,nan
transformer,test,3,best_epoch,1,15.0,0.0,15.0,15.0,15.0,nan,nan
transformer,test,3,stopping_epoch,1,30.0,0.0,30.0,30.0,30.0,nan,nan
transformer,test,3,best_validation_macro_f1,1,0.40037880031968126,0.0,0.40037880031968126,0.40037880031968126,0.40037880031968126,nan,nan
transformer,test,4,macro_f1_all_classes,1,0.3642276422764228,0.0,0.3642276422764228,0.3642276422764228,0.3642276422764228,nan,nan
transformer,test,4,best_epoch,1,3.0,0.0,3.0,3.0,3.0,nan,nan
transformer,test,4,stopping_epoch,1,18.0,0.0,18.0,18.0,18.0,nan,nan
transformer,test,4,best_validation_macro_f1,1,0.3866842372329387,0.0,0.3866842372329387,0.3866842372329387,0.3866842372329387,nan,nan
transformer,validation,1,macro_f1_all_classes,1,0.4232512985568683,0.0,0.4232512985568683,0.4232512985568683,0.4232512985568683,nan,nan
transformer,validation,1,best_epoch,1,10.0,0.0,10.0,10.0,10.0,nan,nan
transformer,validation,1,stopping_epoch,1,25.0,0.0,25.0,25.0,25.0,nan,nan
transformer,validation,1,best_validation_macro_f1,1,0.4232512985568683,0.0,0.4232512985568683,0.4232512985568683,0.4232512985568683,nan,nan
transformer,validation,2,macro_f1_all_classes,1,0.3587981979460155,0.0,0.3587981979460155,0.3587981979460155,0.3587981979460155,nan,nan
transformer,validation,2,best_epoch,1,5.0,0.0,5.0,5.0,5.0,nan,nan
transformer,validation,2,stopping_epoch,1,20.0,0.0,20.0,20.0,20.0,nan,nan
transformer,validation,2,best_validation_macro_f1,1,0.3587981979460155,0.0,0.3587981979460155,0.3587981979460155,0.3587981979460155,nan,nan
transformer,validation,3,macro_f1_all_classes,1,0.40037880031968126,0.0,0.40037880031968126,0.40037880031968126,0.40037880031968126,nan,nan
transformer,validation,3,best_epoch,1,15.0,0.0,15.0,15.0,15.0,nan,nan
transformer,validation,3,stopping_epoch,1,30.0,0.0,30.0,30.0,30.0,nan,nan
transformer,validation,3,best_validation_macro_f1,1,0.40037880031968126,0.0,0.40037880031968126,0.40037880031968126,0.40037880031968126,nan,nan
transformer,validation,4,macro_f1_all_classes,1,0.3866842372329387,0.0,0.3866842372329387,0.3866842372329387,0.3866842372329387,nan,nan
transformer,validation,4,best_epoch,1,3.0,0.0,3.0,3.0,3.0,nan,nan
transformer,validation,4,stopping_epoch,1,18.0,0.0,18.0,18.0,18.0,nan,nan
transformer,validation,4,best_validation_macro_f1,1,0.3866842372329387,0.0,0.3866842372329387,0.3866842372329387,0.3866842372329387,nan,nan
