model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
lstm,test,42,0.7731380115210628,0.6004471654610635,0.4613638150956205,11.5,26.5,0.40044323123218106,15.4383949999974
lstm,validation,42,0.7147838953664531,0.5247530764429474,0.40044323123218106,11.5,26.5,0.40044323123218106,15.4383949999974
tcn,test,42,0.7761508111141611,0.5928643905202384,0.46741504423849606,4.25,19.25,0.4029167871698471,1241.0018753999902
tcn,validation,42,0.721491177167114,0.5346965508975952,0.4029167871698471,4.25,19.25,0.4029167871698471,1241.0018753999902
