model,subset,metric,n,mean,standard_deviation,median,minimum,maximum,ci95_lower,ci95_upper
lstm,test,accuracy,1,0.7731380115210628,0.0,0.7731380115210628,0.7731380115210628,0.7731380115210628,nan,nan
lstm,test,balanced_accuracy,1,0.6004471654610635,0.0,0.6004471654610635,0.6004471654610635,0.6004471654610635,nan,nan
lstm,test,macro_f1_all_classes,1,0.4613638150956205,0.0,0.4613638150956205,0.4613638150956205,0.4613638150956205,nan,nan
lstm,test,best_epoch,1,11.5,0.0,11.5,11.5,11.5,nan,nan
lstm,test,stopping_epoch,1,26.5,0.0,26.5,26.5,26.5,nan,nan
lstm,test,best_validation_macro_f1,1,0.40044323123218106,0.0,0.40044323123218106,0.40044323123218106,0.40044323123218106,nan,nan
lstm,test,training_seconds,1,15.4383949999974,0.0,15.4383949999974,15.4383949999974,15.4383949999974,nan,nan
lstm,validation,accuracy,1,0.7147838953664531,0.0,0.7147838953664531,0.7147838953664531,0.7147838953664531,nan,nan
lstm,validation,balanced_accuracy,1,0.5247530764429474,0.0,0.5247530764429474,0.5247530764429474,0.5247530764429474,nan,nan
lstm,validation,macro_f1_all_classes,1,0.40044323123218106,0.0,0.40044323123218106,0.40044323123218106,0.40044323123218106,nan,nan
lstm,validation,best_epoch,1,11.5,0.0,11.5,11.5,11.5,nan,nan
lstm,validation,stopping_epoch,1,26.5,0.0,26.5,26.5,26.5,nan,nan
lstm,validation,best_validation_macro_f1,1,0.40044323123218106,0.0,0.40044323123218106,0.40044323123218106,0.40044323123218106,nan,nan
lstm,validation,training_seconds,1,15.4383949999974,0.0,15.4383949999974,15.4383949999974,15.4383949999974,nan,nan
tcn,test,accuracy,1,0.7761508111141611,0.0,0.7761508111141611,0.7761508111141611,0.7761508111141611,nan,nan
tcn,test,balanced_accuracy,1,0.5928643905202384,0.0,0.5928643905202384,0.5928643905202384,0.5928643905202384,nan,nan
tcn,test,macro_f1_all_classes,1,0.46741504423849606,0.0,0.46741504423849606,0.46741504423849606,0.46741504423849606,nan,nan
tcn,test,best_epoch,1,4.25,0.0,4.25,4.25,4.25,nan,nan
tcn,test,stopping_epoch,1,19.25,0.0,19.25,19.25,19.25,nan,nan
tcn,test,best_validation_macro_f1,1,0.4029167871698471,0.0,0.4029167871698471,0.4029167871698471,0.4029167871698471,nan,nan
tcn,test,training_seconds,1,1241.0018753999902,0.0,1241.0018753999902,1241.0018753999902,1241.0018753999902,nan,nan
tcn,validation,accuracy,1,0.721491177167114,0.0,0.721491177167114,0.721491177167114,0.721491177167114,nan,nan
tcn,validation,balanced_accuracy,1,0.5346965508975952,0.0,0.5346965508975952,0.5346965508975952,0.5346965508975952,nan,nan
tcn,validation,macro_f1_all_classes,1,0.4029167871698471,0.0,0.4029167871698471,0.4029167871698471,0.4029167871698471,nan,nan
tcn,validation,best_epoch,1,4.25,0.0,4.25,4.25,4.25,nan,nan
tcn,validation,stopping_epoch,1,19.25,0.0,19.25,19.25,19.25,nan,nan
tcn,validation,best_validation_macro_f1,1,0.4029167871698471,0.0,0.4029167871698471,0.4029167871698471,0.4029167871698471,nan,nan
tcn,validation,training_seconds,1,1241.0018753999902,0.0,1241.0018753999902,1241.0018753999902,1241.0018753999902,nan,nan
