model,subset,seed,accuracy,balanced_accuracy,macro_f1_all_classes,best_epoch,stopping_epoch,best_validation_macro_f1,training_seconds
transformer,test,42,0.8377119537412449,0.5913546033902843,0.4632629149414816,5.25,20.25,0.4139099529378248,31.997642199996335
transformer,validation,42,0.8161448502477914,0.44541106077587256,0.4139099529378248,5.25,20.25,0.4139099529378248,31.997642199996335
