model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r0,1,test,distraction,distraction,291,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,alert,alert,724,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,alert,fatigue,182,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,alert,distraction,108,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,fatigue,fatigue,4,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,distraction,alert,66,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,distraction,fatigue,27,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,validation,distraction,distraction,69,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,alert,alert,656,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,alert,fatigue,235,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,alert,distraction,197,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,fatigue,alert,14,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,fatigue,fatigue,8,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,fatigue,distraction,45,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,distraction,alert,18,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,distraction,fatigue,64,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,1,test,distraction,distraction,297,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,alert,alert,821,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,alert,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,alert,distraction,256,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,fatigue,alert,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,fatigue,fatigue,1,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,fatigue,distraction,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,distraction,alert,43,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,distraction,fatigue,1,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,validation,distraction,distraction,32,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,alert,alert,1428,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,alert,fatigue,7,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,alert,distraction,136,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,distraction,alert,105,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,distraction,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,2,test,distraction,distraction,188,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,alert,alert,817,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,alert,fatigue,69,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,alert,distraction,194,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,fatigue,alert,13,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,fatigue,fatigue,4,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,distraction,alert,34,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,distraction,fatigue,7,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,validation,distraction,distraction,35,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,alert,alert,1387,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,alert,fatigue,55,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,alert,distraction,129,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,distraction,alert,87,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,distraction,fatigue,16,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,2,test,distraction,distraction,190,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_2__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,alert,alert,773,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,alert,fatigue,38,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,alert,distraction,175,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,fatigue,alert,13,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,distraction,alert,82,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,distraction,fatigue,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,validation,distraction,distraction,62,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,alert,alert,1168,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,alert,fatigue,73,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,alert,distraction,126,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,fatigue,alert,16,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,fatigue,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,fatigue,distraction,2,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,distraction,alert,36,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,distraction,fatigue,9,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,3,test,distraction,distraction,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,alert,682,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,fatigue,92,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,alert,distraction,212,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,alert,8,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,fatigue,5,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,alert,78,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,fatigue,3,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,validation,distraction,distraction,71,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,alert,alert,1209,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,alert,fatigue,25,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,alert,distraction,133,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,alert,13,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,fatigue,2,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,fatigue,distraction,6,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,alert,29,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,fatigue,8,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,3,test,distraction,distraction,75,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_3__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,alert,721,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,fatigue,139,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,alert,distraction,152,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,alert,8,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,fatigue,9,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,alert,50,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,fatigue,3,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,validation,distraction,distraction,43,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,alert,alert,727,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,alert,fatigue,46,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,alert,distraction,184,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,alert,84,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,fatigue,6,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,4,test,distraction,distraction,48,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,alert,754,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,fatigue,160,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,alert,distraction,98,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,alert,12,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,fatigue,5,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,alert,45,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,fatigue,7,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,validation,distraction,distraction,44,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,alert,alert,730,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,alert,fatigue,80,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,alert,distraction,147,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,alert,79,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,fatigue,18,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
tcn,temporal_r0,4,test,distraction,distraction,41,G4__g4_c_weighted_sampling_w60__tcn__r0__w60__fold_4__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
