model,ablation,fold,subset,actual,predicted,count,run_id,generation,configuration_id,representation,window_size_frames,seed
lstm,temporal_r0,1,validation,alert,alert,753,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,alert,fatigue,126,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,alert,distraction,135,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,fatigue,alert,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,fatigue,fatigue,4,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,fatigue,distraction,0,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,distraction,alert,82,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,distraction,fatigue,16,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,validation,distraction,distraction,64,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,alert,alert,644,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,alert,fatigue,330,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,alert,distraction,114,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,fatigue,alert,15,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,fatigue,fatigue,15,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,fatigue,distraction,37,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,distraction,alert,21,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
lstm,temporal_r0,1,test,distraction,fatigue,67,G4__g4_c_weighted_sampling_w60__lstm__r0__w60__fold_1__seed_42,G4,g4_c_weighted_sampling_w60,R0,60,42
